Address ,List_Price ,latitude,longitude
"1634 N Mannheim Rd Stone Park, IL 60165","$340,000 ",,
"96 E Shag Bark Ln Streamwood, IL 60107","$150,000 ",42.035237,-88.176965
"15215 Colina Ave Oak Forest, IL 60452","$352,000 ",41.615157,-87.761505
"3536 Lombard Ave Berwyn, IL 60402","$292,000 ",41.827519,-87.778315
"5307 N Delphia Ave Apt 308 Chicago, IL 60656","$133,000 ",41.975825,-87.840859
"1835 S Ridgeway Ave Chicago, IL 60623","$160,000 ",41.856064,-87.718461
"310 Leitch Ave La Grange, IL 60525","$350,000 ",41.808105,-87.886583
"11135 Glenbrook Ln Indian Head Park, IL 60525","$255,000 ",41.778022,-87.895224
"5741 N Oketo Ave Chicago, IL 60631","$275,000 ",41.984741,-87.811522
"4446 W 129th St Alsip, IL 60803","$45,000 ",41.655787,-87.730588
"4363 205th St Matteson, IL 60443","$735,500 ",41.516501,-87.722414
"1450 Sandpebble Dr Apt 342 Wheeling, IL 60090","$310,000 ",42.112425,-87.930073
"6157 N Sheridan Rd Apt 14J Chicago, IL 60660","$175,000 ",41.994071,-87.654637
"6 N Michigan Ave Unit 1309 Chicago, IL 60602","$291,000 ",41.882331,-87.624961
"328 Oxford Rd Des Plaines, IL 60016","$428,000 ",42.04722,-87.910973
"430 Natoma St Park Forest, IL 60466","$257,500 ",41.468867,-87.693276
"2036 Evans Rd Flossmoor, IL 60422","$395,500 ",41.542892,-87.666455
"7730 W 144th St Orland Park, IL 60462","$50,000 ",41.629369,-87.808556
"510 W Erie St Apt 1607 Chicago, IL 60654","$188,000 ",41.894292,-87.64219
"1017 W Point Dr Schaumburg, IL 60193","$93,000 ",42.008386,-88.064503
"106 Eleanor Dr Prospect Heights, IL 60070","$80,000 ",42.123339,-87.933759
"6400 179th St Tinley Park, IL 60477","$150,000 ",41.566254,-87.774668
"4034 N Harding Ave Chicago, IL 60618","$210,000 ",41.954779,-87.726791
"6610 Natasha Ct Countryside, IL 60525","$165,000 ",41.769275,-87.886339
"2129 Ash St Apt A Des Plaines, IL 60018","$875,000 ",42.014293,-87.890649
"5525 S Albany Ave Chicago, IL 60629","$44,000 ",41.792779,-87.700744
"3339 N Austin Ave Chicago, IL 60634","$500,000 ",41.941447,-87.775981
"305 N Stone Ave La Grange Park, IL 60526","$125,000 ",41.819745,-87.878161
"3345 N Oleander Ave Chicago, IL 60634","$180,000 ",41.94097,-87.815156
"2320 Featherstone Ct Schaumburg, IL 60194","$120,000 ",42.02712,-88.137612
"476 Alles St Unit 205 Des Plaines, IL 60016","$300,000 ",42.044722,-87.888521
"1124 S Sacramento Blvd Chicago, IL 60612","$263,000 ",41.867491,-87.701167
"1602 N Mannheim Rd Stone Park, IL 60165","$166,000 ",,
"3215 Union Ave Steger, IL 60475","$1,197,000 ",,
"22433 Richton Square Rd Richton Park, IL 60471","$162,000 ",41.481243,-87.707679
"349 W Palatine Rd Palatine, IL 60067","$325,000 ",42.110104,-88.053
"4230 181st St Country Club Hills, IL 60478","$165,000 ",41.559562,-87.719536
"2319 N Huron St Arlington Heights, IL 60004","$800,000 ",42.11775,-87.995899
"5834 Lincoln Ave Unit B Morton Grove, IL 60053","$155,000 ",42.035608,-87.772981
"1919 W Alder Dr Hoffman Estates, IL 60192","$296,000 ",42.088981,-88.126888
"14525 Linder Ave Midlothian, IL 60445","$437,500 ",41.628461,-87.753441
"826 N Marshfield Ave Apt 1S Chicago, IL 60622","$380,000 ",41.897073,-87.668725
"8800 S Aberdeen St Chicago, IL 60620","$170,000 ",41.733981,-87.651206
"1211 S Prairie Ave Apt 3104 Chicago, IL 60605","$172,000 ",41.866858,-87.621398
"827 Beloit Ave Forest Park, IL 60130","$124,000 ",41.871193,-87.81207
"10124 Mulberry Ave Oak Lawn, IL 60453","$185,000 ",41.707855,-87.758343
"1415 Marion St Schaumburg, IL 60193","$202,500 ",42.00107,-88.082193
"16311 66th Ave Tinley Park, IL 60477","$300,000 ",41.59456,-87.780691
"11925 S Harold Ave Palos Heights, IL 60463","$500,000 ",41.674842,-87.805068
"14517 S 85th Ave Orland Park, IL 60462","$175,000 ",41.627475,-87.827085
"1534 W Cortez St # 1 Chicago, IL 60642","$275,000 ",,
"1507 Broadway Ct # M Wheeling, IL 60090","$420,000 ",,
"921 N Ventura Dr Palatine, IL 60074","$420,000 ",42.127432,-88.027207
"22201 Hawthorne Way Richton Park, IL 60471","$275,000 ",41.486137,-87.731342
"2515 Sherman Ave Evanston, IL 60201","$108,000 ",42.063381,-87.681244
"3504 Jackson St Lansing, IL 60438","$350,000 ",41.571368,-87.531995
"9940 S Green St Chicago, IL 60643","$415,000 ",41.712927,-87.644546
"6205 N Tripp Ave Chicago, IL 60646","$285,000 ",41.993929,-87.734607
"7736 Kenneth Ave Skokie, IL 60076","$595,000 ",42.021941,-87.739511
"5643 N Kedvale Ave Chicago, IL 60646","$415,000 ",41.984031,-87.731772
"8201 W Berwyn Ave Chicago, IL 60656","$160,000 ",41.975158,-87.831977
"2733 Hollydale Dr Homewood, IL 60430","$441,000 ",41.56365,-87.683311
"842 Damico Dr Chicago Heights, IL 60411","$83,000 ",41.515007,-87.662658
"4248 W Touhy Ave Lincolnwood, IL 60712","$131,000 ",42.012097,-87.73512
"3318 Elm Ave Brookfield, IL 60513","$143,000 ",41.830526,-87.850759
"9620 W 57th St Countryside, IL 60525","$855,000 ",41.78726,-87.859573
"1748 Vermont Dr Elk Grove Village, IL 60007","$580,000 ",42.014936,-88.049492
"225 Warren St Calumet City, IL 60409","$277,000 ",41.608325,-87.531149
"15755 Whipple Ave Markham, IL 60428","$205,000 ",41.602834,-87.690662
"9209 Potter Rd Apt 2C Des Plaines, IL 60016","$277,000 ",42.047744,-87.859464
"1645 W Ogden Ave Unit 632 Chicago, IL 60612","$180,000 ",41.879497,-87.667354
"4851 W Carmen Ave Chicago, IL 60630","$509,500 ",41.973216,-87.749898
"72 Pine Ave Apt 2B Riverside, IL 60546","$199,000 ",41.827568,-87.822393
"1106 S New Wilke Rd Apt 106 Arlington Heights, IL 60005","$280,000 ",42.062818,-88.005624
"9303 S Normal Ave Chicago, IL 60620","$182,000 ",41.725023,-87.63567
"5205 S Wood St Chicago, IL 60609","$230,000 ",41.799197,-87.66924
"6610 S Paulina St Chicago, IL 60636","$300,000 ",,
"196 Hazelnut Dr Streamwood, IL 60107","$185,500 ",42.017375,-88.150251
"142 S Scoville Ave Oak Park, IL 60302","$225,000 ",41.885315,-87.787403
"1423 Lathrop Ave River Forest, IL 60305","$289,000 ",41.905901,-87.81492
"431 S Dearborn St Apt 401 Chicago, IL 60605","$525,000 ",41.876065,-87.628964
"123 Crest Wood Ct Apt 7 Schaumburg, IL 60195","$412,500 ",42.058831,-88.082753
"1375 Michelle Cir Schaumburg, IL 60173","$100,000 ",42.035465,-88.047133
"3115 Ernst St Franklin Park, IL 60131","$275,000 ",41.935283,-87.882117
"136 Singletree Rd Orland Park, IL 60467","$107,000 ",41.620435,-87.900381
"3950 N Lake Shore Dr Apt 1801 Chicago, IL 60613","$205,000 ",41.954132,-87.645972
"9153 S Oakley Ave Chicago, IL 60643","$232,000 ",41.726749,-87.679443
"16705 Claire Ln South Holland, IL 60473","$300,000 ",41.591582,-87.603821
"254 N Hillside Ave Hillside, IL 60162","$295,000 ",41.875237,-87.907954
"228 Teak Ln Streamwood, IL 60107","$45,000 ",42.01912,-88.154216
"2801 W 55th St Chicago, IL 60632","$15,000 ",,
"6327 S Campbell Ave Chicago, IL 60629","$102,000 ",41.778362,-87.685709
"3600 Campbell St Rolling Meadows, IL 60008","$280,000 ",42.084467,-88.025651
"1605 N Sedgwick St # A Chicago, IL 60614","$699,500 ",,
"1347 Jackson Ave River Forest, IL 60305","$465,000 ",41.904912,-87.813285
"9315 S Yates Blvd Chicago, IL 60617","$188,000 ",41.7257,-87.565338
"2561 W 118th Pl Chicago, IL 60655","$694,000 ",41.677874,-87.685563
"1720 Maple Ave Apt 1220 Evanston, IL 60201","$525,000 ",42.049394,-87.685331
"10 Calleview Dr La Grange, IL 60525","$230,000 ",41.790968,-87.878941
"2254 N Baldwin Way Unit 8B Palatine, IL 60074","$900,000 ",42.151887,-88.016448
"1501 E Churchill Dr Apt 103 Palatine, IL 60074","$232,000 ",42.119377,-88.00695
"3916 Wilke Rd Rolling Meadows, IL 60008","$238,000 ",42.0678,-88.004505
"235 W Van Buren St Unit 3908 Chicago, IL 60607","$690,000 ",41.876598,-87.634636
"5353 Arcadia St Skokie, IL 60077","$265,000 ",42.046959,-87.761215
"1807 Hartrey Ave Evanston, IL 60201","$124,500 ",42.050494,-87.703264
"1570 Elmwood Ave Unit 1106 Evanston, IL 60201","$180,500 ",42.046201,-87.684421
"15236 E 127th St Lemont, IL 60439","$183,000 ",41.65635,-87.991067
"8506 W Madison Dr Niles, IL 60714","$597,500 ",42.030203,-87.838373
"15578 Rose Dr South Holland, IL 60473","$399,500 ",41.612337,-87.601623
"4141 W 97th St Apt 2W Oak Lawn, IL 60453","$380,000 ",41.716531,-87.724568
"11361 W Plainfield Rd Indian Head Park, IL 60525","$570,000 ",41.777567,-87.900639
"4500 S Lavergne Ave Chicago, IL 60638","$186,000 ",41.811073,-87.748494
"237 Amherst Ave Des Plaines, IL 60016","$179,000 ",42.056994,-87.916856
"4011 N Paulina St Unit 2N Chicago, IL 60613","$378,000 ",41.95463,-87.67016
"6406 S Kedvale Ave Chicago, IL 60629","$140,500 ",41.776492,-87.726713
"324 Little Creek Dr Streamwood, IL 60107","$250,000 ",42.025389,-88.208504
"1407 E Wyndham Cir Apt 102 Palatine, IL 60074","$260,000 ",42.136967,-88.011307
"2440 Crabtree Ln Northbrook, IL 60062","$170,000 ",42.134209,-87.839677
"416 N Drury Ln Arlington Heights, IL 60004","$34,000 ",42.087008,-87.965064
"507 W Marion St Prospect Heights, IL 60070","$345,000 ",42.101066,-87.950633
"901 S Na WA Ta Ave Mount Prospect, IL 60056","$50,000 ",42.049562,-87.947694
"1103 S Lavergne Dr Mount Prospect, IL 60056","$240,000 ",42.046487,-87.964397
"701 E Morris Dr Palatine, IL 60074","$15,500,000 ",42.117714,-88.026441
"19 Hastings Ave Elk Grove Village, IL 60007","$15,500,000 ",42.008527,-88.003992
"642 Clarence Ave Oak Park, IL 60304","$535,000 ",41.876401,-87.790113
"210 Clinton Ave Oak Park, IL 60302","$255,000 ",41.885096,-87.798166
"356 Indianwood Blvd Park Forest, IL 60466","$119,500 ",41.47361,-87.690626
"10744 S Hoyne Ave Chicago, IL 60643","$200,000 ",41.697687,-87.67456
"2147 W Roscoe St Unit 2W Chicago, IL 60618","$342,000 ",41.942886,-87.682645
"2455 Brookwood Dr Flossmoor, IL 60422","$230,000 ",41.53146,-87.67699
"4110 N Western Ave Unit 3S Chicago, IL 60618","$515,000 ",41.956223,-87.688912
"512 N McClurg Ct Apt 1101 Chicago, IL 60611","$145,000 ",41.891454,-87.618942
"1120 Nottingham Ln Hoffman Estates, IL 60169","$441,000 ",42.064932,-88.107044
"22 Park Ln Unit 519 Park Ridge, IL 60068","$625,000 ",42.013848,-87.859507
"704 N Merrill St Park Ridge, IL 60068","$245,000 ",42.020228,-87.822243
"2914 N Washtenaw Ave Chicago, IL 60618","$187,000 ",41.934428,-87.695596
"14843 Karlov Ave Midlothian, IL 60445","$187,000 ",41.622415,-87.719647
"5016 Oak Center Dr Oak Lawn, IL 60453","$582,500 ",41.709557,-87.745192
"4019 W Wellington Ave Chicago, IL 60641","$385,000 ",41.935168,-87.727896
"440 W 42nd St Chicago, IL 60609","$330,000 ",41.818385,-87.637687
"200 N Dearborn St Chicago, IL 60601","$425,000 ",41.886056,-87.629874
"1345 S Wabash Ave Unit 1107 Chicago, IL 60605","$291,000 ",41.864479,-87.625242
"1529 W Roscoe St Chicago, IL 60657","$251,000 ",41.943107,-87.667472
"2611 N Greenview Ave Apt A Chicago, IL 60614","$345,000 ",41.929251,-87.665294
"1400 N State Pkwy Apt 7B Chicago, IL 60610","$300,000 ",41.907994,-87.62917
"10946 S Avenue G Chicago, IL 60617","$375,000 ",41.695884,-87.532015
"854 N Marshfield Ave Apt 1S Chicago, IL 60622","$275,000 ",41.89758,-87.668907
"4648 N Saint Louis Ave Apt 2B Chicago, IL 60625","$402,000 ",41.96626,-87.716095
"6344 N Tripp Ave Chicago, IL 60646","$220,000 ",41.996657,-87.735331
"6818 N Oriole Ave Chicago, IL 60631","$229,000 ",42.004677,-87.816801
"702 E Algonquin Rd Unit 107 Arlington Heights, IL 60005","$316,000 ",42.04242,-87.973686
"276 Diamond Head Dr Des Plaines, IL 60018","$520,000 ",42.029976,-87.927984
"9414 S 77th Ct Apt 2D Hickory Hills, IL 60457","$325,000 ",41.719991,-87.812242
"3622 N Oconto Ave Chicago, IL 60634","$283,500 ",41.945953,-87.808598
"510 Ascot Ln Streamwood, IL 60107","$1,200,000 ",42.036513,-88.193842
"108 Shabbona Dr Park Forest, IL 60466","$715,000 ",41.469442,-87.685775
"16618 Hunter Trl Tinley Park, IL 60477","$67,500 ",41.589113,-87.786947
"5346 W Pensacola Ave Chicago, IL 60641","$590,000 ",41.959898,-87.761669
"2842 225th Pl Sauk Village, IL 60411","$590,000 ",41.480492,-87.551561
"2131 223rd St Sauk Village, IL 60411","$590,000 ",41.484867,-87.564383
"14635 Westwood Dr Orland Park, IL 60462","$225,000 ",41.623637,-87.869494
"13031 S Parkside Dr Palos Park, IL 60464","$225,000 ",41.653105,-87.862561
"1525 Ridge Rd Homewood, IL 60430","$104,000 ",41.560836,-87.654298
"6303 N Melvina Ave Chicago, IL 60646","$143,000 ",41.995197,-87.782508
"600 N Lake Shore Dr Apt 1212 Chicago, IL 60611","$1,350,000 ",41.893069,-87.615103
"4930 S Kildare Ave Chicago, IL 60632","$270,000 ",41.803163,-87.731144
"8817 S 79th Ave Hickory Hills, IL 60457","$55,000 ",41.729998,-87.815556
"200 N Oakwood Ave Willow Springs, IL 60480","$16,000 ",,
"2524 S Claremont Ave Chicago, IL 60608","$83,000 ",41.845822,-87.684732
"608 N Catherine Ave La Grange Park, IL 60526","$83,000 ",41.82557,-87.874247
"11228 S Homewood Ave Chicago, IL 60643","$300,000 ",41.688844,-87.670499
"26 S Ridge Ave Arlington Heights, IL 60005","$207,000 ",42.081886,-87.990577
"6342 S Ada St Chicago, IL 60636","$427,500 ",41.778275,-87.658465
"8431 S Escanaba Ave Chicago, IL 60617","$787,500 ",41.741864,-87.553577
"1473 N Winslowe Dr Apt 203 Palatine, IL 60074","$130,000 ",42.134426,-88.020554
"317 Shadowbend Dr Wheeling, IL 60090","$405,000 ",42.144562,-87.907582
"300 Park Ave Apt 550 Calumet City, IL 60409","$178,800 ",41.597305,-87.572784
"2831 Ruby St Franklin Park, IL 60131","$193,000 ",41.930483,-87.869774
"7842 Newland Ave Burbank, IL 60459","$400,000 ",41.748856,-87.794001
"2814 Park Ln Glenview, IL 60025","$105,000 ",42.077428,-87.829526
"232 Linden Rd Northbrook, IL 60062","$385,500 ",42.148575,-87.820363
"2022 N Leclaire Ave Chicago, IL 60639","$309,000 ",41.917557,-87.75375
"18730 Oak Ave Lansing, IL 60438","$600,000 ",41.554865,-87.555233
"15413 Lamon Ave Oak Forest, IL 60452","$41,705 ",41.611832,-87.738627
"5959 Chatham Dr Hoffman Estates, IL 60192","$420,750 ",42.06234,-88.235375
"704 E 88th Pl Chicago, IL 60619","$220,000 ",41.734142,-87.606875
"1122 N Dearborn St Apt 9D Chicago, IL 60610","$230,000 ",41.902338,-87.630112
"5114 W 29th Pl Cicero, IL 60804","$204,000 ",41.839539,-87.752923
"362 W Miner St Apt 1C Arlington Heights, IL 60005","$212,000 ",42.085117,-87.987219
"1585 Barrington Rd Ste 305 Hoffman Estates, IL 60169","$500,000 ",,
"205 Washington Sq Apt A Elk Grove Village, IL 60007","$950,000 ",42.005506,-87.992932
"3048 W Addison St Chicago, IL 60618","$172,500 ",41.946892,-87.704905
"523 Longcommon Rd Riverside, IL 60546","$175,000 ",41.840328,-87.803893
"15 S Madison Ave La Grange, IL 60525","$415,000 ",41.813243,-87.870728
"2548 George St Franklin Park, IL 60131","$265,000 ",41.925461,-87.881178
"7148 W Fletcher St Chicago, IL 60634","$245,000 ",41.937389,-87.805804
"150 Lasalle Rd Streamwood, IL 60107","$97,500 ",42.012335,-88.185949
"1669 McKool Ave Streamwood, IL 60107","$282,000 ",42.004572,-88.159693
"735 Woodglen Ln Lemont, IL 60439","$453,000 ",41.664444,-87.986801
"3816 S Emerald Ave Chicago, IL 60609","$195,000 ",41.824729,-87.645103
"5213 S Trumbull Ave Chicago, IL 60632","$424,500 ",41.798443,-87.709467
"1069 W 14th Pl Unit 210 Chicago, IL 60608","$2,362,500 ",41.862272,-87.652923
"1910 S Indiana Ave Apt 418 Chicago, IL 60616","$769,000 ",41.85778,-87.622489
"1961 N Fremont St Apt 3R Chicago, IL 60614","$145,000 ",41.917693,-87.650602
"11423 S Central Park Ave Chicago, IL 60655","$245,000 ",41.685217,-87.709981
"2712 W Chicago Ave Chicago, IL 60622","$236,000 ",41.895972,-87.694861
"5220 Crosswind Dr Richton Park, IL 60471","$408,000 ",41.472542,-87.743547
"5709 W Dakin St Chicago, IL 60634","$275,000 ",41.951939,-87.769831
"1534 E Palatine Rd Palatine, IL 60074","$1,050,000 ",42.110537,-88.005816
"2905 N 75th Ct Elmwood Park, IL 60707","$1,874,000 ",41.932838,-87.814766
"303 N Knight Ave Park Ridge, IL 60068","$170,000 ",42.014744,-87.843981
"9000 S Knox Ave Hometown, IL 60456","$380,000 ",41.729549,-87.738321
"286 Diamond Head Dr Des Plaines, IL 60018","$365,000 ",42.029965,-87.928495
"2626 N Lakeview Ave Apt 903 Chicago, IL 60614","$810,000 ",41.930339,-87.639901
"6338 N Hamlin Ave Chicago, IL 60659","$202,000 ",41.996639,-87.724327
"2757 N Kenmore Ave # 1F Chicago, IL 60614","$250,000 ",,
"4824 N Hoyne Ave Apt 1 Chicago, IL 60625","$165,000 ",41.969434,-87.682035
"811 W 15th Pl Unit 605 Chicago, IL 60608","$145,000 ",41.860805,-87.647774
"57 E Delaware Pl Apt 3402 Chicago, IL 60611","$240,000 ",41.898901,-87.62622
"340 E Randolph St Unit 3704 Chicago, IL 60601","$490,000 ",,
"1714 W Belmont Ave Apt A Chicago, IL 60657","$715,000 ",41.93991,-87.67184
"1035 N Dearborn St Unit 14W Chicago, IL 60610","$325,000 ",41.901636,-87.629568
"3110 Pheasant Creek Dr Apt 314 Northbrook, IL 60062","$1,267,500 ",42.136674,-87.856133
"6028 Scott St Rosemont, IL 60018","$165,000 ",41.989198,-87.876217
"2006 Lake Ave Wilmette, IL 60091","$735,000 ",42.079365,-87.725367
"515 Greenleaf Ave Glencoe, IL 60022","$105,000 ",42.132018,-87.751088
"13 Rolling Ridge Rd Northfield, IL 60093","$475,000 ",42.109142,-87.79303
"16300 Chickadee Cir Orland Park, IL 60467","$212,500 ",41.593503,-87.857165
"3 Old Tamarack Ln Orland Park, IL 60462","$196,000 ",41.631144,-87.879615
"14404 Ingleside Ave Dolton, IL 60419","$1,110,000 ",41.633225,-87.594522
"14108 S Wabash Ave Riverdale, IL 60827","$127,000 ",41.638434,-87.621206
"15110 Blackstone Ave Dolton, IL 60419","$475,000 ",41.620475,-87.581089
"9 E 140th Ct Riverdale, IL 60827","$365,000 ",41.640106,-87.621339
"9006 Poplar Rd Orland Park, IL 60462","$72,650 ",41.625639,-87.839624
"10704 S Sacramento Ave Chicago, IL 60655","$169,000 ",41.69865,-87.696693
"8502 Cherry Hill Ave Tinley Park, IL 60487","$649,000 ",41.58685,-87.825349
"810 W George St Apt 1 Chicago, IL 60657","$153,000 ",41.935091,-87.649445
"1136 N King Arthur Ct Palatine, IL 60067","$555,000 ",42.135183,-88.046039
"13981 S Reeves Rd Robbins, IL 60472","$350,000 ",41.637003,-87.700498
"100 N Hermitage Ave Unit 603 Chicago, IL 60612","$255,000 ",41.883714,-87.670985
"321 Lynn Ct Des Plaines, IL 60016","$191,000 ",42.046713,-87.922603
"5306 S Mobile Ave Chicago, IL 60638","$6,226,500 ",41.7958,-87.77982
"1497 Ramblewood Dr Hanover Park, IL 60133","$272,500 ",42.013681,-88.142843
"1338 W 97th Pl Chicago, IL 60643","$272,500 ",41.717263,-87.656844
"3637 N Nordica Ave Chicago, IL 60634","$640,000 ",41.946454,-87.802992
"339 Minocqua St Park Forest, IL 60466","$155,000 ",41.48072,-87.698409
"7200 S Millard Ave Chicago, IL 60629","$155,000 ",41.762256,-87.714119
"3601 W 64th Pl Chicago, IL 60629","$450,000 ",41.775811,-87.713166
"738 S Catherine Ave La Grange, IL 60525","$380,000 ",41.799947,-87.873198
"343 8th Ave La Grange, IL 60525","$268,000 ",41.807547,-87.864986
"4720 W Deming Pl Chicago, IL 60639","$47,000 ",41.927493,-87.744866
"3436 N Harlem Ave # 2 Chicago, IL 60634","$155,000 ",,
"2915 N Clybourn Ave Unit 305 Chicago, IL 60618","$551,000 ",41.9346,-87.680923
"1249 W Roscoe St Chicago, IL 60657","$550,000 ",41.943304,-87.661143
"6336 W Hyacinth St Chicago, IL 60646","$165,000 ",41.991878,-87.786548
"618 Sturnbridge Ln Schaumburg, IL 60173","$125,000 ",42.046122,-88.063682
"427 Selkirk Dr Schaumburg, IL 60194","$301,000 ",42.034718,-88.110303
"296 W Fairview Cir Palatine, IL 60067","$271,500 ",42.119326,-88.052822
"7506 Arcadia St Morton Grove, IL 60053","$83,000 ",42.047588,-87.813886
"199 S Cedar St Palatine, IL 60067","$83,000 ",42.105977,-88.05307
"2918 N Huntington Dr Arlington Heights, IL 60004","$83,000 ",42.129457,-87.968651
"1038 S Highland Ave Arlington Heights, IL 60005","$83,000 ",42.064848,-87.985202
"4241 N Winchester Ave Chicago, IL 60613","$83,000 ",41.95903,-87.676986
"1015 S Elmwood Ave Oak Park, IL 60304","$737,500 ",41.870171,-87.785704
"5019 River Rd Apt 1E Schiller Park, IL 60176","$285,000 ",41.969795,-87.860955
"44 Park Ln Unit 325 Park Ridge, IL 60068","$1,310,000 ",42.013848,-87.859507
"5647 W Lawrence Ave Chicago, IL 60630","$128,000 ",41.967493,-87.76935
"4912 N Natchez Ave Chicago, IL 60656","$170,000 ",41.970676,-87.789546
"175 Boardwalk Pl Unit 301 Park Ridge, IL 60068","$235,000 ",42.014998,-87.861375
"1813 Linden Ave Park Ridge, IL 60068","$275,000 ",41.98792,-87.82511
"7417 W Belmont Ave Chicago, IL 60634","$150,000 ",41.937723,-87.812341
"890 N Auburn Woods Dr Palatine, IL 60067","$350,500 ",42.125948,-88.055741
"210 Timber Trl Streamwood, IL 60107","$165,000 ",42.026692,-88.181599
"1310 Kingsbury Dr Unit F Hanover Park, IL 60133","$2,202,500 ",42.009348,-88.139766
"367 Greystone Ct Apt A1 Schaumburg, IL 60193","$315,000 ",42.023036,-88.048193
"4830 W Coyle Ave Lincolnwood, IL 60712","$1,000,000 ",42.007538,-87.749395
"1669 W 104th St Chicago, IL 60643","$278,000 ",41.704734,-87.66471
"12849 E Tanglewood Cir Palos Park, IL 60464","$225,000 ",41.655847,-87.864453
"8446 Central Ave Burbank, IL 60459","$420,750 ",41.738107,-87.760734
"1115 Adirondack Dr Northbrook, IL 60062","$180,000 ",42.132313,-87.856495
"3614 N Hamilton Ave Chicago, IL 60618","$880,000 ",41.947331,-87.682455
"1213 W Roscoe St Chicago, IL 60657","$292,500 ",41.943219,-87.659718
"450 W Briar Pl Apt 5C Chicago, IL 60657","$218,000 ",41.938991,-87.64141
"2317 W Wolfram St Apt 314 Chicago, IL 60618","$237,000 ",41.932831,-87.686496
"8547 S Indiana Ave Chicago, IL 60619","$120,000 ",41.738734,-87.618961
"12830 S Shawnee Rd Palos Heights, IL 60463","$136,000 ",41.657776,-87.804257
"5732 S Maplewood Ave Chicago, IL 60629","$237,500 ",41.789111,-87.687926
"1 Renaissance Pl Unit 1215 Palatine, IL 60067","$102,000 ",42.123481,-88.038142
"3321 N Pulaski Rd Chicago, IL 60641","$130,000 ",,
"758 N Larrabee St Apt 427 Chicago, IL 60654","$53,000 ",41.895906,-87.643492
"7421 Camelia Dr Hanover Park, IL 60133","$102,000 ",42.007021,-88.157882
"201 S School Ln Prospect Heights, IL 60070","$300,000 ",42.089544,-87.931562
"1274 N Ashland Ave Palatine, IL 60074","$122,000 ",42.133626,-88.031723
"312 S Patton Ave Arlington Heights, IL 60005","$230,000 ",42.077808,-87.996705
"3628 S 59th Ave Cicero, IL 60804","$500,000 ",41.826152,-87.770924
"11727 S Matterhorn Cir Apt 101 Palos Park, IL 60464","$420,000 ",41.680732,-87.816652
"14841 Central Park Ave Midlothian, IL 60445","$251,000 ",41.622631,-87.707516
"10561 S Christiana Ave Chicago, IL 60655","$282,000 ",41.700712,-87.704621
"16200 Apple Ln Apt 2 Tinley Park, IL 60487","$335,000 ",41.596435,-87.827951
"7830 Sioux Rd Orland Park, IL 60462","$232,500 ",41.64394,-87.811184
"14831 Pine Tree Rd Orland Park, IL 60462","$293,500 ",41.620212,-87.880323
"7854 W Oak Hills Ct Apt 2CR Palos Heights, IL 60463","$175,000 ",41.6526,-87.807374
"18 E Old Willow Rd Apt 121N Prospect Heights, IL 60070","$715,000 ",42.104246,-87.9039
"4184 Cove Ln Apt F Glenview, IL 60025","$805,000 ",42.071571,-87.858338
"4423 N Mobile Ave Chicago, IL 60630","$310,000 ",41.961001,-87.784021
"32 Meadowview Dr Northfield, IL 60093","$95,000 ",42.09136,-87.756048
"15715 Woodlawn East Ave South Holland, IL 60473","$525,000 ",41.60953,-87.587814
"233 E 13th St Apt 601 Chicago, IL 60605","$228,000 ",41.86568,-87.62095
"3746 N Francisco Ave # 1 Chicago, IL 60618","$280,000 ",,
"1528 N Maplewood Ave Chicago, IL 60622","$160,000 ",41.909306,-87.691243
"100 Garrison Ave Wilmette, IL 60091","$330,000 ",42.069547,-87.683768
"1655 N Burling St Chicago, IL 60614","$335,000 ",41.912498,-87.646797
"1335 S Prairie Ave Unit 1009 Chicago, IL 60605","$100,000 ",41.865718,-87.621424
"451 W Huron St Unit 1101 Chicago, IL 60654","$296,000 ",41.894463,-87.640475
"451 W Huron St Unit 1401 Chicago, IL 60654","$136,000 ",41.894463,-87.640475
"132 E Delaware Pl Apt 5602 Chicago, IL 60611","$500,000 ",41.899623,-87.625131
"4300 W Ford City Dr Apt 607 Chicago, IL 60652","$295,000 ",41.753945,-87.73053
"5452 S Cornell Ave Apt 3W Chicago, IL 60615","$281,500 ",41.796448,-87.586
"856 Washington Blvd Apt 3 Oak Park, IL 60302","$312,500 ",41.881864,-87.796606
"5863 N Kingsdale Ave Chicago, IL 60646","$640,000 ",41.986366,-87.743883
"1129 Beach Comber Dr Schaumburg, IL 60193","$235,000 ",42.005124,-88.096059
"5337 W Cuyler Ave Chicago, IL 60641","$336,500 ",41.9539,-87.761179
"2834 W Melrose St Chicago, IL 60618","$89,000 ",41.940375,-87.699254
"6822 W Oakton Ct Niles, IL 60714","$715,000 ",42.02749,-87.797113
"1235 Peggy Ln Chicago Heights, IL 60411","$440,000 ",41.508195,-87.66308
"925 Elmwood Ave Evanston, IL 60202","$500,000 ",42.034891,-87.683274
"541 N Everett Dr Palatine, IL 60074","$75,000 ",42.120331,-88.009601
"962 Oak Dr Glencoe, IL 60022","$209,000 ",42.13635,-87.774075
"11463 Burton Dr Westchester, IL 60154","$217,000 ",41.839066,-87.907882
"5120 Clausen Ave Western Springs, IL 60558","$137,000 ",41.795952,-87.892971
"149 N Edgewood Ave La Grange, IL 60525","$95,000 ",41.818263,-87.884197
"813 Glendale Rd Glenview, IL 60025","$75,000 ",42.070883,-87.836438
