Address ,List_Price ,latitude,longitude
"520 S State St Chicago, IL 60605","$319,000 ",,
"147 Dempster St Evanston, IL 60201","$550,000 ",42.041442,-87.67242
"6912 W 112th Pl Worth, IL 60482","$34,500 ",41.687611,-87.792215
"917 Shermer Rd Glenview, IL 60025","$62,500 ",42.071188,-87.818502
"14633 Keystone Ave Apt 2C Midlothian, IL 60445","$128,000 ",41.626746,-87.718796
"904 Newberry Ave La Grange Park, IL 60526","$393,000 ",41.831244,-87.862956
"13 49th Ave Bellwood, IL 60104","$70,000 ",41.892011,-87.892948
"50 Brookside Dr Lemont, IL 60439","$190,000 ",41.683236,-87.922393
"75 Magnolia Dr Streamwood, IL 60107","$125,000 ",42.025548,-88.204111
"184 Washington St Park Forest, IL 60466","$452,500 ",41.489706,-87.70246
"1906 N Charter Point Dr Arlington Heights, IL 60004","$77,500 ",42.111451,-87.951784
"7203 W Conrad Ave Niles, IL 60714","$160,000 ",42.037798,-87.806595
"8836 S Racine Ave Chicago, IL 60620","$20,000 ",41.733006,-87.65361
"3129 George St Franklin Park, IL 60131","$145,000 ",41.935696,-87.880918
"1913 N Halsted St Chicago, IL 60614","$365,000 ",41.916423,-87.648116
"5423 Woodland Ave Western Springs, IL 60558","$585,000 ",41.790592,-87.90215
"919 N Kaspar Ave Arlington Heights, IL 60004","$165,500 ",42.093762,-87.993474
"301 S Greenwood Ave Park Ridge, IL 60068","$158,000 ",42.007149,-87.840291
"275 Linden Ave Glencoe, IL 60022","$490,000 ",42.124532,-87.750255
"17052 Cornell Ave South Holland, IL 60473","$77,500 ",41.585184,-87.581897
"7124 S Central Park Ave Chicago, IL 60629","$305,000 ",41.763441,-87.713065
"450 E Waterside Dr Unit 2509 Chicago, IL 60601","$169,000 ",41.887085,-87.615372
"4906 N Spaulding Ave Chicago, IL 60625","$180,000 ",41.970535,-87.711329
"14552 Central Park Ave Midlothian, IL 60445","$105,000 ",41.62785,-87.708454
"7648 S 88th Ave Justice, IL 60458","$31,000 ",41.752684,-87.839403
"6009 N Milwaukee Ave Chicago, IL 60646","$320,000 ",,
"19 Meadowview Dr Northfield, IL 60093","$326,000 ",42.089415,-87.75423
"1835 Butterfield Ln Flossmoor, IL 60422","$236,000 ",41.528558,-87.66753
"16406 Trumbull Ave Markham, IL 60428","$200,000 ",41.591335,-87.700958
"48 Silo Ridge Rd E Orland Park, IL 60467","$485,000 ",41.618851,-87.897346
"2800 N Lake Shore Dr Apt 2801 Chicago, IL 60657","$155,000 ",41.933244,-87.637119
"1272 W Early Ave Chicago, IL 60660","$167,500 ",41.986583,-87.662423
"6200 S Edgewood Ln La Grange Highlands, IL 60525","$270,000 ",41.777412,-87.883774
"914 Miller Ave Streamwood, IL 60107","$310,000 ",42.007532,-88.161607
"1601 S Halsted St Apt 307 Chicago, IL 60608","$68,000 ",41.859529,-87.646389
"800 N Michigan Ave Apt 3903 Chicago, IL 60611","$325,000 ",41.897083,-87.625295
"1263 Memorial Dr Calumet City, IL 60409","$43,000 ",41.618786,-87.555947
"3824 Sangamon St Steger, IL 60475","$580,000 ",41.460465,-87.642689
"150 Bohland Ave Bellwood, IL 60104","$580,000 ",41.889159,-87.877656
"1072 Marshall Dr Des Plaines, IL 60016","$580,000 ",42.032112,-87.93118
"15 N Lorel Ave Chicago, IL 60644","$580,000 ",41.880931,-87.758421
"1000 E 53rd St Unit 607 Chicago, IL 60615","$580,000 ",41.800048,-87.601337
"9240 S 82nd Ave Hickory Hills, IL 60457","$580,000 ",41.722604,-87.823535
"752 Old Farm Rd Matteson, IL 60443","$580,000 ",41.513913,-87.763376
"4111 Leland Ave Lyons, IL 60534","$580,000 ",41.816589,-87.822601
"516 Wildflower Way Streamwood, IL 60107","$651,000 ",42.027352,-88.220034
"4138 Wolf Rd Western Springs, IL 60558","$651,000 ",41.813668,-87.899184
"3603 Kirchoff Rd Rolling Meadows, IL 60008","$651,000 ",42.080009,-88.026019
"4558 S Ellis Ave Chicago, IL 60653","$651,000 ",41.811528,-87.602103
"2749 W 94th St Evergreen Park, IL 60805","$651,000 ",41.722358,-87.691396
"825 Bonita Ave Elk Grove Village, IL 60007","$651,000 ",42.008706,-87.98674
"332 Skokie Ct Wilmette, IL 60091","$651,000 ",42.07016,-87.747407
"2937 Clematis Dr Schaumburg, IL 60193","$591,500 ",42.029468,-88.154107
"530 Charlemagne Dr Northbrook, IL 60062","$591,500 ",42.142727,-87.872863
"535 N Michigan Ave Apt 3201 Chicago, IL 60611","$591,500 ",41.891866,-87.623898
"379 Buffalo Ave Calumet City, IL 60409","$591,500 ",41.626013,-87.542938
"15302 Hastings Dr Dolton, IL 60419","$591,500 ",41.617054,-87.587321
"1415 W Hawthorne St Arlington Heights, IL 60005","$591,500 ",42.08925,-88.001416
"2544 W North Ave Apt 3D Chicago, IL 60647","$591,500 ",41.910477,-87.691137
"345 N La Salle Dr Apt 2308 Chicago, IL 60654","$591,500 ",41.888835,-87.63189
"512 E Mulberry Ct Glenwood, IL 60425","$591,500 ",41.545631,-87.599239
"4455 N Magnolia Ave Apt 3 Chicago, IL 60640","$591,500 ",41.96309,-87.66087
"2000 E 93rd St Chicago, IL 60617","$684,500 ",41.726397,-87.575275
"1201 S Prairie Ave Apt 3501 Chicago, IL 60605","$684,500 ",41.867006,-87.621987
"1310 N Darlington Cir Hoffman Estates, IL 60169","$684,500 ",42.047539,-88.112253
"5435 W 25th Pl # 1 Cicero, IL 60804","$684,500 ",,
"2443 W 71st St Chicago, IL 60629","$684,500 ",41.764478,-87.684936
"1002 N Fernandez Ave Arlington Heights, IL 60004","$684,500 ",42.094859,-87.991767
"3020 N Francisco Ave # 1 Chicago, IL 60618","$691,500 ",,
"600 N Lake Shore Dr Apt 1411 Chicago, IL 60611","$691,500 ",41.893069,-87.615103
"6033 N Sheridan Rd Apt 18J Chicago, IL 60660","$691,500 ",41.991933,-87.654687
"16532 Lee Ave Orland Park, IL 60467","$691,500 ",41.588613,-87.889028
"10317 Lavergne Ave Oak Lawn, IL 60453","$691,500 ",41.704751,-87.744778
"711 Eastchester Rd Wheeling, IL 60090","$691,500 ",42.125886,-87.932146
"14544 Club Circle Dr Oak Forest, IL 60452","$691,500 ",41.626061,-87.78346
"5782 River Birch Dr Hoffman Estates, IL 60192","$691,500 ",42.053012,-88.227221
"2636 N Lakewood Ave # 3 Chicago, IL 60614","$691,500 ",,
"1500 N Astor St Apt 7 Chicago, IL 60610","$691,500 ",41.909675,-87.62795
"4436 N Kostner Ave Chicago, IL 60630","$565,500 ",41.961961,-87.738864
"2117 W Cullerton St Chicago, IL 60608","$565,500 ",41.854654,-87.679147
"136 Bowman St Matteson, IL 60443","$565,500 ",41.523279,-87.738705
"860 N Franklin Ave Palatine, IL 60067","$577,500 ",42.125896,-88.065269
"864 N Franklin Ave Palatine, IL 60067","$577,500 ",42.125895,-88.065166
"5429 Fair Elms Ave Western Springs, IL 60558","$577,500 ",41.790351,-87.90522
"7344 Davis St Morton Grove, IL 60053","$577,500 ",42.046442,-87.810685
"18 W 111th Pl Chicago, IL 60628","$577,500 ",41.691909,-87.623781
"621 Chicago Rd Chicago Heights, IL 60411","$686,500 ",,
"8652 W Sunset Rd Niles, IL 60714","$686,500 ",42.033632,-87.842805
"15140 Kilpatrick Ave Oak Forest, IL 60452","$686,500 ",41.616294,-87.734929
"5932 W Irving Park Rd Chicago, IL 60634","$686,500 ",,
"4107 N Troy St Chicago, IL 60618","$686,500 ",41.956001,-87.706508
"9158 S Normal Ave Chicago, IL 60620","$686,500 ",41.727159,-87.636433
"87 Ruffled Feathers Dr Lemont, IL 60439","$686,500 ",41.657506,-87.951874
"834 Hastings St Park Ridge, IL 60068","$686,500 ",42.018026,-87.835954
"18067 Lavergne Ave Country Club Hills, IL 60478","$686,500 ",41.561899,-87.737531
"2133 N Juniper Ln Arlington Heights, IL 60004","$686,500 ",42.113513,-87.986198
"7503 W Douglas Ave Summit, IL 60501","$684,500 ",41.793014,-87.807926
"884 Arnold Ct Des Plaines, IL 60016","$684,500 ",42.035839,-87.935522
"633 E 75th St Chicago, IL 60619","$684,500 ",,
"8 Paso Fino Lemont, IL 60439","$691,500 ",41.675266,-87.931471
"3175 W 115th St Apt 2W Merrionette Park, IL 60803","$691,500 ",41.683985,-87.699484
"3725 N Francisco Ave Chicago, IL 60618","$684,500 ",41.949314,-87.700225
"247 Coachmaker Dr Northbrook, IL 60062","$684,500 ",42.147718,-87.807533
"5133 S Aberdeen St Chicago, IL 60609","$684,500 ",41.800388,-87.652255
"2904 143rd Pl Blue Island, IL 60406","$684,500 ",41.632627,-87.692191
"437 W Dorset Ave Palatine, IL 60067","$626,000 ",42.102847,-88.054171
"6918 S Morgan St Chicago, IL 60621","$684,500 ",41.768151,-87.649703
"3103 Greenbriar Dr Glenview, IL 60025","$684,500 ",42.06337,-87.835598
"2031 N Kenmore Ave Chicago, IL 60614","$684,500 ",41.91903,-87.654263
"910 S Michigan Ave Apt 1705 Chicago, IL 60605","$684,500 ",41.8702,-87.624742
"1031 Ferdinand Ave Forest Park, IL 60130","$684,500 ",41.867344,-87.813145
"5119 N Merrimac Ave Chicago, IL 60630","$684,500 ",41.974459,-87.783914
"3934 N Panama Ave Chicago, IL 60634","$594,500 ",41.951482,-87.829674
"12410 S Ridge Rd Palos Park, IL 60464","$594,500 ",41.664889,-87.836907
"400 W Olive Ave Prospect Heights, IL 60070","$594,500 ",42.099211,-87.946957
"10430 S 75th Ct Palos Hills, IL 60465","$594,500 ",41.701728,-87.807063
"1042 W Wellington Ave Chicago, IL 60657","$594,500 ",41.936527,-87.655754
"943 W 14th Pl Unit 3B Chicago, IL 60608","$594,500 ",41.862048,-87.65049
"3046 N Kilbourn Ave Chicago, IL 60641","$594,500 ",41.936639,-87.739771
"Park Forest, IL 60466","$594,500 ",,
"315 S Prairie Ave Mount Prospect, IL 60056","$594,500 ",42.05928,-87.970973
"14422 S Michigan Ave Riverdale, IL 60827","$594,500 ",41.632504,-87.619982
"7860 Sycamore Dr Orland Park, IL 60462","$616,000 ",41.615521,-87.811495
"1248 W 108th Pl Chicago, IL 60643","$616,000 ",41.697027,-87.654158
"8040 S Kingston Ave Chicago, IL 60617","$616,000 ",41.748761,-87.562881
"8000 S Kingston Ave Chicago, IL 60617","$616,000 ",41.749773,-87.56291
"1530 S State St Apt 14L Chicago, IL 60605","$616,000 ",41.861055,-87.627527
"6545 N Sacramento Ave Apt 4N Chicago, IL 60645","$616,000 ",42.000583,-87.704259
"1527 S Greenwood Ave Park Ridge, IL 60068","$616,000 ",41.990842,-87.840486
"119 W Lonnquist Blvd Mount Prospect, IL 60056","$616,000 ",42.051747,-87.940495
"7355 North Ave River Forest, IL 60305","$616,000 ",41.908523,-87.809394
"17 N Loomis St Apt 3H Chicago, IL 60607","$616,000 ",41.882145,-87.661837
"400 E Randolph St Apt 2430 Chicago, IL 60601","$599,000 ",41.884848,-87.616811
"14507 Keeler Ave Midlothian, IL 60445","$599,000 ",41.62884,-87.722363
"925 N Larrabee St Apt 2S Chicago, IL 60610","$599,000 ",41.899456,-87.642697
"2655 W Winona St Chicago, IL 60625","$627,000 ",41.974558,-87.696141
"16701 135th St Lemont, IL 60439","$630,500 ",41.643113,-88.025709
"1714 Ferndale Ave Northbrook, IL 60062","$630,500 ",42.137471,-87.822942
"2714 W Fletcher St Chicago, IL 60618","$280,000 ",41.938775,-87.695997
"712 S Yale Ave Arlington Heights, IL 60005","$410,000 ",42.072465,-88.002807
"16547 Paulina St Markham, IL 60428","$265,000 ",41.588674,-87.657943
"7030 W North Ave Chicago, IL 60707","$185,000 ",41.909243,-87.801572
"8020 S Manistee Ave Chicago, IL 60617","$300,000 ",41.749348,-87.558051
"223 W Wisconsin St Apt 3A Chicago, IL 60614","$220,000 ",41.916411,-87.635796
"21 E Huron St Apt 4205 Chicago, IL 60611","$545,000 ",41.89449,-87.62713
"1841 Oak Lane Rd Flossmoor, IL 60422","$830,000 ",41.52885,-87.682326
"4597 Jenna Rd Glenview, IL 60025","$654,500 ",42.08361,-87.86885
"18711 Forest View Ln Lansing, IL 60438","$654,500 ",41.555503,-87.581957
"2860 E 76th St Apt 6A Chicago, IL 60649","$654,500 ",41.759399,-87.555064
"10121 S Lowe Ave Chicago, IL 60628","$654,500 ",41.709929,-87.63892
"680 N Lake Shore Dr Apt 214 Chicago, IL 60611","$654,500 ",41.894655,-87.616704
"9510 S Ewing Ave Chicago, IL 60617","$558,500 ",41.722549,-87.536432
"535 N Michigan Ave Apt 2911 Chicago, IL 60611","$558,500 ",41.891866,-87.623898
"270 N Smith St Palatine, IL 60067","$558,500 ",42.116048,-88.048985
"630 N East Ave Oak Park, IL 60302","$558,500 ",41.897423,-87.789396
"8133 S Winchester Ave Chicago, IL 60620","$558,500 ",41.745666,-87.671469
"20003 Mohawk Trl Olympia Fields, IL 60461","$558,500 ",41.526196,-87.694897
"1850 N Clark St Apt 205 Chicago, IL 60614","$558,500 ",41.916338,-87.63512
"617 Appian Way Matteson, IL 60443","$558,500 ",41.514312,-87.731104
"15309 Oak Rd Oak Forest, IL 60452","$558,500 ",41.612851,-87.782138
"5132 S Parkside Ave Chicago, IL 60638","$558,500 ",41.799015,-87.764057
"3509 Woodworth Pl Hazel Crest, IL 60429","$654,500 ",41.575452,-87.702767
"8018 S Luella Ave Chicago, IL 60617","$654,500 ",41.749266,-87.570188
"714 S Clifton Ave Park Ridge, IL 60068","$654,500 ",42.002197,-87.837994
"6171 N Sheridan Rd Apt 604 Chicago, IL 60660","$654,500 ",41.994383,-87.654658
"213 W Weathersfield Way Schaumburg, IL 60193","$654,500 ",42.015797,-88.08566
"21 E Huron St Apt 4201 Chicago, IL 60611","$732,000 ",41.89449,-87.62713
"7051 W Touhy Ave Apt 203 Niles, IL 60714","$406,000 ",42.010036,-87.803441
"1215 S Brainard Ave La Grange, IL 60525","$312,000 ",41.791477,-87.878223
"15200 Geoffrey Rd Oak Forest, IL 60452","$216,000 ",41.615674,-87.760079
"4654 N Winchester Ave Apt G Chicago, IL 60640","$300,000 ",41.966635,-87.677882
"741 Becker Rd Glenview, IL 60025","$180,000 ",42.087676,-87.778139
"1627 W Touhy Ave Apt 202 Chicago, IL 60626","$109,000 ",42.01234,-87.67131
"825 Roslyn Ter Evanston, IL 60201","$98,500 ",42.071408,-87.682215
"661 Blackthorn Rd Winnetka, IL 60093","$170,000 ",42.109403,-87.739406
"5707 N New Hampshire Ave Chicago, IL 60631","$224,000 ",41.985341,-87.799198
"2537 N Mango Ave Chicago, IL 60639","$322,500 ",41.926871,-87.769391
"7700 W 26th St North Riverside, IL 60546","$367,500 ",,
"2309 High Ridge Pkwy Hillside, IL 60162","$450,000 ",41.84596,-87.896729
"1101 S State St Chicago, IL 60605","$168,000 ",41.868145,-87.627016
"1312 S Kildare Ave Chicago, IL 60623","$280,000 ",41.863745,-87.732797
"3411 Madison St Bellwood, IL 60104","$547,000 ",41.878335,-87.875131
"7812 W 72nd St Bridgeview, IL 60455","$547,000 ",41.760824,-87.815384
"3959 W 104th Pl Chicago, IL 60655","$547,000 ",41.702837,-87.720586
"746 W Carriageway Cir Palatine, IL 60067","$547,000 ",42.095625,-88.062492
"7754 S Peoria St Chicago, IL 60620","$547,000 ",41.752628,-87.646743
"7449 S Prairie Ave Chicago, IL 60619","$547,000 ",41.758781,-87.617846
"7632 S Rhodes Ave Chicago, IL 60619","$547,000 ",41.755626,-87.611744
"620 Indian Rd Glenview, IL 60025","$547,000 ",42.065985,-87.765801
"628 S Wilke Rd Palatine, IL 60074","$547,000 ",42.098438,-88.005332
"8139 S Merrill Ave Chicago, IL 60617","$547,000 ",41.746831,-87.571892
"90 Cantal Ct Wheeling, IL 60090","$116,000 ",42.10936,-87.91921
"22974 Westwind Dr Richton Park, IL 60471","$71,500 ",41.472556,-87.74868
"427 Woodlawn Ave Glencoe, IL 60022","$691,500 ",42.12234,-87.752873
"562 Oakdale Ave Glencoe, IL 60022","$691,500 ",42.120896,-87.757832
"2305 Malik Ct Glenview, IL 60025","$691,500 ",42.061365,-87.815681
"7643 W 100th Pl Bridgeview, IL 60455","$691,500 ",,
"222 N Columbus Dr Apt 407 Chicago, IL 60601","$691,500 ",41.886551,-87.621576
"1218 N Euclid Ave Oak Park, IL 60302","$691,500 ",41.907933,-87.793461
"2173 Oak Ave Hanover Park, IL 60133","$691,500 ",41.993924,-88.157541
"4628 S Drexel Blvd Chicago, IL 60653","$691,500 ",41.810596,-87.604852
"340 E Randolph St Unit 2601 Chicago, IL 60601","$552,000 ",41.884783,-87.61856
"8445 S Paulina St Chicago, IL 60620","$101,000 ",41.739873,-87.665248
"209 W 117th St Chicago, IL 60628","$241,000 ",41.681348,-87.62802
"6630 S Hoyne Ave Chicago, IL 60636","$125,000 ",41.77292,-87.67653
"115 Sauk Trl Park Forest, IL 60466","$315,000 ",41.476318,-87.683711
"375 W Erie St Apt 605 Chicago, IL 60654","$257,500 ",41.893803,-87.637751
"324 N Marion St Apt 1N Oak Park, IL 60302","$165,000 ",41.89278,-87.802452
"3501 W Van Buren St Chicago, IL 60624","$675,000 ",41.87516,-87.713042
"915 Westfield Ln Schaumburg, IL 60193","$306,000 ",42.008329,-88.102504
"955 W Dundee Rd Arlington Heights, IL 60004","$310,000 ",42.138495,-87.994098
"7531 Foster St Morton Grove, IL 60053","$325,000 ",42.053462,-87.814768
"360 E Randolph St Apt 2704 Chicago, IL 60601","$626,000 ",41.884876,-87.617933
"385 W Millers Rd Des Plaines, IL 60016","$626,000 ",42.041639,-87.930987
"2816 N Hamlin Ave Chicago, IL 60618","$626,000 ",41.932449,-87.722438
"7742 W 157th St Orland Park, IL 60462","$626,000 ",41.605608,-87.808518
"110 W Superior St Unit 1100 Chicago, IL 60654","$626,000 ",41.895916,-87.631958
"9805 S 52nd Ave Oak Lawn, IL 60453","$666,000 ",41.71402,-87.749965
"10901 Royal Oaks Ln Orland Park, IL 60467","$546,500 ",41.625049,-87.884591
"4237 W 99th St Oak Lawn, IL 60453","$546,500 ",41.712759,-87.727829
"128 Ruth St Calumet City, IL 60409","$546,500 ",41.607079,-87.528699
"1564 N Hoyne Ave Chicago, IL 60622","$679,600 ",41.910004,-87.680293
"707 N Lotus Ave Chicago, IL 60644","$679,500 ",41.893275,-87.761651
"4249 N Ridgeway Ave Chicago, IL 60618","$580,500 ",41.958827,-87.721283
"1810 N Orleans St Chicago, IL 60614","$580,500 ",41.915083,-87.637844
"5733 N Mason Ave Chicago, IL 60646","$580,500 ",,
"14227 S Saginaw Ave Burnham, IL 60633","$580,500 ",41.636447,-87.55766
"Chicago, IL 60619","$580,500 ",,
"125 S Spruce Ln Glenwood, IL 60425","$580,500 ",41.543516,-87.59995
"217 Churn Rd Matteson, IL 60443","$580,500 ",41.523971,-87.766437
"Calumet City, IL 60409","$580,500 ",,
"11918 S 69th Ct Palos Heights, IL 60463","$580,500 ",41.674841,-87.791623
"5212 W Strong St Chicago, IL 60630","$580,500 ",41.970913,-87.758214
"3828 N Osceola Ave Chicago, IL 60634","$825,000 ",41.949671,-87.813632
"2713 W Touhy Ave Chicago, IL 60645","$367,500 ",,
"1021 E 45th St Chicago, IL 60653","$298,000 ",41.812967,-87.600814
"8820 Skokie Blvd Skokie, IL 60077","$226,000 ",42.041419,-87.747402
"1313 N Peachtree Ln Mount Prospect, IL 60056","$220,000 ",42.089143,-87.902086
"3107 Coral Ln Glenview, IL 60026","$35,000 ",42.092975,-87.834875
"2044 W Roscoe St Unit 2S Chicago, IL 60618","$610,000 ",41.94348,-87.680371
"1939 N Howe St Chicago, IL 60614","$25,000 ",41.917184,-87.644501
"613 N Avers Ave Chicago, IL 60624","$74,500 ",41.892228,-87.721969
"1250 N Dearborn St Apt 5C Chicago, IL 60610","$518,000 ",41.905413,-87.630445
"17958 Upland Dr Tinley Park, IL 60487","$4,000 ",41.564086,-87.844046
"5155 Old Plum Grove Rd Palatine, IL 60067","$240,000 ",42.077742,-88.048926
"319 N Pondview Dr Palatine, IL 60067","$150,000 ",42.116126,-88.065861
"7302 Evergreen Dr Apt 3D Orland Park, IL 60462","$160,000 ",41.615978,-87.797781
"5017 S Central Ave Chicago, IL 60638","$161,000 ",41.801199,-87.762194
"Park Ridge, IL 60068","$240,000 ",,
"803 Hinman Ave Apt 2 Evanston, IL 60202","$665,000 ",42.032432,-87.676973
"1760 Harrison St Glenview, IL 60025","$265,000 ",42.062766,-87.802515
"1900 219th Pl Sauk Village, IL 60411","$509,000 ",41.488851,-87.569917
"1265 N Lakeview Dr Palatine, IL 60067","$425,000 ",42.134775,-88.066332
"7831 Teton Rd Orland Park, IL 60462","$280,000 ",41.64429,-87.811866
"1517 E 69th St Chicago, IL 60637","$335,000 ",41.769416,-87.587192
"10129 S Western Ave Chicago, IL 60643","$369,500 ",,
"3819 N Oconto Ave Chicago, IL 60634","$186,000 ",41.949509,-87.808011
"1731 N Hudson Ave # 2 Chicago, IL 60614","$315,000 ",,
"5005 W Eddy St Chicago, IL 60641","$332,500 ",41.94498,-87.752309
"520 Jackson Ave Glencoe, IL 60022","$105,000 ",42.122788,-87.757562
"1024 Kent Ave Park Ridge, IL 60068","$575,000 ",41.995724,-87.839015
"18230 Riegel Rd Homewood, IL 60430","$312,500 ",41.558465,-87.655189
"75 Lancaster Ave Elk Grove Village, IL 60007","$229,000 ",41.994225,-88.000966
"1458 Lincoln Ave Calumet City, IL 60409","$80,000 ",41.591502,-87.532566
"20320 Crawford Ave Matteson, IL 60443","$230,000 ",41.520354,-87.71377
"3222 Keeney Ave Steger, IL 60475","$385,000 ",41.472663,-87.622421
"2835 Scott Cres Flossmoor, IL 60422","$140,500 ",41.535469,-87.685527
"7753 Van Buren St Unit 213 Forest Park, IL 60130","$187,500 ",41.875223,-87.818959
"Chicago, IL 60638","$415,000 ",,
"2020 W Berteau Ave Chicago, IL 60618","$198,500 ",41.958063,-87.67976
"7834 S Paulina St Chicago, IL 60620","$550,000 ",41.751108,-87.666234
"220 S Greenwood Ave Palatine, IL 60074","$330,000 ",42.105915,-88.026279
"281 Bloomingbank Rd Riverside, IL 60546","$226,000 ",41.820833,-87.829126
"17523 Henry St Lansing, IL 60438","$106,000 ",41.576862,-87.534202
"10 E Ontario St Apt 4004 Chicago, IL 60611","$44,000 ",41.893625,-87.627535
"9455 Kelvin Ln Apt 2774 Schiller Park, IL 60176","$880,000 ",41.96629,-87.863994
"23 King Arthur Ct Apt 7 Northlake, IL 60164","$860,000 ",41.922151,-87.912392
"Chicago, IL 60625","$222,000 ",,
"1642 W Hollywood Ave Chicago, IL 60660","$305,000 ",41.985329,-87.671567
"17722 Oak Park Ave Tinley Park, IL 60477","$392,000 ",,
"15119 Minerva Ave Unit 1N Dolton, IL 60419","$100,000 ",41.620678,-87.591489
"1941 Ridge Rd Homewood, IL 60430","$250,000 ",,
"5243 S Mobile Ave Chicago, IL 60638","$730,000 ",41.796649,-87.779148
"1501 S Douglas Ave Arlington Heights, IL 60005","$315,000 ",42.056608,-87.974538
"7935 Natchez Ave Burbank, IL 60459","$590,000 ",41.746909,-87.782269
"19041 Baker Ave Country Club Hills, IL 60478","$20,500 ",41.543193,-87.723482
"417 Lakewood Blvd Park Forest, IL 60466","$350,000 ",41.484207,-87.686528
"1226 W Jarvis Ave Apt 3E Chicago, IL 60626","$73,500 ",42.016447,-87.663411
"3723 217th St Matteson, IL 60443","$52,000 ",41.495431,-87.706329
"3150 N Oakley Ave Chicago, IL 60618","$642,500 ",41.939212,-87.68584
"87 E Preserve Dr Palatine, IL 60074","$105,000 ",42.1525,-88.0437
"161 E Chicago Ave Unit 40F Chicago, IL 60611","$155,000 ",41.896235,-87.623462
"13457 S Avenue O Chicago, IL 60633","$515,000 ",41.650175,-87.539531
"5232 S Berkeley Ave Chicago, IL 60615","$155,000 ",41.799924,-87.60062
"306 S I Oka Ave Mount Prospect, IL 60056","$240,000 ",42.060319,-87.942742
"2704 Landen Dr Melrose Park, IL 60164","$705,000 ",41.92767,-87.893457
"128 Nashua St Park Forest, IL 60466","$35,500 ",41.470461,-87.690604
"3111 N Hoyne Ave Chicago, IL 60618","$215,000 ",41.938121,-87.680431
"8115 McVicker Ave Burbank, IL 60459","$117,500 ",41.744381,-87.771633
"6167 N Overhill Ave Chicago, IL 60631","$20,000 ",41.992435,-87.818867
"6239 W Roscoe St Chicago, IL 60634","$100,000 ",41.941772,-87.782755
"132 W Johnson St Unit 203 Palatine, IL 60067","$70,000 ",42.109931,-88.047989
"18740 Welch Way Country Club Hills, IL 60478","$70,000 ",41.547245,-87.74154
"33 Northgate Rd Riverside, IL 60546","$1,380,000 ",41.841614,-87.821115
"3838 W 111th St Apt 304 Chicago, IL 60655","$355,000 ",41.691575,-87.717054
"1032 W Iowa St Glenwood, IL 60425","$113,000 ",41.549893,-87.63746
"10133 S Eleanor Ave Palos Hills, IL 60465","$338,000 ",41.706508,-87.82388
"16205 Oak Ave Oak Forest, IL 60452","$180,000 ",41.597331,-87.737135
"1531 Wentworth Ave Calumet City, IL 60409","$269,000 ",41.589056,-87.529407
"979 Vine St Winnetka, IL 60093","$66,000 ",42.11407,-87.740747
"22775 Sherman Rd Steger, IL 60475","$234,000 ",41.474274,-87.603566
"6348 S Central Ave Chicago, IL 60638","$1,745,000 ",,
"1708 W 17th St Chicago, IL 60608","$395,000 ",41.858923,-87.669113
"1224 N Knollwood Dr Palatine, IL 60067","$465,000 ",42.132541,-88.068974
"101 Summit Ave Unit 602 Park Ridge, IL 60068","$430,000 ",42.009146,-87.828492
"7019 Foster St Morton Grove, IL 60053","$23,874,000 ",42.053222,-87.801903
"443 Shadow Creek Dr Palos Heights, IL 60463","$363,000 ",41.651536,-87.779845
"2404 N 75th Ct Elmwood Park, IL 60707","$246,000 ",41.923672,-87.815145
"1619 S Michigan Ave Chicago, IL 60616","$150,000 ",,
"1031 Meadow Rd Glencoe, IL 60022","$387,000 ",42.143422,-87.763389
"1701 Park Ridge Pt Park Ridge, IL 60068","$408,000 ",42.03879,-87.865078
"2192 Wildwood Ln Hanover Park, IL 60133","$408,000 ",41.946265,-88.159999
"4825 W Jarlath St Lincolnwood, IL 60712","$235,000 ",42.012439,-87.748658
"917 N Quince Ln Mount Prospect, IL 60056","$240,000 ",42.084786,-87.904054
"9621 Kris Trl Orland Park, IL 60462","$442,000 ",41.645836,-87.854955
"9620 S Princeton Ave Chicago, IL 60628","$442,000 ",41.719156,-87.631364
"10209 S State St Chicago, IL 60628","$1,100,000 ",41.708628,-87.6232
"410 W 119th St Chicago, IL 60628","$790,000 ",41.678181,-87.632827
"7827 S Saint Louis Ave Chicago, IL 60652","$805,000 ",41.750684,-87.709392
"1141 N Euclid Ave Oak Park, IL 60302","$341,500 ",41.907047,-87.794135
"17243 Buck Dr Orland Park, IL 60467","$200,000 ",41.57616,-87.875197
"14132 S Green Bay Ave Burnham, IL 60633","$240,000 ",41.637861,-87.541231
"2640 W Division St Chicago, IL 60622","$3,060 ",41.903264,-87.693599
"2737 Highland Ave Evanston, IL 60201","$690,000 ",42.068236,-87.72214
"4928 W Belden St Chicago, IL 60639","$507,000 ",41.922639,-87.749952
"5800 Longview Dr Countryside, IL 60525","$95,000 ",41.784645,-87.876298
"549 N Sawyer Ave Chicago, IL 60624","$190,000 ",41.891754,-87.707366
"1450 Lawrence Ln Northbrook, IL 60062","$170,000 ",42.125095,-87.797867
"415 S East Ave Oak Park, IL 60302","$165,000 ",41.881008,-87.789871
"111 W 103rd Pl Chicago, IL 60628","$205,000 ",41.705954,-87.626396
"1400 N Elmhurst Rd Apt 115 Mount Prospect, IL 60056","$408,000 ",42.087247,-87.937084
"8414 S 82nd Ct Hickory Hills, IL 60457","$289,000 ",41.737508,-87.825205
