Address,list_price,beds,baths,sq_ft,latitude,longitude
"3200 N Lake Shore Dr Apt 2007 Chicago, IL 60657",465000.0,3.0,2.0,1800.0,41.9406554,-87.6398821
"6334 N Sheridan Rd Apt 3F Chicago, IL 60660",380000.0,3.0,2.0,1800.0,41.997615,-87.65602899999999
"2147 N Kenmore Ave # 1B Chicago, IL 60614",490000.0,3.0,2.0,1800.0,41.9213668,-87.65446709999999
"31 E Elm St Apt 3A Chicago, IL 60611",845000.0,3.0,2.0,1800.0,41.9029588,-87.62763989999999
"4910 S Vincennes Ave # 3 Chicago, IL 60615",155000.0,3.0,2.0,1800.0,41.8053248,-87.6142218
"820 N California Ave Apt 4 Chicago, IL 60622",375000.0,3.0,2.0,1800.0,41.89634789999999,-87.69706359999999
"55 E Erie St Apt 2704 Chicago, IL 60611",970000.0,3.0,2.0,1800.0,41.8938978,-87.6260539
"5371 W Lawrence Ave Apt 3 Chicago, IL 60630",278000.0,2.0,2.0,1800.0,41.9673403,-87.76222349999999
"1000 W Diversey Pkwy Apt 3A Chicago, IL 60614",450000.0,2.0,1.5,1800.0,41.932886,-87.65418199999999
"9365 Windsor Pkwy # 158 Tinley Park, IL 60487",169500.0,2.0,1.5,1800.0,41.5722286,-87.845734
"3118 N Lincoln Ave Apt 4B Chicago, IL 60657",530000.0,3.0,2.0,1790.0,41.9382223,-87.66709039999999
"21 E Huron St Apt 1702 Chicago, IL 60611",1030000.0,2.0,2.5,1786.0,41.8945046,-87.62712959999999
"21 E Huron St Apt 2406 Chicago, IL 60611",1000000.0,2.0,2.5,1786.0,41.8945046,-87.62712959999999
"1501 N State Pkwy Apt 10C Chicago, IL 60610",635000.0,2.0,2.0,1785.0,41.909779,-87.628438
"1870 Dogwood Dr Hoffman Estates, IL 60192",265000.0,3.0,2.0,1782.0,42.0922725,-88.12576410000001
"4603 N Racine Ave Apt 302 Chicago, IL 60640",419000.0,3.0,2.0,1780.0,41.96563200000001,-87.6593757
"55 E Erie St Apt 2604 Chicago, IL 60611",980000.0,3.0,2.0,1762.0,41.8938978,-87.6260539
"33 W Huron St Apt 304 Chicago, IL 60654",770000.0,2.0,2.0,1761.0,41.8946394,-87.6290971
"4740 S Paulina St Chicago, IL 60609",110000.0,4.0,4.0,1758.0,41.8073539,-87.667703
"6430 W Berteau Ave Apt 206 Chicago, IL 60634",229500.0,2.0,2.0,1756.0,41.957258,-87.788753
"567 W Parkside Dr Palatine, IL 60067",275000.0,3.0,2.5,1750.0,42.09127180000001,-88.05648959999999
"1122 N Dearborn St # P40 Chicago, IL 60610",800000.0,3.0,2.5,1750.0,41.9024925,-87.6303885
"3410 S Calumet Ave Apt 4 Chicago, IL 60616",215000.0,3.0,2.0,1750.0,41.8325099,-87.6184938
"2139 W Roscoe St Unit 2E Chicago, IL 60618",555000.0,3.0,2.0,1750.0,41.9429466,-87.68242099999999
"1120 W Oakdale Ave Apt 1F Chicago, IL 60657",467000.0,3.0,2.0,1750.0,41.9354881,-87.6573616
"843 W Gunnison St Apt 2W Chicago, IL 60640",395000.0,2.0,2.0,1750.0,41.96984519999999,-87.6517485
"1875 Old Willow Rd Unit 131 Northfield, IL 60093",425000.0,2.0,2.0,1750.0,42.1034352,-87.77262879999999
"1035 W Huron St Apt 504 Chicago, IL 60642",448000.0,2.0,2.0,1750.0,41.8941811,-87.6538882
"3401 N Carriageway Dr Unit 205 Arlington Heights, IL 60004",251500.0,2.0,2.0,1723.0,42.1378149,-87.97126519999999
"6624 Martin France Cir Apt 3A Tinley Park, IL 60477",65000.0,2.0,2.0,1720.0,41.5595055,-87.7798305
"3755 N Racine Ave Apt 3D Chicago, IL 60613",515000.0,3.0,2.5,1719.0,41.950494,-87.658895
"100 E Huron St Apt 3103 Chicago, IL 60611",765000.0,2.0,3.0,1717.0,41.8953549,-87.6249465
"656 W Buckingham Pl Apt 1E Chicago, IL 60657",442000.0,3.0,2.5,1700.0,41.9429202,-87.6467443
"211 E Ohio St Apt 2807 Chicago, IL 60611",605000.0,3.0,2.5,1700.0,41.8922568,-87.6215818
"1505 N Artesian Ave # 2 Chicago, IL 60622",423000.0,3.0,2.5,1700.0,41.9105074,-87.66871809999999
"960 Enfield Dr # 3-F4 Northbrook, IL 60062",335000.0,3.0,2.5,1700.0,42.110671,-87.804232
"1887 N Poe St Apt 1F Chicago, IL 60614",535000.0,2.0,2.5,1700.0,41.916381,-87.6544811
"2011 W Concord Pl Apt A Chicago, IL 60647",435000.0,2.0,2.5,1700.0,41.9114087,-87.6780232
"4417 N Malden St Chicago, IL 60640",365000.0,3.0,2.0,1700.0,41.962292,-87.66195900000001
"4419 N Beacon St Apt 3N Chicago, IL 60640",380000.0,3.0,2.0,1700.0,41.9622743,-87.6633179
"1332 W Madison St Apt 3E Chicago, IL 60607",680000.0,3.0,2.0,1700.0,41.8817665,-87.66104229999999
"646 E 51st St Apt 3E Chicago, IL 60615",164000.0,3.0,2.0,1700.0,41.8024109,-87.6093698
"615 N Noble St Apt 2S Chicago, IL 60642",489000.0,3.0,2.0,1700.0,41.89308,-87.662024
"1257 N Campbell Ave Apt 4 Chicago, IL 60622",415000.0,3.0,2.0,1700.0,41.9047141,-87.6892033
"812 W Waveland Ave Apt 2 Chicago, IL 60613",487000.0,3.0,2.0,1700.0,41.9493974,-87.6501335
"1030 N State St Apt 12M Chicago, IL 60610",635000.0,3.0,2.0,1700.0,41.9012852,-87.6289091
"1749 N Wells St Apt 1610 Chicago, IL 60614",624000.0,2.0,2.0,1700.0,41.9143127,-87.6343318
"70 E 18th St Unit 4D Chicago, IL 60616",465000.0,2.0,2.0,1700.0,41.858001,-87.6244229
"630 W Wrightwood Ave Apt 2W Chicago, IL 60614",578000.0,2.0,2.0,1700.0,41.929704,-87.644165
"411 S Sangamon St Apt 6C Chicago, IL 60607",565000.0,2.0,1.0,1700.0,41.8762765,-87.65037099999999
"11230 Sycamore Ln # 59C Palos Hills, IL 60465",144500.0,3.0,2.0,1696.0,41.6866733,-87.82234129999999
"1825 N Winnebago Ave # P-12 Chicago, IL 60647",493000.0,3.0,2.0,1687.0,41.9145695,-87.6851168
"680 N Lake Shore Dr Apt 1407 Chicago, IL 60611",580000.0,2.0,1.5,1682.0,41.894655,-87.616704
"1225 Court C Hanover Park, IL 60133",174000.0,4.0,2.5,1680.0,41.972905,-88.132596
"1737 N Paulina St Apt 303 Chicago, IL 60622",427500.0,2.0,1.5,1680.0,41.9136452,-87.6700182
"222 N Columbus Dr Apt 4901 Chicago, IL 60601",760000.0,3.0,2.5,1675.0,41.8865605,-87.6215903
"100 E Huron St Apt 4301 Chicago, IL 60611",825000.0,2.0,2.5,1657.0,41.89533,-87.624926
"701 S Wells St Apt 3106 Chicago, IL 60607",530000.0,3.0,2.5,1652.0,41.873193,-87.6333
"2554 W Logan Blvd Apt 302 Chicago, IL 60647",425000.0,3.0,2.0,1650.0,41.929064,-87.692467
"1117 W Armitage Ave Apt 2W Chicago, IL 60614",630000.0,2.0,2.0,1650.0,41.917835,-87.656219
"5201 S Blackstone Ave Apt 1W Chicago, IL 60615",255000.0,2.0,2.0,1650.0,41.8007599,-87.59014599999999
"7601 Lincoln Ave Apt 508 Skokie, IL 60077",162000.0,2.0,2.0,1650.0,42.01959,-87.748499
"411 S Sangamon St Apt 4B Chicago, IL 60607",490000.0,2.0,2.0,1650.0,41.876258,-87.650341
"3150 N Lake Shore Dr Apt 23D Chicago, IL 60657",425000.0,2.0,2.0,1650.0,41.9390209,-87.638854
"3150 N Lake Shore Dr Apt 25D Chicago, IL 60657",390000.0,2.0,2.0,1650.0,41.9390209,-87.638854
"1244 W Fullerton Ave Chicago, IL 60614",444000.0,2.0,1.5,1650.0,41.925562,-87.660188
"1335 W Altgeld St Apt 2D Chicago, IL 60614",445000.0,2.0,1.5,1650.0,41.926792,-87.662107
"165 N Canal St Apt 1313 Chicago, IL 60606",530000.0,2.0,2.0,1648.0,41.885073,-87.639392
"3400 N Lake Shore Dr Apt 5F Chicago, IL 60657",585000.0,2.0,2.0,1640.0,41.943606,-87.64133
"1601 W Altgeld St Apt 2C Chicago, IL 60614",426000.0,3.0,2.0,1630.0,41.926749,-87.66858
"936 Violet Dr Hanover Park, IL 60133",220000.0,3.0,3.5,1616.0,41.973761,-88.126269
"904 Violet Dr Hanover Park, IL 60133",263000.0,3.0,3.5,1616.0,41.973703,-88.125796
"1069 W 14th Pl Unit 323 Chicago, IL 60608",474000.0,3.0,2.0,1616.0,41.862272,-87.652923
"6336 N Rockwell St Apt 3 Chicago, IL 60659",200000.0,3.0,3.5,1600.0,41.996931,-87.695091
"609 W Stratford Pl Apt 6C Chicago, IL 60657",415000.0,3.0,2.5,1600.0,41.944817,-87.6448171
"1834 N Halsted St Apt C Chicago, IL 60614",515000.0,2.0,2.5,1600.0,41.914834,-87.648749
"1820 W Norwood St Apt A Chicago, IL 60660",289000.0,2.0,2.5,1600.0,41.992267,-87.676255
"3953 N Hermitage Ave # C Chicago, IL 60613",495000.0,2.0,2.5,1600.0,41.95394,-87.672315
"110 E Delaware Pl Apt 1204 Chicago, IL 60611",365000.0,2.0,2.5,1600.0,41.899393,-87.625666
"3543 N Bosworth Ave Apt D Chicago, IL 60657",580000.0,3.0,2.0,1600.0,41.946444,-87.66727
"1640 E 50th St Apt 13B Chicago, IL 60615",85000.0,3.0,2.0,1600.0,41.804637,-87.584839
"247 E Chestnut St Apt 1201 Chicago, IL 60611",430000.0,3.0,2.0,1600.0,41.8982108,-87.6199627
"1056 W Lawrence Ave Apt 2C Chicago, IL 60640",333000.0,2.0,2.0,1600.0,41.969288,-87.657051
"3925 Triumvera Dr Apt 8E Glenview, IL 60025",151000.0,2.0,2.0,1600.0,42.06831,-87.853922
"4250 N Mozart St # 3N Chicago, IL 60618",327000.0,2.0,2.0,1600.0,41.9591179,-87.69996599999999
"1640 E 50th St Apt 5A Chicago, IL 60615",64500.0,2.0,2.0,1600.0,41.804637,-87.584839
"11911 Windemere Ct Apt 104 Orland Park, IL 60467",208000.0,2.0,2.0,1600.0,41.630708,-87.908769
"11910 Windemere Ct Apt 404 Orland Park, IL 60467",211000.0,2.0,2.0,1600.0,41.6299802,-87.91020619999999
"77 E 16th St # 77-2 Chicago, IL 60616",410000.0,2.0,2.0,1600.0,41.859965,-87.624281
"2820 N Sheffield Ave Apt 4S Chicago, IL 60657",625000.0,2.0,2.0,1600.0,41.933311,-87.654231
"1237 W Farwell Ave Apt 2E Chicago, IL 60626",300000.0,2.0,2.0,1600.0,42.0064827,-87.6626982
"1840 W Diversey Pkwy Apt H Chicago, IL 60614",412500.0,2.0,2.0,1600.0,41.932371,-87.67428
"630 W Wrightwood Ave Side 1E Chicago, IL 60614",475000.0,2.0,2.0,1600.0,41.929704,-87.644165
"9240 Gross Point Rd Apt 205A Skokie, IL 60077",161000.0,2.0,2.0,1600.0,42.049489,-87.748112
"6743 S Pointe Dr Unit 2D Tinley Park, IL 60477",174000.0,2.0,2.0,1600.0,41.555745,-87.782754
"1813 S Clark St Apt 35 Chicago, IL 60616",430000.0,2.0,2.0,1600.0,41.85708839999999,-87.6297326
"3109 W Sunnyside Ave Apt 1 Chicago, IL 60625",285000.0,1.0,2.0,1600.0,41.962844,-87.706206
"1702 N Dayton St Apt 2 Chicago, IL 60614",685500.0,3.0,1.5,1600.0,41.91289,-87.649885
"1839 N Bissell St # 3 Chicago, IL 60614",437000.0,2.0,1.5,1600.0,41.9148917,-87.65174499999999
"5055 Madison St Skokie, IL 60077",245000.0,2.0,2.0,1597.0,42.0317879,-87.7542292
"5821 Chatsworth Ct Hanover Park, IL 60133",280000.0,3.0,2.0,1587.0,41.978452,-88.144524
"5240 Arlington Cir # C1 Hanover Park, IL 60133",249000.0,3.0,2.0,1587.0,41.9688051,-88.13773619999999
"2601 Central St Unit 501 Evanston, IL 60201",345000.0,2.0,2.0,1586.0,42.064736,-87.709382
"7201 N Lincoln Ave Apt 211 Lincolnwood, IL 60712",188000.0,2.0,2.0,1585.0,42.012217,-87.73906
"410 W Mahogany Ct Unit 409 Palatine, IL 60067",215000.0,2.0,2.0,1583.0,42.114647,-88.054079
"3944 N Claremont Ave Unit 408 Chicago, IL 60618",430000.0,3.0,2.0,1581.0,41.953441,-87.687843
"360 E Randolph St Apt 3604 Chicago, IL 60601",1375000.0,2.0,2.0,1580.0,41.884876,-87.617933
"8100 W Foster Ln Apt 303 Niles, IL 60714",220000.0,2.0,2.0,1570.0,42.052803,-87.829112
"1749 N Wells St Apt 813 Chicago, IL 60614",566000.0,2.0,2.5,1550.0,41.914211,-87.633923
"1749 N Wells St Apt 613 Chicago, IL 60614",547500.0,2.0,2.5,1550.0,41.914211,-87.633923
"990 N Lake Shore Dr Apt 10D Chicago, IL 60611",560000.0,2.0,2.0,1550.0,41.900308,-87.619441
"2449 W Logan Blvd Apt 3N Chicago, IL 60647",362500.0,2.0,2.0,1550.0,41.9279296,-87.68968009999999
"18428 Millennium Dr Tinley Park, IL 60477",181000.0,2.0,1.5,1550.0,41.55658,-87.785062
"407 N Elizabeth St Apt 202 Chicago, IL 60642",484000.0,2.0,1.5,1550.0,41.889259,-87.658618
"680 N Lake Shore Dr Apt 410 Chicago, IL 60611",390000.0,1.0,1.5,1548.0,41.894655,-87.616704
"901 Huntington Dr Elk Grove Village, IL 60007",265000.0,3.0,2.5,1546.0,42.002005,-88.029644
"16001 S 88th Ave Unit 403 Orland Park, IL 60462",158500.0,2.0,2.0,1545.0,41.600169,-87.832433
"1321 N Bosworth Ave Chicago, IL 60642",490000.0,2.0,2.0,1538.0,41.905799,-87.665914
"4707 N Kenmore Ave # 3-N Chicago, IL 60640",362500.0,2.0,2.0,1534.0,41.967545,-87.65583699999999
"5300 N Lincoln Ave Apt 2D Chicago, IL 60625",423500.0,3.0,2.0,1527.0,41.977657,-87.692816
"1524 S Sangamon St Unit 808-S Chicago, IL 60608",365000.0,3.0,2.0,1525.0,41.860832,-87.649813
"38 6th Ave Apt A3 La Grange, IL 60525",240000.0,2.0,1.5,1523.0,41.814884,-87.868682
"79 E 16th St Unit 3 Chicago, IL 60616",152000.0,2.0,2.0,1520.0,41.860008,-87.62419
"18245 66th Ct Apt 3A Tinley Park, IL 60477",158000.0,2.0,2.0,1520.0,41.559828,-87.778775
"4420 N Malden St Apt 2 Chicago, IL 60640",379500.0,3.0,2.0,1516.0,41.962349,-87.662735
"1235 S Prairie Ave Apt 504 Chicago, IL 60605",560000.0,2.0,2.0,1516.0,41.864189,-87.620857
"3041 S Michigan Ave Unit 504 Chicago, IL 60616",155000.0,3.0,2.5,1500.0,41.840243,-87.622578
"759 Scott Chicago, IL 60610",485000.0,3.0,2.5,1500.0,41.907237,-87.64766
"2217 N Oakley Ave Apt 1N Chicago, IL 60647",440000.0,2.0,2.5,1500.0,41.922436,-87.684566
"4736 N Lincoln Ave Apt 2S Chicago, IL 60625",516000.0,3.0,2.0,1500.0,41.96752679999999,-87.6880896
"1777 W Crystal Ln Unit 711 Mount Prospect, IL 60056",173000.0,3.0,2.0,1500.0,42.034067,-87.961134
"11221 S Kean Ave Palos Hills, IL 60465",166000.0,3.0,2.0,1500.0,41.686676,-87.845611
"1127 W Chestnut St Apt 1N Chicago, IL 60642",362500.0,2.0,2.0,1500.0,41.898091,-87.656309
"920 W Madison St Apt A6 Chicago, IL 60607",611500.0,2.0,2.0,1500.0,41.881963,-87.650347
"4890 N Ashland Ave Apt 2N Chicago, IL 60640",345000.0,2.0,2.0,1500.0,41.971468,-87.669976
"6933 N Kedzie Ave Apt 709 Chicago, IL 60645",131000.0,2.0,2.0,1500.0,42.007381,-87.708074
"505 Sheridan Rd Apt 3W Evanston, IL 60202",325000.0,2.0,2.0,1500.0,42.027536,-87.669778
"9386 Landings Ln Unit 206 Des Plaines, IL 60016",137000.0,2.0,2.0,1500.0,42.040825,-87.859588
"428 N Noble St Apt 3 Chicago, IL 60642",415000.0,2.0,2.0,1500.0,41.889731,-87.662521
"1610 W Fullerton Ave Unit 504 Chicago, IL 60614",450000.0,2.0,2.0,1500.0,41.925422,-87.668913
"4635 N Malden St Apt 3S Chicago, IL 60640",361000.0,2.0,2.0,1500.0,41.966318,-87.662069
"3561 W Lyndale St # 3W Chicago, IL 60647",340000.0,2.0,2.0,1500.0,41.9216999,-87.71607739999999
"1020 W Armitage Ave Apt 2A Chicago, IL 60614",790000.0,2.0,2.0,1500.0,41.918356,-87.654293
"1425 W Roscoe St Apt 3W Chicago, IL 60657",600000.0,2.0,2.0,1500.0,41.943146,-87.664918
"4315 N Kenmore Ave Apt 3N Chicago, IL 60613",370000.0,2.0,2.0,1500.0,41.960244,-87.655973
"1301 W Madison St Apt 501 Chicago, IL 60607",560000.0,2.0,2.0,1500.0,41.88124,-87.660296
"1127 W Chestnut St # 3-3-G Chicago, IL 60642",605000.0,2.0,2.0,1500.0,41.8982804,-87.6563989
"1717 W Newport Ave Apt 4 Chicago, IL 60657",457500.0,2.0,2.0,1500.0,41.9440257,-87.67204749999999
"1230 W Hood Ave # 2 Chicago, IL 60660",351500.0,2.0,2.0,1500.0,41.9938381,-87.6616225
"1255 N State Pkwy Apt 2E Chicago, IL 60610",499000.0,2.0,2.0,1500.0,41.9044,-87.62859
"312 N May St Apt 3F Chicago, IL 60607",500000.0,2.0,1.5,1500.0,41.887458,-87.655995
"1872 N Clybourn Ave Apt 112 Chicago, IL 60614",457000.0,2.0,1.5,1500.0,41.915025,-87.655973
"3445 N Elaine Pl Apt 2N Chicago, IL 60657",410000.0,3.0,1.0,1500.0,41.9449,-87.647375
"127 Washington Blvd Apt 2 Oak Park, IL 60302",122000.0,3.0,1.0,1500.0,41.881713,-87.779262
"8134 S Calumet Ave Chicago, IL 60619",102000.0,2.0,1.0,1500.0,41.746355,-87.616891
"2041 W Berwyn Ave # 3 Chicago, IL 60625",297500.0,2.0,1.0,1500.0,41.9775864,-87.6810923
"1476 Perry St Unit 302 Des Plaines, IL 60016",210000.0,2.0,2.0,1492.0,42.044071,-87.887389
"175 E Delaware Pl Apt 6910 Chicago, IL 60611",595000.0,2.0,2.0,1483.0,41.8989444,-87.6227945
"4616 W Waveland Ave Chicago, IL 60641",569750.0,3.0,2.5,1480.0,41.948221,-87.743207
"505 N Lake Shore Dr Apt 3708 Chicago, IL 60611",612000.0,2.0,2.0,1480.0,41.891511,-87.612291
"1610 E Andover Dr Hanover Park, IL 60133",218000.0,4.0,2.0,1476.0,41.980083,-88.143605
"3300 W Irving Park Rd Unit H2 Chicago, IL 60618",315000.0,3.0,2.0,1475.0,41.9541947,-87.710955
"5555 N Cumberland Ave Unit 703 Chicago, IL 60656",280000.0,2.0,2.0,1457.0,41.980736,-87.835572
"817 Hinman Ave Apt 2E Evanston, IL 60202",380000.0,1.0,1.5,1457.0,42.032849,-87.677059
"1440 S Michigan Ave Apt 418 Chicago, IL 60605",457000.0,3.0,2.5,1450.0,41.863119,-87.624532
"3427 Vollmer Rd Unit 204 Flossmoor, IL 60422",145000.0,3.0,2.0,1450.0,41.529115,-87.699981
"4250 N Marine Dr Apt 1436 Chicago, IL 60613",330000.0,2.0,2.0,1450.0,41.960138,-87.647691
"505 N Lake Shore Dr Apt 3912 Chicago, IL 60611",610000.0,2.0,2.0,1450.0,41.891511,-87.612291
"4150 N Sheridan Rd Chicago, IL 60613",400000.0,2.0,2.0,1450.0,41.95813,-87.655214
"2900 W Irving Park Rd Apt 404 Chicago, IL 60618",331000.0,2.0,2.0,1450.0,41.9542768,-87.7010323
"633 S Plymouth Ct Apt 302 Chicago, IL 60605",319000.0,1.0,1.5,1450.0,41.874188,-87.628498
"333 W Hubbard St Apt 912 Chicago, IL 60654",485000.0,2.0,2.0,1448.0,41.8897797,-87.6361052
"1501 S Indiana Ave Unit O Chicago, IL 60605",509000.0,2.0,2.5,1447.0,41.861754,-87.621585
"21 E Huron St Apt 1003 Chicago, IL 60611",705000.0,2.0,2.0,1446.0,41.89449,-87.62713
"203 S Sangamon St Apt 308 Chicago, IL 60607",555000.0,2.0,2.0,1445.0,41.87874,-87.650258
"1033 E 46th St Apt 302 Chicago, IL 60653",242500.0,2.0,2.0,1440.0,41.81081,-87.600407
"4005 N Kenmore Ave Apt 3 Chicago, IL 60613",324000.0,2.0,1.5,1440.0,41.9554781,-87.6564135
"833 W Belle Plaine Ave Apt 2 Chicago, IL 60613",415000.0,3.0,2.0,1438.0,41.957045,-87.65098
"2235 N Lister Ave Apt 202 Chicago, IL 60614",413000.0,3.0,2.0,1435.0,41.922297,-87.674761
"175 E Delaware Pl Apt 6906 Chicago, IL 60611",580000.0,2.0,2.0,1408.0,41.898944,-87.622794
"6245 W 90th Pl Oak Lawn, IL 60453",300000.0,3.0,1.5,1407.0,41.727547,-87.77758229999999
"330 W Diversey Pkwy Apt 502 Chicago, IL 60657",367500.0,3.0,2.0,1403.0,41.933328,-87.63862
"182 W Lake St Apt 2206 Chicago, IL 60601",412000.0,2.0,2.0,1403.0,41.8860246,-87.63372559999999
"1801 S Michigan Ave Unit 206 Chicago, IL 60616",450000.0,2.0,2.5,1400.0,41.857641,-87.62347
"1500 N La Salle Dr Apt 1D Chicago, IL 60610",467500.0,3.0,2.0,1400.0,41.9103,-87.633224
"950 E Wilmette Rd # AV409 Palatine, IL 60074",156000.0,3.0,2.0,1400.0,42.10389199999999,-88.02048669999999
"1547 W Farwell Ave Chicago, IL 60626",246000.0,3.0,2.0,1400.0,42.006341,-87.66974
"7043 W 74th Pl Chicago, IL 60638",370000.0,3.0,2.0,1400.0,41.756103,-87.797167
"1500 N La Salle Dr Apt 1B Chicago, IL 60610",420000.0,2.0,2.0,1400.0,41.909379,-87.633409
"2840 W Hollywood Ave Apt 1W Chicago, IL 60659",226000.0,2.0,2.0,1400.0,41.985089,-87.700785
"1212 N Wells St Apt 1305 Chicago, IL 60610",477500.0,2.0,2.0,1400.0,41.904327,-87.635162
"1526 W Chicago Ave Apt 2 Chicago, IL 60642",430000.0,2.0,2.0,1400.0,41.8963542,-87.6659952
"1326 W Belmont Ave # 2 Chicago, IL 60657",435000.0,2.0,2.0,1400.0,41.9399843,-87.66231289999999
"11 N Green St Unit 2C Chicago, IL 60607",560000.0,2.0,2.0,1400.0,41.882225,-87.6482
"701 W Jackson Blvd Apt 304 Chicago, IL 60661",470500.0,2.0,2.0,1400.0,41.877721,-87.644324
"2135 N Southport Ave Apt 102 Chicago, IL 60614",349000.0,2.0,2.0,1400.0,41.921048,-87.662853
"7801 Niles Center Rd Apt 101 Skokie, IL 60077",160000.0,2.0,2.0,1400.0,42.023056,-87.756969
"2119 N Damen Ave Apt 3 Chicago, IL 60647",490000.0,2.0,2.0,1400.0,41.920231,-87.677358
"1144 W Diversey Pkwy Apt 4 Chicago, IL 60614",527000.0,2.0,2.0,1400.0,41.932834,-87.657662
"1 Renaissance Pl Unit 1100 Palatine, IL 60067",137000.0,2.0,2.0,1400.0,42.123574,-88.038207
"4250 N Marine Dr Apt 2315 Chicago, IL 60613",300000.0,2.0,2.0,1400.0,41.960138,-87.647691
"1250 N Dearborn St Apt 12A Chicago, IL 60610",465000.0,2.0,2.0,1400.0,41.905413,-87.630445
"3758 N Fremont St # 2 Chicago, IL 60613",440000.0,2.0,2.0,1400.0,41.9507745,-87.6523589
"651 W Buckingham Pl # 2E Chicago, IL 60657",394000.0,2.0,1.5,1400.0,41.94249500000001,-87.646484
"5823 N Ravenswood Ave Apt 101 Chicago, IL 60660",310000.0,2.0,1.5,1400.0,41.987777,-87.67422
"1831 N Fremont St # 2F Chicago, IL 60614",3495000.0,2.0,1.5,1400.0,41.9148104,-87.6506081
"1000 W Washington Blvd Unit 517 Chicago, IL 60607",10250000.0,1.0,1.5,1400.0,41.88379399999999,-87.6527085
"1640 E 50th St Apt 22A Chicago, IL 60615",135000.0,1.0,1.5,1400.0,41.804637,-87.584839
"606 W Aldine Ave Apt 3E Chicago, IL 60657",450000.0,2.0,1.0,1400.0,41.942124,-87.644859
"312 Wisconsin Ave # 3S Oak Park, IL 60302",279500.0,2.0,1.0,1400.0,41.8826756,-87.80203759999999
"411 S Sangamon St # 52 Chicago, IL 60607",400000.0,2.0,1.0,1400.0,41.876276,-87.65037099999999
"1060 Shermer Rd Apt 28 Northbrook, IL 60062",281000.0,2.0,1.5,1396.0,42.1342884,-87.8204933
"2800 N Lake Shore Dr Apt 2116 Chicago, IL 60657",550000.0,2.0,2.0,1394.0,41.933244,-87.637119
"3634 N Fremont St Apt 4 Chicago, IL 60613",505000.0,2.0,2.0,1394.0,41.948317,-87.652303
"16001 S 88th Ave Unit 204 Orland Park, IL 60462",145000.0,2.0,2.0,1392.0,41.600162,-87.832435
"850 N Dewitt Pl Apt 12A Chicago, IL 60611",332000.0,2.0,2.0,1385.0,41.8982232,-87.62075899999999
"2146 W Madison St # 2 Chicago, IL 60612",242500.0,3.0,2.0,1380.0,41.8815237,-87.68097680000001
"1350 W Fullerton Ave Apt 414 Chicago, IL 60614",435000.0,2.0,2.0,1380.0,41.925458,-87.66241
"3631 N Halsted St Apt 208 Chicago, IL 60613",475000.0,2.0,2.0,1380.0,41.948288,-87.64902
"520 W Huron St Apt 120 Chicago, IL 60654",467000.0,2.0,2.0,1380.0,41.89509,-87.642251
"124 W Polk St Apt 702 Chicago, IL 60605",240000.0,2.0,1.0,1375.0,41.8723664,-87.6313543
"660 McHenry Rd Apt 105 Wheeling, IL 60090",185000.0,2.0,2.0,1372.0,42.145818,-87.942792
"7059 N Damen Ave # G Chicago, IL 60645",177500.0,2.0,1.0,1367.0,42.0104263,-87.6799982
"1802 Maple Ave Northbrook, IL 60062",349500.0,3.0,1.0,1365.0,42.125797,-87.824523
"1433 Perry St Apt 302 Des Plaines, IL 60016",200000.0,2.0,2.0,1360.0,42.043518,-87.888477
"218 S Laflin St Apt 101 Chicago, IL 60607",430000.0,2.0,1.5,1360.0,41.878653,-87.664483
"780 S Federal St Apt 208 Chicago, IL 60605",315000.0,2.0,2.0,1354.0,41.873061,-87.629898
"1640 Maple Ave Apt 1205 Evanston, IL 60201",405000.0,2.0,2.0,1353.0,42.048064,-87.68578
"1515 E 69th St Apt 3E Chicago, IL 60637",135000.0,3.0,2.0,1350.0,41.769419,-87.587347
"200 W Grand Ave Apt 1101 Chicago, IL 60654",485000.0,3.0,2.0,1350.0,41.89189,-87.634426
"4814 N Damen Ave Apt 309 Chicago, IL 60625",391500.0,2.0,2.0,1350.0,41.968973,-87.679554
"4911 N Lincoln Ave # 1 Chicago, IL 60625",317000.0,2.0,2.0,1350.0,41.9713004,-87.68991109999999
"1350 W Fullerton Ave # P-31 Chicago, IL 60614",612750.0,2.0,2.0,1350.0,41.9254577,-87.6621974
"4814 N Damen Ave Apt 409 Chicago, IL 60625",392000.0,2.0,2.0,1350.0,41.968973,-87.679554
"1729 N Clybourn Ave Ste 2G Chicago, IL 60614",382000.0,2.0,2.0,1350.0,41.912688,-87.651546
"2147 W Rice St Apt 2E Chicago, IL 60622",419000.0,2.0,2.0,1350.0,41.896496,-87.681333
"1440 N Lake Shore Dr Apt 29E Chicago, IL 60610",580000.0,2.0,2.0,1350.0,41.909005,-87.626579
"680 N Green St Apt 311 Chicago, IL 60642",365000.0,2.0,2.0,1350.0,41.894274,-87.649253
"2031 W Evergreen Ave Apt 3W Chicago, IL 60622",429000.0,2.0,2.0,1350.0,41.905702,-87.678585
"7305 W 61st Pl Summit, IL 60501",156000.0,3.0,1.0,1350.0,41.779703,-87.803881
"8809 W Golf Rd Apt 3H Niles, IL 60714",135000.0,1.0,1.0,1350.0,42.053039,-87.84611
"1212 N Wells St Apt 801 Chicago, IL 60610",485000.0,2.0,2.0,1341.0,41.904327,-87.635162
