latitude,longitude,Address,List_Price,beds,baths,sq_ft
41.580243,-87.871788,"10401 Great Egret Dr Orland Park, IL 60467","$604,900 ",7.0,5.0,"4,386"
41.6691659,-87.7758807,"12231 S Dogwood Ln # G1 Palos Heights, IL 60463","$224,900 ",2.0,2.5,"1,800"
41.630611,-87.663652,"14240 Lincoln Ave Dixmoor, IL 60426","$22,500 ",4.0,1.5,775
41.998523,-88.008826,"200 Wellington Ave Elk Grove Village, IL 60007","$349,900 ",4.0,2.0,"1,877"
42.103815,-88.121381,"4429 Huntington Blvd Hoffman Estates, IL 60192","$289,000 ",3.0,2.0,"1,555"
42.12677100000001,-87.81484499999998,"1419 Waukegan Rd Northbrook, IL 60062","$790,000 ",3.0,2.5,"2,952"
41.568391,-87.87263100000001,"10433 Venice Ln Orland Park, IL 60467","$475,000 ",4.0,2.5,"2,631"
41.596217,-87.857161,"16146 Hillcrest Cir Orland Park, IL 60467","$272,500 ",2.0,2.5,"1,541"
42.149897,-88.060675,"705 W Center Rd Palatine, IL 60074","$649,999 ",6.0,5.0,"4,010"
42.134479,-87.949325,"1411 Marcy Ln Wheeling, IL 60090","$300,000 ",4.0,2.0,"1,638"
42.11627100000001,-88.04953499999998,"330 N Carter St Unit 203 Palatine, IL 60067","$119,000 ",2.0,1.0,800
42.108168,-87.92950400000002,"699 Glendale Dr Prospect Heights, IL 60070","$424,000 ",3.0,2.5,"2,194"
41.859469,-87.620395,"1629 S Prairie Ave Unit 910 Chicago, IL 60616","$315,000 ",1.0,1.0,900
41.985198,-88.140905,"1473 Fremont Dr Hanover Park, IL 60133","$99,900 ",2.0,1.0,"1,000"
42.01569,-87.825106,"318 Wisner St Park Ridge, IL 60068","$575,000 ",3.0,3.5,3.5
41.997264,-87.827453,"1117 S Vine Ave Park Ridge, IL 60068","$549,900 ",3.0,2.5,"3,000"
41.996091,-87.672353,"6316 N Paulina St Apt 2D Chicago, IL 60660","$119,900 ",1.0,1.0,1
41.473097,-87.747411,"22967 Westwind Dr Richton Park, IL 60471","$139,000 ",3.0,2.5,"1,455"
41.712119,-87.704402,"9940 S Spaulding Ave Evergreen Park, IL 60805","$180,000 ",4.0,2.0,"1,516"
41.56869,-87.529248,"17949 Wentworth Ave Lansing, IL 60438","$149,900 ",3.0,1.0,"1,276"
41.976161,-87.691923,"2472 W Foster Ave Apt 403 Chicago, IL 60625","$349,000 ",2.0,2.0,2
41.723893,-87.77431700000002,"9224 Moody Ave Oak Lawn, IL 60453","$295,000 ",3.0,2.0,"1,700"
42.026261,-87.682019,"445 Sherman Ave Apt 301 Evanston, IL 60202","$219,000 ",3.0,2.0,"1,200"
41.560672,-87.640623,"18206 Hart Dr Apt 2B Homewood, IL 60430","$59,900 ",2.0,1.0,1
41.590485,-87.780433,"6607 165th Pl Tinley Park, IL 60477","$179,900 ",3.0,1.5,"1,131"
42.093544,-87.896812,"1415 N Burning Bush Ln Mount Prospect, IL 60056","$350,000 ",4.0,2.0,"1,346"
41.62818400000001,-87.627752,"14650 Parkside Dr Dolton, IL 60419","$149,900 ",4.0,2.0,"1,700"
42.032991,-87.800031,"8340 N Newland Ave Niles, IL 60714","$428,500 ",3.0,2.5,"1,748"
42.025806,-87.797735,"7979 N Nordica Ave Niles, IL 60714","$242,000 ",3.0,1.5,"1,333"
41.482307,-87.72417800000002,"22428 Tyler Dr Richton Park, IL 60471","$132,500 ",3.0,2.5,750
41.489218,-87.70186700000002,"193 Washington St Park Forest, IL 60466","$76,000 ",4.0,2.0,"1,650"
41.504969,-87.661872,"444 W 14th Pl Chicago Heights, IL 60411","$75,000 ",2.0,1.0,"1,006"
42.013845,-87.907106,"2141 Elmira Ave Des Plaines, IL 60018","$299,000 ",3.0,2.0,"1,300"
41.741218,-87.708477,"3435 W 83rd Pl Chicago, IL 60652","$129,900 ",4.0,1.5,"1,010"
41.637861,-87.921311,"13820 S Lady Bar Ln Orland Park, IL 60467","$319,900 ",4.0,2.5,"3,308"
41.558268,-87.837866,"9021 Mansfield Dr Tinley Park, IL 60487","$219,999 ",3.0,2.5,"1,623"
41.620227,-87.73430400000002,"14945 Kilpatrick Ave Midlothian, IL 60445","$179,900 ",3.0,2.0,"1,167"
41.893407,-87.678037,"2024 W Erie St Chicago, IL 60612","$1,425,000 ",5.0,3.5,3.5
41.806868,-87.74838100000002,"4720 S Lavergne Ave Chicago, IL 60638","$219,900 ",4.0,2.0,912
41.940386,-87.665879,"1453 W Melrose St Chicago, IL 60657","$819,000 ",4.0,3.0,"2,700"
41.934577,-87.73899399999998,"2937 N Kilbourn Ave Chicago, IL 60641","$499,900 ",6.0,3.5,3.5
41.861893,-87.655496,"1110 W 15th St Unit 412 Chicago, IL 60608","$344,999 ",2.0,2.0,"1,217"
42.128125,-87.953109,"1426 Chippewa Trl Wheeling, IL 60090","$289,900 ",4.0,2.0,"1,800"
42.000872,-88.08534399999998,"1416 Lincoln St Schaumburg, IL 60193","$400,000 ",4.0,2.5,"2,276"
42.086993,-87.978875,"411 N Pine Ave Arlington Heights, IL 60004","$974,900 ",5.0,4.5,"3,200"
41.718785,-87.73745100000002,"9534 S Knox Ave Oak Lawn, IL 60453","$159,900 ",2.0,1.0,"1,354"
41.681229,-87.698657,"11640 S Harry J Rogowski Dr Merrionette Park, IL 60803","$128,900 ",2.0,1.0,986
41.860337,-87.802356,"1429 Maple Ave Berwyn, IL 60402","$230,000 ",2.0,1.0,1
41.595324,-87.841954,"16249 92nd Ave Orland Hills, IL 60487","$164,900 ",3.0,1.0,"1,000"
41.841618,-87.826355,"8124 W 27th St North Riverside, IL 60546","$199,999 ",5.0,2.0,"2,118"
41.9933,-88.147789,"6680 Peach Tree St Hanover Park, IL 60133","$269,999 ",5.0,2.0,"2,500"
42.08454,-87.819291,"1643 Constitution Dr Glenview, IL 60026","$975,000 ",5.0,3.5,"2,700"
42.00946,-87.731889,"7045 N Kedvale Ave Lincolnwood, IL 60712","$450,000 ",3.0,2.5,2.5
42.082058,-88.078753,"1406 W Rue Paris Pl Inverness, IL 60067","$549,900 ",2.0,2.5,"2,247"
42.023733,-88.088645,"321 Bittersweet Ct Schaumburg, IL 60193","$439,000 ",4.0,2.5,"2,464"
42.116215,-87.937312,"916 N Elmhurst Rd Prospect Heights, IL 60070","$345,000 ",3.0,3.0,"1,850"
41.915873,-87.811237,"1950 N 74th Ave Elmwood Park, IL 60707","$399,000 ",3.0,2.0,"1,723"
42.134426,-88.020554,"1485 N Winslowe Dr Apt 104 Palatine, IL 60074","$126,900 ",3.0,2.0,"1,250"
42.086116,-87.92258299999997,"1120 N Greenfield Ln Mount Prospect, IL 60056","$350,000 ",5.0,3.0,"2,798"
42.010537,-87.663064,"1362 W Greenleaf Ave Apt 2A Chicago, IL 60626","$175,000 ",2.0,1.0,1
41.9385059,-87.64856600000002,"749 W California Ter # 1 Chicago, IL 60657","$370,000 ",3.0,2.0,"1,800"
42.107087,-88.020663,"922 E Krista Ct Palatine, IL 60074","$474,900 ",5.0,2.5,"3,079"
42.04714999999999,-87.98633799999999,"2110 S Crambourne Way # 5-JUN Arlington Heights, IL 60005","$289,900 ",2.0,3.0,"2,025"
42.123947,-88.07523,"593 Scots Ct Inverness, IL 60067","$599,900 ",6.0,4.0,"4,174"
42.11993,-87.756922,"560 Drexel Ave Glencoe, IL 60022","$438,000 ",3.0,2.0,"1,500"
41.708219,-87.752736,"10120 S 53rd Ave Oak Lawn, IL 60453","$244,900 ",4.0,2.0,"2,000"
41.731994,-87.635284,"8918 S Eggleston Ave Chicago, IL 60620","$137,500 ",5.0,2.0,"1,600"
42.095781,-87.972875,"1102 N Beverly Ln Arlington Heights, IL 60004","$439,000 ",4.0,4.0,"2,084"
42.095807,-87.973155,"800 E Oakton St Arlington Heights, IL 60004","$325,900 ",4.0,2.5,"1,367"
41.961286,-87.784741,"4434 N Mobile Ave Chicago, IL 60630","$324,900 ",4.0,2.0,"1,638"
41.854001,-87.89957700000002,"1636 Boeger Ave Westchester, IL 60154","$231,000 ",2.0,2.0,992
41.811948,-87.89187700000002,"4244 Linden Ave Western Springs, IL 60558","$425,000 ",4.0,1.5,"1,200"
41.799573,-87.73034,"5133 S Kildare Ave Chicago, IL 60632","$249,900 ",3.0,2.0,"1,800"
41.962888,-87.66018299999998,"4438 N Racine Ave Apt F Chicago, IL 60640","$369,900 ",2.0,2.5,"2,000"
41.862281,-87.789642,"1331 Clarence Ave Berwyn, IL 60402","$299,900 ",4.0,2.0,"1,400"
41.621022,-87.553239,"524 Escanaba Ave Calumet City, IL 60409","$89,900 ",3.0,2.0,"1,312"
42.060253,-88.131961,"1961 Cheltenham Pl Hoffman Estates, IL 60169","$164,900 ",3.0,1.5,"1,380"
41.625466,-87.54241,"390 Mackinaw Ave Calumet City, IL 60409","$118,800 ",3.0,2.0,"1,625"
41.940381,-87.811198,"3321 N Oketo Ave Chicago, IL 60634","$259,000 ",3.0,1.5,"1,118"
41.708706,-87.615891,"10211 S Forest Ave Chicago, IL 60628","$194,500 ",5.0,3.0,"1,800"
42.026719,-88.049644,"101 Bar Harbour Rd Unit 3D Schaumburg, IL 60193","$170,000 ",3.0,2.0,"1,300"
42.111086,-87.947361,"1920 N Silver Lake Rd Arlington Heights, IL 60004","$245,900 ",2.0,1.5,1.5
41.994383,-87.654658,"6171 N Sheridan Rd Apt 2803 Chicago, IL 60660","$130,000 ",1.0,1.0,850
41.867275,-87.874418,"824 Portsmouth Ave Westchester, IL 60154","$169,900 ",3.0,1.0,800
41.72264000000001,-87.680044,"9400 S Oakley Ave Chicago, IL 60643","$299,000 ",3.0,1.5,"2,328"
41.700514,-87.66550600000002,"1722 W 106th Pl Chicago, IL 60643","$179,000 ",3.0,1.0,"1,236"
41.880894,-87.840997,"717 S 7th Ave Maywood, IL 60153","$149,900 ",4.0,2.0,"1,926"
41.60809,-87.762265,"5814 Essex Rd Oak Forest, IL 60452","$160,000 ",3.0,2.0,"1,243"
42.042388,-87.744275,"8857 Kilpatrick Ave Skokie, IL 60076","$549,900 ",3.0,2.0,"2,493"
41.999215,-88.159818,"2216 Sycamore Ave Hanover Park, IL 60133","$213,900 ",3.0,2.0,"1,600"
41.89848,-87.787796,"704 Fair Oaks Ave Oak Park, IL 60302","$850,000 ",5.0,3.5,"2,769"
41.549388,-87.642872,"1055 187th St Homewood, IL 60430","$199,900 ",4.0,2.5,"2,500"
41.69815300000001,-87.706864,"10719 S Trumbull Ave Chicago, IL 60655","$257,000 ",3.0,2.0,2
42.1362868,-88.02974019999999,"542 E Thornhill Ln # 542 Palatine, IL 60074","$229,000 ",2.0,1.0,"1,500"
42.030301,-87.897076,"1088 Van Buren Ave Des Plaines, IL 60018","$289,900 ",3.0,2.0,"1,217"
42.09323300000001,-87.94853,"908 Persimmon Ln Apt C Mount Prospect, IL 60056","$249,900 ",3.0,2.0,"1,750"
41.539105,-87.689358,"3003 Balmoral Cres Flossmoor, IL 60422","$259,990 ",4.0,2.5,"2,300"
41.956318,-87.74218499999998,"4132 N Kolmar Ave Chicago, IL 60641","$299,500 ",3.0,2.0,"1,750"
42.053221,-87.802317,"7027 Foster St Morton Grove, IL 60053","$330,000 ",4.0,2.0,"1,250"
41.956178,-87.71508299999998,"4115 N Saint Louis Ave Chicago, IL 60618","$679,000 ",4.0,3.5,"3,600"
41.862105,-87.62763199999998,"20 W 15th St Unit C Chicago, IL 60605","$505,000 ",3.0,2.0,"1,482"
41.90858,-87.65122,"860 W Blackhawk St Unit 1607 Chicago, IL 60642","$675,000 ",2.0,2.0,"1,416"
41.9419814,-87.8102377,"3415 N Odell Ave # 1 Chicago, IL 60634","$499,000 ",4.0,4.0,"2,424"
41.628425,-87.72234300000002,"14523 Keeler Ave Midlothian, IL 60445","$179,500 ",4.0,1.5,"1,800"
41.747525,-87.65522299999998,"8036 S Elizabeth St Chicago, IL 60620","$160,000 ",4.0,2.0,"3,043"
41.591933,-87.80267099999998,"7534 165th St Tinley Park, IL 60477","$210,000 ",4.0,2.0,"2,000"
41.567033,-87.545051,"18045 Ridgewood Ave Lansing, IL 60438","$129,990 ",4.0,2.0,"1,200"
41.882782,-87.66068,"1327 W Washington Blvd Apt 3A Chicago, IL 60607","$690,000 ",2.0,2.0,"2,050"
41.708737,-87.675719,"10144 S Hoyne Ave Chicago, IL 60643","$939,000 ",4.0,3.5,"3,400"
41.941989,-87.68534,"3321 N Oakley Ave Chicago, IL 60618","$1,650,000 ",6.0,4.5,"4,300"
41.694881,-87.81767099999998,"10825 Kathleen Ct Apt A Palos Hills, IL 60465","$179,999 ",2.0,2.0,"1,200"
42.106856,-88.00485400000002,"321 S Lancelot Ln Palatine, IL 60074","$249,900 ",3.0,2.5,"1,807"
41.570394,-87.834828,"17557 Mulberry Ave Tinley Park, IL 60487","$299,000 ",4.0,3.0,"1,338"
41.683132,-87.672179,"11549 S Hale Ave Chicago, IL 60643","$279,900 ",5.0,3.0,"1,225"
41.53931400000001,-87.649939,"19200 Riegel Rd Homewood, IL 60430","$275,000 ",4.0,2.5,"4,671"
41.638621,-87.81803199999997,"8137 Elizabeth Ave Orland Park, IL 60462","$349,900 ",3.0,3.0,"1,800"
41.840243,-87.622578,"2941 S Michigan Ave Apt 103 Chicago, IL 60616","$80,000 ",1.0,1.0,900
41.721184,-87.554229,"2858 E 96th St Chicago, IL 60617","$209,900 ",5.0,2.5,"1,922"
41.48069,-87.554108,"22524 Plum Creek Dr Sauk Village, IL 60411","$150,000 ",3.0,1.5,"2,262"
41.95542800000001,-87.650098,"4026 N Clarendon Ave Apt 3N Chicago, IL 60613","$369,000 ",2.0,2.0,"1,400"
41.825898,-87.856092,"9346 Lincoln Ave Brookfield, IL 60513","$244,900 ",3.0,1.0,"1,249"
42.033106,-87.780676,"6115 Mayfair St Morton Grove, IL 60053","$309,900 ",3.0,2.5,"1,600"
41.56769600000001,-87.804277,"7751 Bristol Park Dr Unit 4NE Tinley Park, IL 60477","$167,900 ",2.0,2.0,"1,500"
41.622249,-87.878929,"14712 Golf Rd Orland Park, IL 60462","$350,000 ",3.0,2.5,2.5
41.627353,-87.906304,"14412 Lakewood Ln Orland Park, IL 60467","$374,000 ",4.0,2.5,"1,910"
42.08198400000001,-87.981109,"77 S Evergreen Ave Unit 408 Arlington Heights, IL 60005","$265,000 ",2.0,2.0,"1,235"
42.109727,-88.06196700000002,"10 S Walnut St Palatine, IL 60067","$315,000 ",3.0,2.0,"1,092"
41.923959,-87.68396,"2229 W Medill Ave Chicago, IL 60647","$975,000 ",4.0,3.5,"2,024"
42.034151,-87.745106,"8424 Kilpatrick Ave Skokie, IL 60076","$349,888 ",5.0,3.0,3
42.1157333,-87.9296791,"510 Bridle Trl # 4 Wheeling, IL 60090","$230,000 ",2.0,2.0,2
41.806982,-87.813356,"7709 46th St Lyons, IL 60534","$214,900 ",4.0,1.0,"1,000"
41.722586,-87.905443,"129 Santa Fe Ln Willow Springs, IL 60480","$329,000 ",2.0,3.5,"1,947"
41.693643,-87.727451,"4239 Kathleen Ln Oak Lawn, IL 60453","$234,900 ",3.0,2.0,"1,390"
42.043254,-87.88386700000002,"555 S River Rd Apt 502 Des Plaines, IL 60016","$289,900 ",3.0,2.5,"1,607"
42.053554,-88.095383,"1470 Dennison Rd Hoffman Estates, IL 60169","$289,900 ",4.0,2.0,"1,940"
42.005356,-87.830929,"421 Courtland Ave Park Ridge, IL 60068","$597,000 ",4.0,4.5,"3,275"
41.908452,-87.714821,"3510 W Le Moyne St Chicago, IL 60651","$499,900 ",3.0,3.5,3.5
41.997165,-88.120166,"1620 Grove Ave Unit B Schaumburg, IL 60193","$169,000 ",2.0,2.0,2
42.089988,-88.08805799999998,"745 Quail Run Inverness, IL 60067","$679,000 ",5.0,5.5,"4,664"
41.693336,-87.534423,"11106 S Avenue J Chicago, IL 60617","$219,900 ",4.0,2.5,2.5
42.10033,-88.075101,"540 S Brighton Ln Palatine, IL 60067","$439,900 ",4.0,2.0,"2,472"
41.72108400000001,-87.838511,"8819 W 93rd St Hickory Hills, IL 60457","$260,000 ",3.0,2.0,"1,500"
41.74234000000001,-87.670876,"8320 S Wolcott Ave Chicago, IL 60620","$79,900 ",3.0,1.5,"1,461"
42.046158,-87.895235,"370 S Western Ave Apt 506 Des Plaines, IL 60016","$245,000 ",2.0,2.0,"1,571"
41.686019,-87.795636,"7121 W 113th St Worth, IL 60482","$289,000 ",5.0,3.0,"1,323"
41.684366,-87.78258199999998,"11410 S Neenah Ave Worth, IL 60482","$205,000 ",4.0,2.0,"1,404"
41.929748,-87.82057900000002,"7739 W Sunset Dr Elmwood Park, IL 60707","$309,900 ",4.0,2.0,"2,000"
42.00224,-87.762842,"6669 N Ionia Ave Chicago, IL 60646","$523,900 ",3.0,2.0,"1,852"
41.99411,-87.734092,"6210 N Keeler Ave Chicago, IL 60646","$475,000 ",3.0,1.5,"1,751"
41.986341,-87.745143,"5834 N Kingsdale Ave Chicago, IL 60646","$599,000 ",3.0,3.5,"2,000"
41.949586,-87.645865,"3660 N Lake Shore Dr Apt 1703 Chicago, IL 60613","$269,000 ",1.0,1.0,1
41.95032,-87.64454599999998,"3660 N Lake Shore Dr Apt 2707 Chicago, IL 60613","$299,900 ",1.0,1.0,1
41.949841,-87.645763,"3660 N Lake Shore Dr Apt 3408 Chicago, IL 60613","$269,900 ",1.0,1.0,1
41.979076,-87.65545999999998,"5320 N Sheridan Rd Apt 2307 Chicago, IL 60640","$169,500 ",1.0,1.0,760
41.93600000000001,-87.69840400000002,"2814 W Wellington Ave Chicago, IL 60618","$649,900 ",4.0,3.5,3.5
41.883803,-87.652673,"1000 W Washington Blvd Unit 338 Chicago, IL 60607","$1,099,000 ",2.0,2.0,"2,100"
42.007247,-87.855815,"300 S Dee Rd Apt 2C Park Ridge, IL 60068","$220,000 ",2.0,2.0,"1,400"
41.886551,-87.621576,"222 N Columbus Dr Apt 4001 Chicago, IL 60601","$355,000 ",1.0,1.0,835
42.043904,-87.756417,"8941 Laramie Ave Skokie, IL 60077","$319,000 ",3.0,2.0,2
42.06387700000001,-87.699955,"2537 Prairie Ave Apt 2E Evanston, IL 60201","$155,000 ",1.0,1.0,1
42.066149,-87.727779,"3434 Park Pl Evanston, IL 60201","$685,000 ",4.0,3.0,3
42.137862,-88.044678,"1454 N King George Ct Palatine, IL 60067","$221,400 ",3.0,2.0,"1,900"
41.646932,-87.95869,"13209 Red Dr Lemont, IL 60439","$439,900 ",4.0,3.0,"3,049"
42.047222,-87.85739000000002,"9226 Aspen Dr Des Plaines, IL 60016","$259,500 ",3.0,2.0,2
41.856068,-87.678839,"2108 W 19th St Chicago, IL 60608","$325,000 ",3.0,2.0,"1,800"
41.836838,-87.86743299999998,"1214 Homestead Rd La Grange Park, IL 60526","$324,900 ",3.0,2.0,"1,091"
41.560211,-87.645576,"18127 Center Ave Homewood, IL 60430","$139,900 ",4.0,2.0,"1,759"
41.648393,-87.825234,"8400 Paloma Dr Orland Park, IL 60462","$239,900 ",3.0,2.0,"2,000"
41.622868,-87.605891,"632 E Sibley Blvd Dolton, IL 60419","$99,900 ",3.0,2.0,"1,200"
41.711986,-87.680933,"9958 S Claremont Ave Chicago, IL 60643","$309,900 ",3.0,2.5,"1,760"
41.521881,-87.660111,"512 Wood St Chicago Heights, IL 60411","$149,900 ",3.0,1.5,"1,242"
41.52483400000001,-87.673932,"30 Graymoor Ln Olympia Fields, IL 60461","$350,000 ",5.0,3.5,"2,682"
41.8292623,-87.6202218,"3561 S Prairie Ave # 2 Chicago, IL 60653","$495,000 ",5.0,4.5,"3,200"
42.041866,-87.698015,"1316 Darrow Ave Evanston, IL 60201","$674,900 ",5.0,3.5,"3,300"
41.92531500000001,-87.64123000000002,"2349 N Cleveland Ave Apt 2S Chicago, IL 60614","$349,999 ",2.0,1.0,1
41.800157,-87.586127,"5230 S Cornell Ave Apt J Chicago, IL 60615","$524,900 ",4.0,3.5,3.5
41.944579,-87.777955,"6037 W Eddy St Chicago, IL 60634","$299,999 ",6.0,3.0,"2,024"
42.062818,-88.005624,"1116 S New Wilke Rd Apt 107 Arlington Heights, IL 60005","$154,900 ",2.0,2.0,2
41.9411447,-87.6574772,"3243 N Clifton Ave # 1 Chicago, IL 60657","$660,000 ",3.0,2.5,2.5
41.941012,-87.649898,"3232 N Halsted St Apt D810 Chicago, IL 60657","$299,999 ",1.0,1.0,1
41.934676,-87.641194,"448 W Surf St # 3A Chicago, IL 60657","$310,000 ",2.0,1.0,1
41.963909,-87.744295,"4544 N Knox Ave Chicago, IL 60630","$625,000 ",4.0,4.0,"4,200"
41.535638,-87.587132,"1013 E 194th St Apt 202 Glenwood, IL 60425","$48,000 ",2.0,1.0,1
42.145563,-88.02355,"838 E Holly Way Palatine, IL 60074","$299,000 ",3.0,2.5,"2,100"
41.595881,-87.85553,"16159 Hackney Dr Orland Park, IL 60467","$265,000 ",2.0,2.5,"2,000"
42.14298,-87.88346899999998,"4109 Picardy Dr Northbrook, IL 60062","$339,000 ",2.0,2.0,"1,629"
41.996974,-87.737587,"6360 N Lowell Ave Chicago, IL 60646","$319,900 ",3.0,2.0,"1,137"
41.569428,-87.534104,"3408 Monroe St Lansing, IL 60438","$139,900 ",3.0,1.0,"1,284"
41.521208,-87.74849300000002,"249 Central Ave Matteson, IL 60443","$179,000 ",3.0,2.0,2
41.856536,-87.626777,"1845 S State St Chicago, IL 60616","$450,000 ",2.0,2.0,"1,475"
41.616267,-87.787415,"6840 W Winding Trl Oak Forest, IL 60452","$164,900 ",2.0,2.0,"1,350"
41.836774,-87.887724,"2928 Buckingham Ave Westchester, IL 60154","$279,900 ",3.0,2.0,"1,592"
41.830832,-87.777713,"3333 S Lombard Ave Cicero, IL 60804","$225,000 ",3.0,1.0,"1,600"
41.671022,-87.750847,"5212 W 122nd St Apt 1A Alsip, IL 60803","$99,900 ",2.0,2.0,900
41.75271400000001,-87.59395,"7815 S Avalon Ave Chicago, IL 60619","$151,900 ",4.0,1.5,"2,070"
42.0201,-88.126016,"1834 Whittier Ln Schaumburg, IL 60193","$799,000 ",4.0,3.5,"3,152"
42.066005,-87.944429,"515 W Central Rd Apt 2B Mount Prospect, IL 60056","$186,000 ",2.0,2.0,"1,100"
41.905169,-87.796856,"1047 N Grove Ave Oak Park, IL 60302","$569,000 ",3.0,2.5,"1,696"
41.886955,-87.61616,"450 E Waterside Dr Unit 2605 Chicago, IL 60601","$399,000 ",1.0,1.0,904
42.130887,-87.811636,"1201 Wendy Dr Northbrook, IL 60062","$449,000 ",3.0,2.0,"1,471"
41.872878,-87.781408,"842 Highland Ave Oak Park, IL 60304","$275,000 ",3.0,1.0,"1,232"
41.793641,-87.594425,"5555 S Kimbark Ave # 2 Chicago, IL 60637","$135,000 ",1.0,1.0,800
41.599626,-87.749434,"16041 Lorel Ave Oak Forest, IL 60452","$248,000 ",3.0,1.5,1.5
42.062818,-88.005624,"1216 S New Wilke Rd Arlington Heights, IL 60005","$147,000 ",2.0,2.0,"1,100"
41.718772,-87.69096,"2749 W 96th St Evergreen Park, IL 60805","$274,900 ",3.0,3.0,"1,651"
41.5360974,-87.6506177,"331 Iris Ln # 1 Chicago Heights, IL 60411","$61,500 ",3.0,1.5,"1,176"
41.499345,-87.710336,"3841 214th Pl Matteson, IL 60443","$95,000 ",2.0,1.0,"1,067"
41.93453,-87.665529,"1446 W George St Chicago, IL 60657","$1,750,000 ",5.0,3.5,3.5
41.901872,-87.626698,"50 E Bellevue Pl Apt 1003 Chicago, IL 60611","$425,000 ",2.0,2.0,"1,200"
41.960249,-87.655895,"4315 N Kenmore Ave Apt 1N Chicago, IL 60613","$486,000 ",3.0,3.0,"2,400"
42.06801,-87.852027,"3801 Appian Way Apt 303 Glenview, IL 60025","$189,900 ",2.0,2.0,"1,335"
41.899511,-87.632389,"915 N La Salle Dr Chicago, IL 60610","$1,300,000 ",5.0,2.5,"3,704"
41.701587,-87.724728,"10512 Kedvale Ave Oak Lawn, IL 60453","$459,900 ",5.0,3.5,"2,845"
42.036028,-88.084561,"195 Kingman Ln Hoffman Estates, IL 60169","$289,900 ",3.0,2.0,2
41.90495,-87.688611,"1300 N Artesian Ave Chicago, IL 60622","$595,000 ",3.0,3.0,3
41.691546,-87.65584100000002,"1332 W 111th Pl Chicago, IL 60643","$174,500 ",4.0,1.5,"1,200"
41.947391,-87.726487,"3632 N Harding Ave Chicago, IL 60618","$699,900 ",3.0,2.0,2
41.665429,-87.626598,"12555 S Wentworth Ave Chicago, IL 60628","$149,999 ",3.0,2.0,"1,764"
42.071054,-87.743012,"428 Beverly Dr Wilmette, IL 60091","$500,000 ",3.0,2.5,"1,421"
42.149825,-88.019346,"2169 N Westmoreland Dr Palatine, IL 60074","$329,000 ",3.0,2.0,"1,800"
41.962945,-87.82596,"4556 N Osage Ave Norridge, IL 60706","$359,900 ",3.0,2.0,"1,290"
41.669649,-87.968822,"11943 Pine Ave Lemont, IL 60439","$349,900 ",3.0,2.0,"1,588"
41.66876,-87.99148199999998,"716 Houston St Lemont, IL 60439","$259,900 ",4.0,1.5,"1,552"
42.125894,-87.900685,"660 Mill Cir Unit 206 Wheeling, IL 60090","$209,900 ",2.0,2.0,"1,500"
42.111961,-87.99583100000002,"1923 N Shenandoah Dr Arlington Heights, IL 60004","$309,000 ",3.0,2.5,"1,466"
42.117898,-87.961797,"1710 E Crabtree Dr Arlington Heights, IL 60004","$369,900 ",3.0,2.5,"2,219"
42.072651,-87.930361,"310 N Owen St Mount Prospect, IL 60056","$369,800 ",3.0,3.0,"1,721"
41.854262,-87.880847,"10330 Kent St Westchester, IL 60154","$249,000 ",3.0,2.5,"1,562"
42.139343,-87.87871,"4020 Dundee Rd Northbrook, IL 60062","$364,900 ",4.0,3.0,"2,300"
41.676611,-87.626575,"11946 S La Salle St Chicago, IL 60628","$57,500 ",3.0,1.0,"1,297"
41.773041,-87.675311,"6626 S Seeley Ave Chicago, IL 60636","$65,500 ",3.0,1.5,"1,380"
41.841265,-87.80933399999998,"506 Uvedale Rd Riverside, IL 60546","$799,000 ",4.0,4.0,"3,100"
41.887102,-87.615344,"450 E Waterside Dr Unit 811 Chicago, IL 60601","$549,888 ",1.0,1.5,1.5
41.563509,-87.899751,"11545 Settlers Pond Way Unit 1A Orland Park, IL 60467","$194,000 ",2.0,2.0,"1,600"
41.792961,-87.63379599999998,"5551 S Shields Ave Chicago, IL 60621","$50,000 ",3.0,1.0,"1,000"
41.860225,-87.875821,"1347 Hull Ave Westchester, IL 60154","$250,000 ",4.0,3.5,"1,676"
41.985076,-87.78491700000002,"5709 N Mobile Ave Chicago, IL 60646","$215,000 ",2.0,1.0,1
41.928439,-87.671207,"1711 W Wrightwood Ave Chicago, IL 60614","$1,499,000 ",4.0,3.5,"4,486"
42.15161,-88.017847,"1008 E Glavin Ct Apt 4 Palatine, IL 60074","$154,900 ",2.0,1.0,1
41.584725,-87.53438299999998,"17106 Grant St Lansing, IL 60438","$139,900 ",3.0,1.5,"1,448"
41.5631379,-87.7825417,"18077 Live Oak Ct # 1615 Tinley Park, IL 60477","$85,500 ",2.0,2.0,950
41.848596,-87.821038,"2250 Forest Ave North Riverside, IL 60546","$219,800 ",2.0,1.0,828
42.014259,-87.953066,"709 Roppolo Dr Elk Grove Village, IL 60007","$274,900 ",3.0,2.0,"1,581"
41.831292,-87.85862,"9442 Jackson Ave Brookfield, IL 60513","$309,000 ",4.0,1.5,"1,370"
41.793264,-87.896253,"5300 Caroline Ave Western Springs, IL 60558","$459,000 ",3.0,2.5,2.5
41.92059,-87.803798,"2223 N Neva Ave Chicago, IL 60707","$299,900 ",3.0,2.5,"1,580"
41.992234,-87.822002,"6167 N Canfield Ave Chicago, IL 60631","$309,000 ",3.0,2.5,"1,238"
