,latitude,longitude,Address,List_Price,beds,baths,sq_ft
4197,41.964616,-87.662774,"4538 N Malden St Chicago, IL 60640","$1,199,000 ",3.0,3.5,"4,000"
4198,41.920898,-87.656238,"2132 N Seminary Ave Chicago, IL 60614","$2,250,000 ",5.0,4.5,"5,500"
4199,41.969609000000005,-87.710601,"4839 N Spaulding Ave Chicago, IL 60625","$425,000 ",4.0,2.0,2
4200,41.915025,-87.655973,"1872 N Clybourn Ave Apt 113 Chicago, IL 60614","$549,000 ",2.0,2.0,"1,800"
4201,41.87188,-87.735548,"716 S Kostner Ave Chicago, IL 60624","$79,200 ",5.0,2.0,2
4202,41.884839,-87.618756,"340 E Randolph St Unit 3403 Chicago, IL 60601","$1,600,000 ",2.0,2.0,"1,567"
4203,41.889047,-87.626931,"401 N Wabash Ave Unit 67C Chicago, IL 60611","$700,000 ",1.0,1.5,934
4204,41.898804999999996,-87.61955,"260 E Chestnut St Apt 810 Chicago, IL 60611","$269,000 ",1.0,1.0,850
4205,41.811532,-87.613524,"4553 S Vincennes Ave Chicago, IL 60653","$470,000 ",4.0,3.5,3.5
4206,41.635023,-87.596981,"14304 Maryland Ave Dolton, IL 60419","$140,000 ",4.0,2.0,"1,500"
4207,,,"1367 E 52nd St # 2 Chicago, IL 60615","$164,000 ",2.0,2.0,"1,300"
4208,42.031856,-87.837563,"8446 W Clara Dr Niles, IL 60714","$340,000 ",3.0,2.5,"1,400"
4209,42.009958000000005,-87.691118,"2454 W Greenleaf Ave Apt 2 Chicago, IL 60645","$149,000 ",2.0,1.0,1
4210,41.965762,-87.756588,"4650 N Leamington Ave Chicago, IL 60630","$299,900 ",3.0,1.0,"1,531"
4211,41.878298,-87.644716,"728 W Jackson Blvd Apt 812 Chicago, IL 60661","$474,900 ",2.0,2.0,"1,461"
4212,41.966651,-87.733886,"4727 N Kelso Ave Chicago, IL 60630","$335,000 ",5.0,1.5,"1,800"
4213,41.95961,-87.839301,"8465 W Brodman Ave Chicago, IL 60656","$444,900 ",3.0,3.0,"1,673"
4214,42.084396999999996,-87.73820400000001,"2521 Thornwood Ave Wilmette, IL 60091","$599,900 ",6.0,3.5,"3,000"
4215,42.037022,-87.783388,"8541 Callie Ave Morton Grove, IL 60053","$399,999 ",6.0,4.0,4
4216,42.045344,-87.731662,"9030 Kedvale Ave Skokie, IL 60076","$345,000 ",3.0,1.5,"1,201"
4217,41.511951,-87.75322800000001,"5645 Colgate Ln Matteson, IL 60443","$115,000 ",4.0,1.5,"1,500"
4218,41.640428,-87.83680799999999,"13738 Legend Trail Ln Orland Park, IL 60462","$699,900 ",5.0,4.5,"3,800"
4219,41.833494,-87.870707,"1026 Robinhood Ln La Grange Park, IL 60526","$289,900 ",3.0,1.5,1.5
4220,41.912665000000004,-87.806749,"1801 N 72nd Ct Elmwood Park, IL 60707","$239,000 ",4.0,2.0,"1,450"
4221,41.895209,-87.643407,"720 N Larrabee St Apt 1102 Chicago, IL 60654","$409,900 ",2.0,2.0,"1,180"
4222,41.796946999999996,-87.770623,"5237 S Mason Ave Chicago, IL 60638","$204,500 ",4.0,2.0,"1,152"
4223,41.791058,-87.773575,"5548 S McVicker Ave Chicago, IL 60638","$268,500 ",4.0,2.0,"3,750"
4224,41.927963,-87.804303,"2626 N Mont Clare Ave Chicago, IL 60707","$259,900 ",3.0,2.0,2
4225,41.936249,-87.87971800000001,"3143 Dora St Franklin Park, IL 60131","$245,000 ",3.0,2.0,"1,376"
4226,42.144727,-87.826709,"1961 Koehling Rd Northbrook, IL 60062","$389,988 ",2.0,2.5,"1,750"
4227,42.035959000000005,-87.890343,"1365 Ashland Ave Apt 407 Des Plaines, IL 60016","$139,000 ",1.0,1.0,950
4228,41.907631,-87.62824300000001,"1 E Schiller St Apt 4B Chicago, IL 60610","$400,000 ",2.0,2.0,"1,250"
4229,41.877224,-87.77493299999999,"212 S Austin Blvd Oak Park, IL 60304","$239,999 ",4.0,1.5,920
4230,42.142286999999996,-87.76114,"235 Maple Hill Rd Glencoe, IL 60022","$1,249,000 ",5.0,4.0,"4,383"
4231,42.091012,-87.781341,"906 Queens Ln Glenview, IL 60025","$1,499,000 ",6.0,6.5,"4,140"
4232,42.043904,-87.721471,"82 Williamsburg Rd Evanston, IL 60203","$369,000 ",3.0,1.5,1.5
4233,42.031871,-87.756637,"5155 Madison St Unit 302 Skokie, IL 60077","$260,000 ",2.0,2.0,2
4234,41.922598,-87.639241,"2218 N Sedgwick St Chicago, IL 60614","$1,599,000 ",8.0,6.5,6.5
4235,41.792039,-87.899958,"5336 Lawn Ave Western Springs, IL 60558","$1,425,000 ",5.0,5.5,"4,540"
4236,41.802463,-87.896248,"4801 Johnson Ave Western Springs, IL 60558","$949,000 ",5.0,3.5,"3,389"
4237,41.849233,-87.876205,"10149 Pell St Westchester, IL 60154","$225,000 ",3.0,1.0,"1,191"
4238,41.722322999999996,-87.755871,"9328 S 54th Ave Oak Lawn, IL 60453","$139,900 ",4.0,2.0,"1,300"
4239,41.734393,-87.72977900000001,"4311 W 87th St Hometown, IL 60456","$119,900 ",3.0,1.0,966
4240,41.572283,-87.83619,"17501 Mulberry Ave Tinley Park, IL 60487","$279,000 ",3.0,2.0,"1,361"
4241,41.566499,-87.888263,"17806 Bernard Dr Apt 3A Orland Park, IL 60467","$158,500 ",2.0,2.0,"1,200"
4242,41.742383000000004,-87.723453,"4042 W 83rd St Chicago, IL 60652","$309,000 ",6.0,4.0,"2,300"
4243,41.563054,-87.844466,"9308 Raven Pl Tinley Park, IL 60487","$280,000 ",4.0,3.5,"2,363"
4244,42.035959000000005,-87.890343,"1365 Ashland Ave Apt 207 Des Plaines, IL 60016","$117,000 ",1.0,1.0,1
4245,42.001213,-87.829089,"811 S Crescent Ave Park Ridge, IL 60068","$450,000 ",3.0,2.5,"1,968"
4246,41.973864,-87.763573,"5117 N Lotus Ave Chicago, IL 60630","$279,000 ",4.0,2.0,"1,568"
4247,42.124352,-88.054438,"507 W Fontenay Way Palatine, IL 60067","$339,000 ",3.0,2.5,"2,780"
4248,42.096723,-87.73116,"200 Forest St Winnetka, IL 60093","$1,390,000 ",4.0,3.5,3.5
4249,42.066311999999996,-87.809626,"2013 Robincrest Ln Glenview, IL 60025","$515,000 ",4.0,2.0,2
4250,41.827357,-87.871443,"702 Community Dr La Grange Park, IL 60526","$310,000 ",3.0,2.0,"1,518"
4251,41.865804,-87.818139,"1112 Des Plaines Ave Unit B Forest Park, IL 60130","$300,000 ",2.0,2.5,"1,584"
4252,41.576668,-87.608088,"805 Sunnyside Ave Thornton, IL 60476","$134,900 ",3.0,1.5,"1,106"
4253,42.12364,-87.87100600000001,"1671 Mission Hills Rd Apt 208 Northbrook, IL 60062","$344,900 ",3.0,3.0,"2,279"
4254,41.920563,-87.65987,"2122 N Magnolia Ave Chicago, IL 60614","$2,795,000 ",7.0,6.0,6
4255,41.987596,-87.78813000000001,"5835 N Napoleon Ave Chicago, IL 60631","$434,900 ",3.0,3.0,3
4256,41.894833,-87.641947,"520 W Huron St Apt 701 Chicago, IL 60654","$889,000 ",2.0,2.0,"1,700"
4257,41.906161,-87.625822,"1300 N Lake Shore Dr Apt 18A Chicago, IL 60610","$1,150,000 ",3.0,2.5,"2,200"
4258,41.89077,-87.614819,"474 N Lake Shore Dr Apt 5010 Chicago, IL 60611","$849,000 ",3.0,2.5,2.5
4259,41.870389,-87.624803,"910 S Michigan Ave Apt 1903 Chicago, IL 60605","$3,125,000 ",4.0,4.5,"5,000"
4260,42.071123,-87.998312,"1215 W Keating Dr Arlington Heights, IL 60005","$589,000 ",4.0,2.5,"2,615"
4261,41.887787,-87.793146,"101 N Euclid Ave Apt 12 Oak Park, IL 60301","$642,000 ",3.0,2.5,"2,893"
4262,41.723353,-87.742909,"4853 W 93rd St Oak Lawn, IL 60453","$149,000 ",3.0,1.0,"1,596"
4263,41.973242,-87.693014,"2542 W Winnemac Ave Chicago, IL 60625","$415,000 ",3.0,,
4264,41.752734999999994,-87.662311,"7742 S Laflin St Chicago, IL 60620","$99,900 ",2.0,1.0,"1,269"
4265,41.558265000000006,-87.638648,"903 Elder Rd Apt 7 Homewood, IL 60430","$47,500 ",2.0,1.0,1
4266,42.098166,-87.94570999999999,"107 N Schoenbeck Rd Prospect Heights, IL 60070","$284,900 ",3.0,2.0,"1,817"
4267,42.026906,-87.733845,"8021 Tripp Ave Skokie, IL 60076","$275,000 ",3.0,1.5,"1,343"
4268,41.776406,-87.691239,"6426 S Washtenaw Ave Chicago, IL 60629","$200,000 ",4.0,1.0,"1,188"
4269,42.06394,-88.016739,"4800 Kimball Hill Dr Apt D1 Rolling Meadows, IL 60008","$159,500 ",2.0,2.0,"1,100"
4270,41.962162,-87.81965799999999,"7717 W Windsor Ave Norridge, IL 60706","$319,000 ",4.0,2.0,"1,352"
4271,42.019711,-87.693054,"101 Ashland Ave Apt 2N Evanston, IL 60202","$159,900 ",2.0,1.0,1
4272,42.071888,-87.796527,"1464 Baffin Rd Glenview, IL 60025","$799,000 ",,,
4273,41.93137,-87.79880899999999,"2817 N Newland Ave Chicago, IL 60634","$345,000 ",5.0,2.0,"1,638"
4274,41.656946999999995,-87.77464599999999,"6238 W 129th Pl Palos Heights, IL 60463","$309,900 ",3.0,2.5,"2,315"
4275,41.575753000000006,-87.605141,"37 Blackhawk Dr Thornton, IL 60476","$109,900 ",3.0,1.5,"1,056"
4276,41.724559,-87.70107,"9250 S Troy Ave Evergreen Park, IL 60805","$149,900 ",2.0,1.0,"1,071"
4277,41.718081,-87.777785,"9556 Merton Ave Oak Lawn, IL 60453","$239,900 ",3.0,1.5,"1,200"
4278,42.029468,-88.154107,"2818 Meadow Ln Unit X1 Schaumburg, IL 60193","$167,000 ",2.0,1.0,1
4279,41.893364,-87.640909,"645 N Kingsbury St Apt 1809 Chicago, IL 60654","$389,900 ",2.0,2.0,"1,200"
4280,41.618853,-87.560817,"1459 Memorial Dr Calumet City, IL 60409","$149,000 ",3.0,1.5,"1,252"
4281,41.576005,-87.69033,"3011 Woodworth Pl Hazel Crest, IL 60429","$124,900 ",3.0,1.5,"1,346"
4282,,,"4325 W Armitage Ave Chicago, IL 60639","$550,000 ",,,
4283,41.726936,-87.57999000000001,"9231 S Cregier Ave Chicago, IL 60617","$259,000 ",7.0,,
4284,41.942713,-87.78560999999999,"3421 N Narragansett Ave Chicago, IL 60634","$285,900 ",4.0,2.0,"1,942"
4285,41.987459,-87.786784,"5828 N Mulligan Ave Chicago, IL 60646","$599,900 ",4.0,3.5,"3,642"
4286,41.635712,-87.588512,"14240 Woodlawn Ave Dolton, IL 60419","$119,900 ",4.0,1.5,"1,222"
4287,41.596065,-87.682629,"16142 Oxford Dr Markham, IL 60428","$69,900 ",3.0,1.0,"1,004"
4288,41.702856,-87.806116,"10345 S 75th Ct Palos Hills, IL 60465","$189,000 ",3.0,1.0,"1,910"
4289,42.142428,-87.92020600000001,"182 7th St Wheeling, IL 60090","$264,000 ",3.0,2.0,2
4290,41.708188,-87.699477,"3121 W 101st Pl Evergreen Park, IL 60805","$244,900 ",3.0,2.0,"1,550"
4291,41.743234,-87.670849,"1904 W 83rd St Chicago, IL 60620","$179,900 ",5.0,2.0,"1,139"
4292,41.782329,-87.660296,"6127 S Bishop St Chicago, IL 60636","$79,000 ",3.0,1.0,900
4293,,,"850 W Aldine Ave # U3 Chicago, IL 60657","$995,000 ",3.0,2.5,"2,792"
4294,42.036535,-88.17196700000001,"317 Exmoor Dr Streamwood, IL 60107","$234,900 ",3.0,2.0,"1,720"
4295,41.912757,-87.688154,"1721 N Artesian Ave Chicago, IL 60647","$500,000 ",4.0,,
4296,42.021703,-87.695026,"1601 Brummel St Evanston, IL 60202","$425,000 ",3.0,2.0,"1,232"
4297,41.738106,-87.778102,"6315 W 84th Pl Burbank, IL 60459","$225,000 ",4.0,2.0,"1,700"
4298,41.801353999999996,-87.71639499999999,"5036 S Lawndale Ave Chicago, IL 60632","$184,900 ",3.0,2.0,858
4299,41.923094,-87.713036,"3422 W Belden Ave Chicago, IL 60647","$285,000 ",3.0,1.0,"1,865"
4300,42.136259,-88.006337,"1444 Carol Ct Apt 3B Palatine, IL 60074","$119,900 ",2.0,2.0,2
4301,41.718672999999995,-87.793643,"6948 W 95th Pl Oak Lawn, IL 60453","$299,999 ",3.0,2.0,"1,580"
4302,41.601715999999996,-87.699106,"15829 Homan Ave Markham, IL 60428","$175,000 ",3.0,2.5,"2,230"
4303,42.138128,-87.753428,"136 Beach Rd Glencoe, IL 60022","$2,500,000 ",6.0,4.5,4.5
4304,42.08041,-87.71610600000001,"1534 Forest Ave Wilmette, IL 60091","$1,200,000 ",5.0,4.0,"3,097"
4305,42.083981,-87.745879,"1130 Romona Rd Wilmette, IL 60091","$1,595,000 ",5.0,3.5,"4,536"
4306,42.096623,-87.750729,"1240 Lindenwood Dr Winnetka, IL 60093","$1,095,000 ",4.0,4.0,4
4307,41.902609000000005,-87.70715899999999,"1152 N Kedzie Ave Apt 202 Chicago, IL 60651","$245,000 ",2.0,2.0,"1,100"
4308,42.050729,-87.758686,"9325 Lockwood Ave Skokie, IL 60077","$343,000 ",4.0,3.0,"1,475"
4309,41.950183,-87.65863399999999,"3747 N Clark St Apt 2N Chicago, IL 60613","$450,000 ",2.0,2.0,2
4310,41.895209,-87.643407,"720 N Larrabee St Apt 813 Chicago, IL 60654","$420,000 ",2.0,2.0,2
4311,42.025555,-87.761802,"7929 Long Ave Skokie, IL 60077","$410,000 ",3.0,1.5,"2,033"
4312,41.961545,-87.690791,"2450 W Montrose Ave Apt 2E Chicago, IL 60618","$415,000 ",2.0,2.0,"1,600"
4313,41.876565,-87.908866,"5033 Madison St Hillside, IL 60162","$209,900 ",2.0,2.0,2
4314,41.922012,-87.90306600000001,"8 E Fullerton Ave Northlake, IL 60164","$235,000 ",4.0,2.0,"1,897"
4315,41.932536,-87.85449,"9127 Parklane Ave Franklin Park, IL 60131","$219,000 ",3.0,2.0,"1,100"
4316,41.867823,-87.81367900000001,"1016 Lathrop Ave Forest Park, IL 60130","$189,000 ",2.0,1.0,950
4317,42.120255,-87.98180500000001,"15 E Waverly Rd Arlington Heights, IL 60004","$395,000 ",4.0,2.5,"2,346"
4318,,,"4821 S Saint Lawrence Ave # 1 Chicago, IL 60615","$249,900 ",3.0,2.5,"1,850"
4319,41.890151,-87.75333,"524 N Leclaire Ave Chicago, IL 60644","$99,999 ",4.0,,
4320,41.837344,-87.844205,"2931 Prairie Ave Brookfield, IL 60513","$275,000 ",4.0,3.0,"2,420"
4321,41.896984,-87.713054,"848 N Trumbull Ave Chicago, IL 60651","$79,000 ",3.0,1.0,700
4322,42.010532,-87.699432,"2750 W Estes Ave Chicago, IL 60645","$459,000 ",4.0,2.5,"1,928"
4323,42.009176000000004,-87.706699,"7061 N Kedzie Ave Ste 911 Chicago, IL 60645","$169,900 ",2.0,2.0,"1,500"
4324,42.033353999999996,-87.803106,"7041 W Main St Niles, IL 60714","$799,900 ",5.0,4.5,"5,000"
4325,41.851125,-87.728622,"4135 W Cermak Rd Chicago, IL 60623","$70,000 ",6.0,,
4326,41.932990999999994,-87.821937,"7818 W Elmgrove Dr Elmwood Park, IL 60707","$219,900 ",3.0,2.5,"1,110"
4327,42.014081,-87.905164,"2134 Douglas Ave Des Plaines, IL 60018","$855,500 ",5.0,5.0,"4,179"
4328,41.874851,-87.641703,"500 S Clinton St Apt 227 Chicago, IL 60607","$219,900 ",1.0,1.0,980
4329,42.060457,-87.90548100000001,"439 N 5th Ave Des Plaines, IL 60016","$309,900 ",4.0,2.0,"1,570"
4330,41.523399,-87.756411,"134 Cloverleaf Rd Matteson, IL 60443","$115,000 ",3.0,2.0,"1,391"
4331,41.7634,-87.558525,"7337 S South Shore Dr Apt 227 Chicago, IL 60649","$52,900 ",2.0,1.0,800
4332,41.891153,-87.796514,"845 Erie St Apt 3 Oak Park, IL 60302","$195,000 ",2.0,1.0,"1,100"
4333,41.844558,-87.840338,"2452 S 7th Ave North Riverside, IL 60546","$339,777 ",4.0,2.5,"1,499"
4334,42.07112,-87.71002299999999,"1241 Maple Ave Wilmette, IL 60091","$1,199,000 ",5.0,4.5,"4,000"
4335,41.973298,-87.684549,"2208 W Winnemac Ave Apt 1 Chicago, IL 60625","$199,000 ",1.0,1.0,950
4336,41.581681,-87.87444,"10509 Wood Duck Ln Orland Park, IL 60467","$584,900 ",5.0,2.5,"3,802"
4337,41.559803,-87.63413100000001,"900 W Sunset Dr Apt 206 Glenwood, IL 60425","$75,000 ",2.0,2.0,"1,100"
4338,42.076747,-88.033404,"2 Juniper Rd Rolling Meadows, IL 60008","$399,000 ",4.0,2.5,"2,430"
4339,41.75076,-87.779434,"7742 Mulligan Ave Burbank, IL 60459","$219,900 ",3.0,2.0,"1,608"
4340,42.051815000000005,-87.693107,"1843 Ashland Ave Evanston, IL 60201","$1,025,000 ",6.0,5.5,"5,000"
4341,41.948854,-87.768996,"5654 W Warwick Ave Chicago, IL 60634","$285,000 ",4.0,3.0,"2,200"
4342,42.043195000000004,-87.940299,"466 Lillian Ln Des Plaines, IL 60016","$298,000 ",3.0,2.0,2
4343,42.034641,-87.931414,"437 W Walnut Ave Des Plaines, IL 60016","$350,000 ",4.0,2.0,"2,359"
4344,41.588922,-87.79316,"16610 Theresa Ln Apt 101 Tinley Park, IL 60477","$81,900 ",2.0,1.0,900
4345,42.076262,-87.960226,"424 S Forrest Ave Arlington Heights, IL 60004","$369,900 ",3.0,2.0,"1,630"
4346,41.575063,-87.752625,"17427 Central Ave Tinley Park, IL 60477","$450,000 ",,,
4347,42.006462,-88.125491,"7533 Wedgewood Dr Hanover Park, IL 60133","$195,000 ",2.0,1.5,"1,251"
4348,,,"523 Chicago Ave # A Evanston, IL 60202","$539,900 ",3.0,2.5,"2,775"
4349,41.861295,-87.79848,"1401 Home Ave Berwyn, IL 60402","$419,900 ",6.0,3.0,3
4350,41.618158,-87.746411,"15047 Laramie Ave Oak Forest, IL 60452","$214,900 ",4.0,2.0,"1,800"
4351,41.740402,-87.688518,"2620 W 84th Pl Chicago, IL 60652","$254,900 ",3.0,3.0,"1,422"
4352,41.629424,-87.84486600000001,"14319 S 92nd Ct Orland Park, IL 60462","$339,500 ",4.0,3.0,"2,196"
4353,41.904553,-87.625495,"1212 N Lake Shore Dr Apt 31BS Chicago, IL 60610","$839,000 ",2.0,2.0,"1,700"
4354,41.712049,-87.77810500000001,"6317 W 99th St Oak Lawn, IL 60453","$289,900 ",3.0,2.5,"1,837"
4355,42.000817,-88.1301,"7078 Orchard Ln Hanover Park, IL 60133","$209,000 ",3.0,1.5,"1,157"
4356,41.827760999999995,-87.782501,"3527 Ridgeland Ave Berwyn, IL 60402","$255,000 ",3.0,1.0,"1,296"
4357,41.819207,-87.796981,"4003 Home Ave Stickney, IL 60402","$159,900 ",2.0,1.0,"1,000"
4358,41.533189,-87.705534,"3702 Culloden St Flossmoor, IL 60422","$389,300 ",4.0,3.5,"4,147"
4359,41.954293,-87.647166,"655 W Irving Park Rd Apt 4605 Chicago, IL 60613","$149,990 ",,1.0,550
4360,41.598026000000004,-87.803288,"7547 161st St Tinley Park, IL 60477","$224,900 ",3.0,1.5,"1,044"
4361,,,"South Holland, IL 60473","$150,000 ",4.0,2.0,"39,902"
4362,,,"South Holland, IL 60473","$135,000 ",3.0,1.5,"1,202"
4363,,,"South Holland, IL 60473","$150,000 ",4.0,2.0,"39,902"
4364,,,"South Holland, IL 60473","$135,000 ",3.0,1.5,"1,202"
4365,41.69422,-87.68584,"2555 W 109th Pl Chicago, IL 60655","$349,000 ",3.0,2.5,"2,186"
4366,41.67304,-87.678888,"12118 Gregory St Blue Island, IL 60406","$100,900 ",3.0,2.5,600
4367,41.929140999999994,-87.771901,"2655 N Monitor Ave Chicago, IL 60639","$309,900 ",5.0,2.5,2.5
4368,41.974464000000005,-87.820177,"7718 W Foster Ave Chicago, IL 60656","$289,900 ",5.0,,
4369,42.104857,-87.98012,"1533 N Arlington Heights Rd Apt B Arlington Heights, IL 60004","$229,900 ",3.0,2.0,"1,172"
4370,41.999685,-88.14634699999999,"1624 Sycamore Ave Hanover Park, IL 60133","$219,900 ",3.0,2.0,"1,188"
4371,42.060390999999996,-88.099621,"1815 Claremont Rd Hoffman Estates, IL 60169","$274,900 ",4.0,2.0,"1,977"
4372,42.057752,-87.759815,"9655 Woods Dr Unit 703 Skokie, IL 60077","$269,900 ",2.0,2.0,"1,270"
4373,41.713444,-87.719254,"3908 W 99th St Evergreen Park, IL 60805","$350,000 ",4.0,3.0,"2,444"
4374,41.974396999999996,-87.803253,"5121 N Nottingham Ave Chicago, IL 60656","$279,900 ",3.0,1.0,"1,092"
4375,42.004253999999996,-88.116295,"1430 W Wise Rd Schaumburg, IL 60193","$269,900 ",3.0,1.5,"1,464"
4376,41.558571,-87.57651,"1667 185th St Lansing, IL 60438","$239,900 ",3.0,2.0,"2,000"
4377,41.756107,-87.555548,"2840 E 77th St Chicago, IL 60649","$76,385 ",4.0,2.0,"1,387"
4378,41.681587,-87.713691,"3720 W 116th Pl Alsip, IL 60803","$214,800 ",5.0,2.0,2
4379,,,"8547 S Aberdeen St # 1 Chicago, IL 60620","$259,900 ",4.0,,
4380,41.55697,-87.785116,"18414 Zurich Ln Tinley Park, IL 60477","$220,000 ",3.0,2.5,"1,590"
4381,42.010808000000004,-87.803442,"7041 W Touhy Ave Apt 607 Niles, IL 60714","$179,000 ",1.0,1.0,950
4382,41.739963,-87.610222,"8506 S Saint Lawrence Ave Chicago, IL 60619","$227,000 ",3.0,3.0,"1,443"
4383,,,"Chicago, IL 60601","$635,000 ",2.0,2.0,"1,153"
4384,42.113388,-87.737279,"808 Lincoln Ave Winnetka, IL 60093","$1,249,000 ",5.0,4.5,4.5
4385,41.869403000000005,-87.80471,"929 Harlem Ave Forest Park, IL 60130","$365,000 ",3.0,2.0,"1,800"
4386,42.023629,-87.79786700000001,"7821 N Nordica Ave Niles, IL 60714","$240,000 ",3.0,1.5,"1,333"
4387,41.994803999999995,-87.694321,"6225 N Rockwell St Chicago, IL 60659","$415,000 ",3.0,2.0,2
4388,41.98922,-87.83811,"1704 S Clifton Ave Park Ridge, IL 60068","$304,900 ",3.0,1.5,1.5
4389,41.709062,-87.765951,"5816 W 101st St Oak Lawn, IL 60453","$284,900 ",3.0,2.5,"2,000"
4390,41.667796,-87.792446,"12300 S 70th Ave Palos Heights, IL 60463","$214,900 ",3.0,1.0,"1,284"
4391,42.025151,-88.076477,"26 Superior Ct Unit N1 Schaumburg, IL 60193","$165,900 ",2.0,1.0,1
4392,41.905144,-87.780702,"1035 N Lombard Ave Oak Park, IL 60302","$319,000 ",2.0,2.0,2
4393,,,"4009 N Leamington Ave # 1 Chicago, IL 60641","$205,000 ",2.0,1.0,850
4394,41.790988,-87.732551,"5609 S Kostner Ave Chicago, IL 60629","$239,500 ",2.0,1.0,929
4395,41.949618,-87.645438,"3660 N Lake Shore Dr Apt 3412 Chicago, IL 60613","$180,000 ",,1.0,600
4396,41.695492,-87.741979,"10825 Lamon Ave Oak Lawn, IL 60453","$279,900 ",3.0,2.0,"2,200"
4397,41.615713,-87.77126899999999,"15200 Alameda Ave Oak Forest, IL 60452","$199,900 ",4.0,2.0,"1,200"
4398,41.839055,-87.750102,"5025 W 29th Pl Cicero, IL 60804","$230,000 ",6.0,,
4399,41.931969,-87.674008,"1801 W Diversey Pkwy Unit 13 Chicago, IL 60614","$509,000 ",3.0,2.5,2.5
4400,41.924414,-87.705632,"3125 W Fullerton Ave Apt 414 Chicago, IL 60647","$369,900 ",2.0,2.0,"1,400"
4401,42.149931,-87.94357600000001,"1131 Wildberry Ct Apt B2 Wheeling, IL 60090","$178,900 ",2.0,2.0,"1,100"
4402,41.747645,-87.771757,"7929 McVicker Ave Burbank, IL 60459","$257,000 ",3.0,2.0,"1,369"
4403,41.615978000000005,-87.797781,"7302 Evergreen Dr Apt 1C Orland Park, IL 60462","$109,900 ",2.0,1.0,965
4404,41.755961,-87.717196,"3770 W Hayford St Chicago, IL 60652","$209,000 ",5.0,2.0,"1,069"
4405,41.809606,-87.866331,"231 7th Ave La Grange, IL 60525","$629,000 ",5.0,2.5,"2,312"
4406,42.055649,-87.967376,"512 S Deborah Ln Mount Prospect, IL 60056","$330,900 ",3.0,1.5,"1,116"
4407,41.805483,-87.891155,"4622 Harvey Ave Western Springs, IL 60558","$340,000 ",3.0,1.5,"1,216"
4408,42.031392,-87.813399,"8257 N Olcott Ave Niles, IL 60714","$277,900 ",2.0,1.0,"1,176"
4409,42.057752,-87.759815,"9715 Woods Dr Unit 1908 Skokie, IL 60077","$1,650,000 ",5.0,3.5,"4,500"
4410,41.832264,-87.65064100000001,"3415 S Morgan St Chicago, IL 60608","$229,900 ",3.0,1.0,985
4411,41.883272,-87.75604399999999,"129 N Latrobe Ave Chicago, IL 60644","$255,900 ",4.0,1.5,"1,778"
4412,41.747625,-87.70320500000001,"8009 S Sawyer Ave Chicago, IL 60652","$165,000 ",4.0,1.0,948
4413,41.984716,-87.711844,"3305 W Hollywood Ave Chicago, IL 60659","$289,000 ",4.0,2.5,"1,500"
4414,42.037696999999994,-87.781645,"8610 Georgiana Ave Morton Grove, IL 60053","$365,000 ",4.0,2.5,"2,100"
4415,42.135286,-87.876024,"952 Suffield Ter Northbrook, IL 60062","$634,900 ",4.0,2.5,"3,144"
4416,41.792057,-87.883888,"5341 S Edgewood Ln La Grange Highlands, IL 60525","$350,000 ",,,
4417,41.798756,-87.775552,"5135 S Moody Ave Chicago, IL 60638","$254,872 ",3.0,1.5,"1,008"
4418,41.718765000000005,-87.708502,"3444 W Clark Dr Evergreen Park, IL 60805","$175,900 ",3.0,2.0,"1,188"
4419,41.551733,-87.659356,"18620 Page Ave Homewood, IL 60430","$149,900 ",2.0,2.0,"1,253"
4420,41.99386,-87.833102,"1332 S Prospect Ave Park Ridge, IL 60068","$329,000 ",3.0,1.5,"1,372"
4421,42.082394,-87.712298,"1351 Greenwood Ave Wilmette, IL 60091","$965,000 ",4.0,4.5,"2,424"
4422,41.582871999999995,-87.66590500000001,"16884 Dixie Hwy Hazel Crest, IL 60429","$60,000 ",3.0,1.0,900
4423,41.839573,-87.90991,"11552 Burton Ct Westchester, IL 60154","$298,000 ",3.0,2.5,"2,205"
4424,41.956808,-87.720704,"4140 N Lawndale Ave Chicago, IL 60618","$439,000 ",4.0,3.0,"1,200"
4425,41.490835,-87.740934,"5050 Capri Ln Richton Park, IL 60471","$269,900 ",6.0,4.5,"3,500"
4426,41.668584,-87.786082,"12241 S Flambeau Dr Palos Heights, IL 60463","$299,000 ",3.0,2.5,"2,404"
4427,41.624153,-87.744058,"14725 Le Claire Ave Midlothian, IL 60445","$139,900 ",2.0,1.5,"1,100"
4428,41.939538,-87.783212,"6254 W Melrose St Chicago, IL 60634","$419,000 ",6.0,3.0,"3,000"
4429,41.952923999999996,-88.15113199999999,"1835 Zeppelin Dr Hanover Park, IL 60133","$219,600 ",3.0,2.0,"1,408"
4430,41.968956,-88.151938,"2001 Stairway Dr Hanover Park, IL 60133","$224,900 ",3.0,1.5,"1,445"
4431,42.001979999999996,-88.116681,"713 Valley View Dr Schaumburg, IL 60193","$262,500 ",3.0,2.0,"1,707"
4432,42.092085,-87.921763,"724 Burr Oak Ln Apt D Prospect Heights, IL 60070","$269,900 ",3.0,2.0,"1,416"
4433,42.020623,-88.14229,"2514 Charleston Dr Unit 6 Schaumburg, IL 60193","$159,000 ",2.0,2.0,"1,050"
4434,42.031797999999995,-88.14629599999999,"302 Meribel Ct Schaumburg, IL 60194","$199,500 ",2.0,2.5,"1,243"
