,List_Price ,List_Price .1,beds,baths,sq_ft
296,"2554 W Logan Blvd Apt 302 Chicago, IL 60647",425000.0,3.0,2.0,1650.0
297,"1117 W Armitage Ave Apt 2W Chicago, IL 60614",630000.0,2.0,2.0,1650.0
298,"5201 S Blackstone Ave Apt 1W Chicago, IL 60615",255000.0,2.0,2.0,1650.0
299,"7601 Lincoln Ave Apt 508 Skokie, IL 60077",162000.0,2.0,2.0,1650.0
300,"411 S Sangamon St Apt 4B Chicago, IL 60607",490000.0,2.0,2.0,1650.0
301,"3150 N Lake Shore Dr Apt 23D Chicago, IL 60657",425000.0,2.0,2.0,1650.0
302,"3150 N Lake Shore Dr Apt 25D Chicago, IL 60657",390000.0,2.0,2.0,1650.0
303,"1244 W Fullerton Ave Chicago, IL 60614",444000.0,2.0,1.5,1650.0
304,"1335 W Altgeld St Apt 2D Chicago, IL 60614",445000.0,2.0,1.5,1650.0
305,"165 N Canal St Apt 1313 Chicago, IL 60606",530000.0,2.0,2.0,1648.0
306,"3400 N Lake Shore Dr Apt 5F Chicago, IL 60657",585000.0,2.0,2.0,1640.0
307,"1601 W Altgeld St Apt 2C Chicago, IL 60614",426000.0,3.0,2.0,1630.0
308,"936 Violet Dr Hanover Park, IL 60133",220000.0,3.0,3.5,1616.0
309,"904 Violet Dr Hanover Park, IL 60133",263000.0,3.0,3.5,1616.0
310,"1069 W 14th Pl Unit 323 Chicago, IL 60608",474000.0,3.0,2.0,1616.0
311,"6336 N Rockwell St Apt 3 Chicago, IL 60659",200000.0,3.0,3.5,1600.0
312,"609 W Stratford Pl Apt 6C Chicago, IL 60657",415000.0,3.0,2.5,1600.0
313,"1834 N Halsted St Apt C Chicago, IL 60614",515000.0,2.0,2.5,1600.0
314,"1820 W Norwood St Apt A Chicago, IL 60660",289000.0,2.0,2.5,1600.0
315,"3953 N Hermitage Ave # C Chicago, IL 60613",495000.0,2.0,2.5,1600.0
316,"110 E Delaware Pl Apt 1204 Chicago, IL 60611",365000.0,2.0,2.5,1600.0
317,"3543 N Bosworth Ave Apt D Chicago, IL 60657",580000.0,3.0,2.0,1600.0
318,"1640 E 50th St Apt 13B Chicago, IL 60615",85000.0,3.0,2.0,1600.0
319,"247 E Chestnut St Apt 1201 Chicago, IL 60611",430000.0,3.0,2.0,1600.0
320,"1056 W Lawrence Ave Apt 2C Chicago, IL 60640",333000.0,2.0,2.0,1600.0
321,"3925 Triumvera Dr Apt 8E Glenview, IL 60025",151000.0,2.0,2.0,1600.0
322,"4250 N Mozart St # 3N Chicago, IL 60618",327000.0,2.0,2.0,1600.0
323,"1640 E 50th St Apt 5A Chicago, IL 60615",64500.0,2.0,2.0,1600.0
324,"11911 Windemere Ct Apt 104 Orland Park, IL 60467",208000.0,2.0,2.0,1600.0
325,"11910 Windemere Ct Apt 404 Orland Park, IL 60467",211000.0,2.0,2.0,1600.0
326,"77 E 16th St # 77-2 Chicago, IL 60616",410000.0,2.0,2.0,1600.0
327,"2820 N Sheffield Ave Apt 4S Chicago, IL 60657",625000.0,2.0,2.0,1600.0
328,"1237 W Farwell Ave Apt 2E Chicago, IL 60626",300000.0,2.0,2.0,1600.0
329,"1840 W Diversey Pkwy Apt H Chicago, IL 60614",412500.0,2.0,2.0,1600.0
330,"630 W Wrightwood Ave Side 1E Chicago, IL 60614",475000.0,2.0,2.0,1600.0
331,"9240 Gross Point Rd Apt 205A Skokie, IL 60077",161000.0,2.0,2.0,1600.0
332,"6743 S Pointe Dr Unit 2D Tinley Park, IL 60477",174000.0,2.0,2.0,1600.0
333,"1813 S Clark St Apt 35 Chicago, IL 60616",430000.0,2.0,2.0,1600.0
334,"3109 W Sunnyside Ave Apt 1 Chicago, IL 60625",285000.0,1.0,2.0,1600.0
335,"1702 N Dayton St Apt 2 Chicago, IL 60614",685500.0,3.0,1.5,1600.0
336,"1839 N Bissell St # 3 Chicago, IL 60614",437000.0,2.0,1.5,1600.0
337,"5055 Madison St Skokie, IL 60077",245000.0,2.0,2.0,1597.0
338,"5821 Chatsworth Ct Hanover Park, IL 60133",280000.0,3.0,2.0,1587.0
339,"5240 Arlington Cir # C1 Hanover Park, IL 60133",249000.0,3.0,2.0,1587.0
340,"2601 Central St Unit 501 Evanston, IL 60201",345000.0,2.0,2.0,1586.0
341,"7201 N Lincoln Ave Apt 211 Lincolnwood, IL 60712",188000.0,2.0,2.0,1585.0
342,"410 W Mahogany Ct Unit 409 Palatine, IL 60067",215000.0,2.0,2.0,1583.0
343,"3944 N Claremont Ave Unit 408 Chicago, IL 60618",430000.0,3.0,2.0,1581.0
344,"360 E Randolph St Apt 3604 Chicago, IL 60601",1375000.0,2.0,2.0,1580.0
345,"8100 W Foster Ln Apt 303 Niles, IL 60714",220000.0,2.0,2.0,1570.0
346,"1749 N Wells St Apt 813 Chicago, IL 60614",566000.0,2.0,2.5,1550.0
347,"1749 N Wells St Apt 613 Chicago, IL 60614",547500.0,2.0,2.5,1550.0
348,"990 N Lake Shore Dr Apt 10D Chicago, IL 60611",560000.0,2.0,2.0,1550.0
349,"2449 W Logan Blvd Apt 3N Chicago, IL 60647",362500.0,2.0,2.0,1550.0
350,"18428 Millennium Dr Tinley Park, IL 60477",181000.0,2.0,1.5,1550.0
351,"407 N Elizabeth St Apt 202 Chicago, IL 60642",484000.0,2.0,1.5,1550.0
352,"680 N Lake Shore Dr Apt 410 Chicago, IL 60611",390000.0,1.0,1.5,1548.0
353,"901 Huntington Dr Elk Grove Village, IL 60007",265000.0,3.0,2.5,1546.0
354,"16001 S 88th Ave Unit 403 Orland Park, IL 60462",158500.0,2.0,2.0,1545.0
355,"1321 N Bosworth Ave Chicago, IL 60642",490000.0,2.0,2.0,1538.0
356,"4707 N Kenmore Ave # 3-N Chicago, IL 60640",362500.0,2.0,2.0,1534.0
357,"5300 N Lincoln Ave Apt 2D Chicago, IL 60625",423500.0,3.0,2.0,1527.0
358,"1524 S Sangamon St Unit 808-S Chicago, IL 60608",365000.0,3.0,2.0,1525.0
359,"38 6th Ave Apt A3 La Grange, IL 60525",240000.0,2.0,1.5,1523.0
360,"79 E 16th St Unit 3 Chicago, IL 60616",152000.0,2.0,2.0,1520.0
361,"18245 66th Ct Apt 3A Tinley Park, IL 60477",158000.0,2.0,2.0,1520.0
362,"4420 N Malden St Apt 2 Chicago, IL 60640",379500.0,3.0,2.0,1516.0
363,"1235 S Prairie Ave Apt 504 Chicago, IL 60605",560000.0,2.0,2.0,1516.0
364,"3041 S Michigan Ave Unit 504 Chicago, IL 60616",155000.0,3.0,2.5,1500.0
365,"759 Scott Chicago, IL 60610",485000.0,3.0,2.5,1500.0
366,"2217 N Oakley Ave Apt 1N Chicago, IL 60647",440000.0,2.0,2.5,1500.0
367,"4736 N Lincoln Ave Apt 2S Chicago, IL 60625",516000.0,3.0,2.0,1500.0
368,"1777 W Crystal Ln Unit 711 Mount Prospect, IL 60056",173000.0,3.0,2.0,1500.0
369,"11221 S Kean Ave Palos Hills, IL 60465",166000.0,3.0,2.0,1500.0
370,"1127 W Chestnut St Apt 1N Chicago, IL 60642",362500.0,2.0,2.0,1500.0
371,"920 W Madison St Apt A6 Chicago, IL 60607",611500.0,2.0,2.0,1500.0
372,"4890 N Ashland Ave Apt 2N Chicago, IL 60640",345000.0,2.0,2.0,1500.0
373,"6933 N Kedzie Ave Apt 709 Chicago, IL 60645",131000.0,2.0,2.0,1500.0
374,"505 Sheridan Rd Apt 3W Evanston, IL 60202",325000.0,2.0,2.0,1500.0
375,"9386 Landings Ln Unit 206 Des Plaines, IL 60016",137000.0,2.0,2.0,1500.0
376,"428 N Noble St Apt 3 Chicago, IL 60642",415000.0,2.0,2.0,1500.0
377,"1610 W Fullerton Ave Unit 504 Chicago, IL 60614",450000.0,2.0,2.0,1500.0
378,"4635 N Malden St Apt 3S Chicago, IL 60640",361000.0,2.0,2.0,1500.0
379,"3561 W Lyndale St # 3W Chicago, IL 60647",340000.0,2.0,2.0,1500.0
380,"1020 W Armitage Ave Apt 2A Chicago, IL 60614",790000.0,2.0,2.0,1500.0
381,"1425 W Roscoe St Apt 3W Chicago, IL 60657",600000.0,2.0,2.0,1500.0
382,"4315 N Kenmore Ave Apt 3N Chicago, IL 60613",370000.0,2.0,2.0,1500.0
383,"1301 W Madison St Apt 501 Chicago, IL 60607",560000.0,2.0,2.0,1500.0
384,"1127 W Chestnut St # 3-3-G Chicago, IL 60642",605000.0,2.0,2.0,1500.0
385,"1717 W Newport Ave Apt 4 Chicago, IL 60657",457500.0,2.0,2.0,1500.0
386,"1230 W Hood Ave # 2 Chicago, IL 60660",351500.0,2.0,2.0,1500.0
387,"1255 N State Pkwy Apt 2E Chicago, IL 60610",499000.0,2.0,2.0,1500.0
388,"312 N May St Apt 3F Chicago, IL 60607",500000.0,2.0,1.5,1500.0
389,"1872 N Clybourn Ave Apt 112 Chicago, IL 60614",457000.0,2.0,1.5,1500.0
390,"3445 N Elaine Pl Apt 2N Chicago, IL 60657",410000.0,3.0,1.0,1500.0
391,"127 Washington Blvd Apt 2 Oak Park, IL 60302",122000.0,3.0,1.0,1500.0
392,"8134 S Calumet Ave Chicago, IL 60619",102000.0,2.0,1.0,1500.0
393,"2041 W Berwyn Ave # 3 Chicago, IL 60625",297500.0,2.0,1.0,1500.0
394,"1476 Perry St Unit 302 Des Plaines, IL 60016",210000.0,2.0,2.0,1492.0
395,"175 E Delaware Pl Apt 6910 Chicago, IL 60611",595000.0,2.0,2.0,1483.0
396,"4616 W Waveland Ave Chicago, IL 60641",569750.0,3.0,2.5,1480.0
397,"505 N Lake Shore Dr Apt 3708 Chicago, IL 60611",612000.0,2.0,2.0,1480.0
398,"1610 E Andover Dr Hanover Park, IL 60133",218000.0,4.0,2.0,1476.0
399,"3300 W Irving Park Rd Unit H2 Chicago, IL 60618",315000.0,3.0,2.0,1475.0
400,"5555 N Cumberland Ave Unit 703 Chicago, IL 60656",280000.0,2.0,2.0,1457.0
401,"817 Hinman Ave Apt 2E Evanston, IL 60202",380000.0,1.0,1.5,1457.0
402,"1440 S Michigan Ave Apt 418 Chicago, IL 60605",457000.0,3.0,2.5,1450.0
403,"3427 Vollmer Rd Unit 204 Flossmoor, IL 60422",145000.0,3.0,2.0,1450.0
404,"4250 N Marine Dr Apt 1436 Chicago, IL 60613",330000.0,2.0,2.0,1450.0
405,"505 N Lake Shore Dr Apt 3912 Chicago, IL 60611",610000.0,2.0,2.0,1450.0
406,"4150 N Sheridan Rd Chicago, IL 60613",400000.0,2.0,2.0,1450.0
407,"2900 W Irving Park Rd Apt 404 Chicago, IL 60618",331000.0,2.0,2.0,1450.0
408,"633 S Plymouth Ct Apt 302 Chicago, IL 60605",319000.0,1.0,1.5,1450.0
409,"333 W Hubbard St Apt 912 Chicago, IL 60654",485000.0,2.0,2.0,1448.0
410,"1501 S Indiana Ave Unit O Chicago, IL 60605",509000.0,2.0,2.5,1447.0
411,"21 E Huron St Apt 1003 Chicago, IL 60611",705000.0,2.0,2.0,1446.0
412,"203 S Sangamon St Apt 308 Chicago, IL 60607",555000.0,2.0,2.0,1445.0
413,"1033 E 46th St Apt 302 Chicago, IL 60653",242500.0,2.0,2.0,1440.0
414,"4005 N Kenmore Ave Apt 3 Chicago, IL 60613",324000.0,2.0,1.5,1440.0
415,"833 W Belle Plaine Ave Apt 2 Chicago, IL 60613",415000.0,3.0,2.0,1438.0
416,"2235 N Lister Ave Apt 202 Chicago, IL 60614",413000.0,3.0,2.0,1435.0
417,"175 E Delaware Pl Apt 6906 Chicago, IL 60611",580000.0,2.0,2.0,1408.0
418,"6245 W 90th Pl Oak Lawn, IL 60453",300000.0,3.0,1.5,1407.0
419,"330 W Diversey Pkwy Apt 502 Chicago, IL 60657",367500.0,3.0,2.0,1403.0
420,"182 W Lake St Apt 2206 Chicago, IL 60601",412000.0,2.0,2.0,1403.0
421,"1801 S Michigan Ave Unit 206 Chicago, IL 60616",450000.0,2.0,2.5,1400.0
422,"1500 N La Salle Dr Apt 1D Chicago, IL 60610",467500.0,3.0,2.0,1400.0
423,"950 E Wilmette Rd # AV409 Palatine, IL 60074",156000.0,3.0,2.0,1400.0
424,"1547 W Farwell Ave Chicago, IL 60626",246000.0,3.0,2.0,1400.0
425,"7043 W 74th Pl Chicago, IL 60638",370000.0,3.0,2.0,1400.0
426,"1500 N La Salle Dr Apt 1B Chicago, IL 60610",420000.0,2.0,2.0,1400.0
427,"2840 W Hollywood Ave Apt 1W Chicago, IL 60659",226000.0,2.0,2.0,1400.0
428,"1212 N Wells St Apt 1305 Chicago, IL 60610",477500.0,2.0,2.0,1400.0
429,"1526 W Chicago Ave Apt 2 Chicago, IL 60642",430000.0,2.0,2.0,1400.0
430,"1326 W Belmont Ave # 2 Chicago, IL 60657",435000.0,2.0,2.0,1400.0
431,"11 N Green St Unit 2C Chicago, IL 60607",560000.0,2.0,2.0,1400.0
432,"701 W Jackson Blvd Apt 304 Chicago, IL 60661",470500.0,2.0,2.0,1400.0
433,"2135 N Southport Ave Apt 102 Chicago, IL 60614",349000.0,2.0,2.0,1400.0
434,"7801 Niles Center Rd Apt 101 Skokie, IL 60077",160000.0,2.0,2.0,1400.0
435,"2119 N Damen Ave Apt 3 Chicago, IL 60647",490000.0,2.0,2.0,1400.0
436,"1144 W Diversey Pkwy Apt 4 Chicago, IL 60614",527000.0,2.0,2.0,1400.0
437,"1 Renaissance Pl Unit 1100 Palatine, IL 60067",137000.0,2.0,2.0,1400.0
438,"4250 N Marine Dr Apt 2315 Chicago, IL 60613",300000.0,2.0,2.0,1400.0
439,"1250 N Dearborn St Apt 12A Chicago, IL 60610",465000.0,2.0,2.0,1400.0
440,"3758 N Fremont St # 2 Chicago, IL 60613",440000.0,2.0,2.0,1400.0
441,"651 W Buckingham Pl # 2E Chicago, IL 60657",394000.0,2.0,1.5,1400.0
442,"5823 N Ravenswood Ave Apt 101 Chicago, IL 60660",310000.0,2.0,1.5,1400.0
443,"1831 N Fremont St # 2F Chicago, IL 60614",3495000.0,2.0,1.5,1400.0
444,"1000 W Washington Blvd Unit 517 Chicago, IL 60607",10250000.0,1.0,1.5,1400.0
445,"1640 E 50th St Apt 22A Chicago, IL 60615",135000.0,1.0,1.5,1400.0
446,"606 W Aldine Ave Apt 3E Chicago, IL 60657",450000.0,2.0,1.0,1400.0
447,"312 Wisconsin Ave # 3S Oak Park, IL 60302",279500.0,2.0,1.0,1400.0
448,"411 S Sangamon St # 52 Chicago, IL 60607",400000.0,2.0,1.0,1400.0
449,"1060 Shermer Rd Apt 28 Northbrook, IL 60062",281000.0,2.0,1.5,1396.0
450,"2800 N Lake Shore Dr Apt 2116 Chicago, IL 60657",550000.0,2.0,2.0,1394.0
451,"3634 N Fremont St Apt 4 Chicago, IL 60613",505000.0,2.0,2.0,1394.0
452,"16001 S 88th Ave Unit 204 Orland Park, IL 60462",145000.0,2.0,2.0,1392.0
453,"850 N Dewitt Pl Apt 12A Chicago, IL 60611",332000.0,2.0,2.0,1385.0
454,"2146 W Madison St # 2 Chicago, IL 60612",242500.0,3.0,2.0,1380.0
455,"1350 W Fullerton Ave Apt 414 Chicago, IL 60614",435000.0,2.0,2.0,1380.0
456,"3631 N Halsted St Apt 208 Chicago, IL 60613",475000.0,2.0,2.0,1380.0
457,"520 W Huron St Apt 120 Chicago, IL 60654",467000.0,2.0,2.0,1380.0
458,"124 W Polk St Apt 702 Chicago, IL 60605",240000.0,2.0,1.0,1375.0
459,"660 McHenry Rd Apt 105 Wheeling, IL 60090",185000.0,2.0,2.0,1372.0
460,"7059 N Damen Ave # G Chicago, IL 60645",177500.0,2.0,1.0,1367.0
461,"1802 Maple Ave Northbrook, IL 60062",349500.0,3.0,1.0,1365.0
462,"1433 Perry St Apt 302 Des Plaines, IL 60016",200000.0,2.0,2.0,1360.0
463,"218 S Laflin St Apt 101 Chicago, IL 60607",430000.0,2.0,1.5,1360.0
464,"780 S Federal St Apt 208 Chicago, IL 60605",315000.0,2.0,2.0,1354.0
465,"1640 Maple Ave Apt 1205 Evanston, IL 60201",405000.0,2.0,2.0,1353.0
466,"1515 E 69th St Apt 3E Chicago, IL 60637",135000.0,3.0,2.0,1350.0
467,"200 W Grand Ave Apt 1101 Chicago, IL 60654",485000.0,3.0,2.0,1350.0
468,"4814 N Damen Ave Apt 309 Chicago, IL 60625",391500.0,2.0,2.0,1350.0
469,"4911 N Lincoln Ave # 1 Chicago, IL 60625",317000.0,2.0,2.0,1350.0
470,"1350 W Fullerton Ave # P-31 Chicago, IL 60614",612750.0,2.0,2.0,1350.0
471,"4814 N Damen Ave Apt 409 Chicago, IL 60625",392000.0,2.0,2.0,1350.0
472,"1729 N Clybourn Ave Ste 2G Chicago, IL 60614",382000.0,2.0,2.0,1350.0
473,"2147 W Rice St Apt 2E Chicago, IL 60622",419000.0,2.0,2.0,1350.0
474,"1440 N Lake Shore Dr Apt 29E Chicago, IL 60610",580000.0,2.0,2.0,1350.0
475,"680 N Green St Apt 311 Chicago, IL 60642",365000.0,2.0,2.0,1350.0
476,"2031 W Evergreen Ave Apt 3W Chicago, IL 60622",429000.0,2.0,2.0,1350.0
477,"7305 W 61st Pl Summit, IL 60501",156000.0,3.0,1.0,1350.0
478,"8809 W Golf Rd Apt 3H Niles, IL 60714",135000.0,1.0,1.0,1350.0
479,"1212 N Wells St Apt 801 Chicago, IL 60610",485000.0,2.0,2.0,1341.0
480,"470 W Mahogany Ct Unit 603 Palatine, IL 60067",195000.0,2.0,2.0,1340.0
481,"470 W Mahogany Ct Unit 507 Palatine, IL 60067",191000.0,2.0,2.0,1340.0
482,"1749 N Wells St Apt 612 Chicago, IL 60614",515500.0,2.0,2.0,1340.0
483,"440 W Mahogany Ct Unit 508 Palatine, IL 60067",195000.0,2.0,2.0,1337.0
484,"1503 Crawford Ln Hanover Park, IL 60133",211000.0,4.0,2.0,1336.0
485,"801 S Prospect Ave Park Ridge, IL 60068",380000.0,2.0,2.5,1334.0
486,"3731 Dory Cir W Hanover Park, IL 60133",178500.0,3.0,1.5,1331.0
487,"1448 Merrimac Ln S Hanover Park, IL 60133",175000.0,3.0,1.5,1331.0
488,"1616 W Montrose Ave Apt 2E Chicago, IL 60613",334500.0,2.0,2.0,1330.0
489,"2403 W Flournoy St Chicago, IL 60612",245000.0,2.0,1.5,1330.0
490,"455 W Wood St Unit 305 Palatine, IL 60067",265000.0,2.0,2.0,1329.0
491,"21 W Bradley St Des Plaines, IL 60016",345000.0,4.0,2.0,1326.0
492,"500 S Clinton St Apt 232 Chicago, IL 60607",309500.0,2.0,2.0,1326.0
493,"125 S Jefferson St Unit 1302 Chicago, IL 60661",458000.0,2.0,2.0,1326.0
494,"2045 W Concord Pl Apt 502 Chicago, IL 60647",516000.0,2.0,2.0,1325.0
495,"933 W Van Buren St Apt 404 Chicago, IL 60607",464000.0,2.0,2.0,1325.0
496,"1000 W Adams St Apt 810 Chicago, IL 60607",530000.0,2.0,2.0,1323.0
497,"1749 N Wells St Apt 806 Chicago, IL 60614",488500.0,2.0,2.0,1322.0
498,"333 N Canal St Apt 1403 Chicago, IL 60606",461000.0,2.0,1.5,1316.0
499,"1530 S State St Apt 611 Chicago, IL 60605",374000.0,2.0,2.0,1315.0
500,"1000 W Adams St Apt 611 Chicago, IL 60607",510000.0,2.0,2.0,1305.0
501,"21 W Chestnut St Apt 1601 Chicago, IL 60610",660000.0,2.0,2.0,1302.0
502,"111 S Morgan St Apt 901 Chicago, IL 60607",530000.0,2.0,2.0,1302.0
503,"3338 N Damen Ave # 2 Chicago, IL 60618",425000.0,2.0,2.5,1300.0
504,"9819 S Keeler Ave Apt 2C Oak Lawn, IL 60453",125000.0,3.0,2.0,1300.0
505,"812 S Miller St # 3S Chicago, IL 60607",315000.0,3.0,2.0,1300.0
506,"3249 N Racine Ave Apt 3 Chicago, IL 60657",460000.0,2.0,2.0,1300.0
507,"2512 W Bloomingdale Ave Apt B Chicago, IL 60647",400000.0,2.0,2.0,1300.0
508,"3454 N Ashland Ave Apt 4S Chicago, IL 60657",453000.0,2.0,2.0,1300.0
509,"15 S Throop St Apt 301 Chicago, IL 60607",600000.0,2.0,2.0,1300.0
510,"942 N Wolcott Ave Chicago, IL 60622",441000.0,2.0,2.0,1300.0
511,"227 E Walton Pl Apt 9W Chicago, IL 60611",429000.0,2.0,2.0,1300.0
512,"1950 W Armitage Ave # 3 Chicago, IL 60622",491500.0,2.0,2.0,1300.0
513,"2327 N Geneva Ter # 3 Chicago, IL 60614",459500.0,2.0,2.0,1300.0
514,"101 Bar Harbour Rd Unit 2R Schaumburg, IL 60193",145000.0,2.0,2.0,1300.0
515,"807 W University Ln Unit 3B Chicago, IL 60608",355000.0,2.0,2.0,1300.0
516,"2911 N Western Ave Apt 411 Chicago, IL 60618",328000.0,2.0,2.0,1300.0
517,"1528 W Fargo Ave Apt 2S Chicago, IL 60626",186000.0,2.0,2.0,1300.0
518,"4458 N Albany Ave # 3 Chicago, IL 60625",281000.0,2.0,2.0,1300.0
519,"2605 S Indiana Ave Unit 1101 Chicago, IL 60616",160000.0,2.0,2.0,1300.0
520,"106 S Ridgeland Ave Apt 402 Oak Park, IL 60302",330000.0,2.0,2.0,1300.0
521,"6740 180th St Apt 2W Tinley Park, IL 60477",146000.0,2.0,2.0,1300.0
522,"4649 N Dover St Apt 1 Chicago, IL 60640",300000.0,3.0,1.5,1300.0
523,"100 E Lillian Ave Apt 2D Arlington Heights, IL 60004",160000.0,2.0,1.5,1300.0
524,"2836 N Southport Ave # C Chicago, IL 60657",465000.0,2.0,1.5,1300.0
525,"320 W Oakdale Ave Apt 403 Chicago, IL 60657",340000.0,2.0,1.5,1300.0
526,"3320 N Lincoln Ave Chicago, IL 60657",251500.0,1.0,1.5,1300.0
527,"1634 W Columbia Ave Apt 3N Chicago, IL 60626",195000.0,2.0,1.0,1300.0
528,"811 N Racine Ave Chicago, IL 60642",326000.0,2.0,1.0,1300.0
529,"4420 N Clark St Apt 204 Chicago, IL 60640",344000.0,2.0,2.0,1299.0
530,"5669 Tiburon Ct Hanover Park, IL 60133",118000.0,3.0,1.5,1296.0
531,"3616 N Janssen Ave Apt 2N Chicago, IL 60613",440000.0,2.0,2.0,1293.0
532,"1740 N Marshfield Ave Apt 8 Chicago, IL 60622",392000.0,2.0,1.5,1290.0
533,"1313 N Ritchie Ct Apt 504 Chicago, IL 60610",660000.0,2.0,2.0,1285.0
534,"919 N Wolcott Ave # PU-4 Chicago, IL 60622",460000.0,2.0,2.0,1280.0
535,"1111 S Wabash Ave Apt 803 Chicago, IL 60605",415000.0,2.0,2.0,1278.0
536,"1339 W Lunt Ave Apt 3M Chicago, IL 60626",191000.0,2.0,2.0,1276.0
537,"1560 Windjammer Ln Hanover Park, IL 60133",249000.0,3.0,2.0,1274.0
538,"1308 Sea Biscuit Ln Hanover Park, IL 60133",216500.0,3.0,2.0,1268.0
539,"515 Main St Apt 909 Evanston, IL 60202",345000.0,2.0,2.0,1268.0
540,"550 W Fulton St Apt 206 Chicago, IL 60661",505000.0,2.0,2.0,1262.0
541,"2915 N Clybourn Ave Unit 201 Chicago, IL 60618",330000.0,2.0,2.0,1261.0
542,"2843 W Belmont Ave Chicago, IL 60618",1300000.0,2.0,1.0,1260.0
543,"9355 Irving Park Rd Apt 322 Schiller Park, IL 60176",161500.0,2.0,2.0,1258.0
544,"1143 S Plymouth Ct Apt 105 Chicago, IL 60605",405000.0,2.0,2.5,1250.0
545,"1115 S Plymouth Ct Apt 125 Chicago, IL 60605",310000.0,2.0,2.5,1250.0
546,"2650 N Lakeview Ave Apt 3501 Chicago, IL 60614",460000.0,2.0,2.0,1250.0
547,"1450 N Astor St Apt 10B Chicago, IL 60610",412000.0,2.0,2.0,1250.0
548,"6933 N Kedzie Ave Apt 1113 Chicago, IL 60645",142000.0,2.0,2.0,1250.0
549,"5415 N Sheridan Rd Apt 1901 Chicago, IL 60640",284500.0,2.0,2.0,1250.0
550,"2254 W Adams St Apt 2 Chicago, IL 60612",199000.0,2.0,2.0,1250.0
551,"801 S Plymouth Ct Apt 201 Chicago, IL 60605",332500.0,2.0,2.0,1250.0
552,"71 E Division St Apt 901 Chicago, IL 60610",390000.0,2.0,2.0,1250.0
553,"40 E 9th St Apt 1416 Chicago, IL 60605",300000.0,2.0,2.0,1250.0
554,"247 W Scott St Apt 208 Chicago, IL 60610",465000.0,2.0,2.0,1250.0
555,"613 N Noble St # 2 Chicago, IL 60642",365000.0,2.0,2.0,1250.0
556,"40 E Delaware Pl Apt 501 Chicago, IL 60611",415000.0,2.0,2.0,1250.0
557,"6642 S Kimbark Ave Apt 2S Chicago, IL 60637",179000.0,2.0,2.0,1250.0
558,"701 W Jackson Blvd Apt 401A Chicago, IL 60661",400500.0,2.0,1.5,1250.0
559,"6166 N Sheridan Rd Apt 26H Chicago, IL 60660",125000.0,2.0,1.5,1250.0
560,"952 Pleasant St Apt 3G Oak Park, IL 60302",202500.0,2.0,1.0,1250.0
561,"1473 W Foster Ave # 3 Chicago, IL 60640",315000.0,2.0,1.0,1250.0
562,"5874 E Beverly Cir Hanover Park, IL 60133",120000.0,3.0,2.0,1248.0
563,"5852 Chatsworth Ct Hanover Park, IL 60133",250000.0,3.0,2.0,1248.0
564,"4710 N Elston Ave Apt 306 Chicago, IL 60630",229000.0,2.0,2.0,1245.0
565,"655 W Irving Park Rd Apt 801 Chicago, IL 60613",315000.0,2.0,2.0,1240.0
566,"3660 N Lake Shore Dr Apt 1701 Chicago, IL 60613",380000.0,2.0,2.0,1240.0
567,"1330 W Monroe St Apt 310 Chicago, IL 60607",420000.0,2.0,1.0,1232.0
568,"1685 Mill St Apt 301 Des Plaines, IL 60016",192000.0,2.0,1.0,1230.0
569,"1000 W Leland Ave Apt 11B Chicago, IL 60640",375000.0,2.0,2.0,1228.0
570,"5865 Charleston Ct Hanover Park, IL 60133",140000.0,4.0,2.0,1225.0
571,"510 W Erie St Apt 1106 Chicago, IL 60654",467000.0,2.0,2.0,1225.0
572,"222 N Columbus Dr Apt 2708 Chicago, IL 60601",405000.0,2.0,2.0,1225.0
573,"2919 N Harlem Ave Apt 403 Chicago, IL 60707",210000.0,2.0,2.0,1223.0
574,"2505 Prairie Ave Apt 3L Evanston, IL 60201",212000.0,2.0,2.0,1222.0
575,"500 W Superior St Unit 613 Chicago, IL 60654",590000.0,2.0,2.0,1220.0
576,"133 Patrick Ave # 1902C Willow Springs, IL 60480",216000.0,3.0,2.5,1219.0
577,"3890 Windjammer Ln Hanover Park, IL 60133",265000.0,4.0,2.0,1214.0
578,"933 W Van Buren St Apt 416 Chicago, IL 60607",386000.0,2.0,2.0,1213.0
579,"21 E Huron St Apt 3802 Chicago, IL 60611",650000.0,1.0,1.5,1210.0
580,"1212 N Wells St Apt 804 Chicago, IL 60610",460000.0,2.0,2.0,1205.0
581,"5538 N Glenwood Ave Apt A Chicago, IL 60640",487000.0,3.0,2.5,1200.0
582,"345 Grissom Ct Hoffman Estates, IL 60169",157500.0,2.0,2.5,1200.0
583,"1987 Gary Ct Unit C Schaumburg, IL 60193",170000.0,2.0,2.0,1200.0
584,"345 W Fullerton Pkwy Apt 904 Chicago, IL 60614",330000.0,2.0,2.0,1200.0
585,"1822 W Thomas St # 2 Chicago, IL 60622",395000.0,2.0,2.0,1200.0
586,"2015 W Birchwood Ave # 3 Chicago, IL 60645",182000.0,2.0,2.0,1200.0
587,"600 N Kingsbury St Apt 1510 Chicago, IL 60654",437500.0,2.0,2.0,1200.0
588,"4536 N Sheridan Rd Apt 303 Chicago, IL 60640",299000.0,2.0,2.0,1200.0
589,"4203 Quinlan Rd Apt 202B Glenview, IL 60025",183500.0,2.0,2.0,1200.0
