Address ,List_Price ,
"2020 Chestnut Ave Apt 305 Glenview, IL 60025","$170,000 ",
"800 Ridge Rd Apt 211 Wilmette, IL 60091","$237,500 ",
"15724 Deerfield Ct Unit 1N Orland Park, IL 60462","$220,000 ",
"6930 29th St Berwyn, IL 60402","$105,000 ",
"2301 MacDonald Ln Flossmoor, IL 60422","$190,000 ",
"9032 W 140th St Apt 1B Orland Park, IL 60462","$122,000 ",
"10845 S 84th Ave Apt 3A Palos Hills, IL 60465","$615,000 ",
"6018 Birmingham St Chicago Ridge, IL 60415","$242,000 ",
"1275 E Baldwin Ln Unit 108 Palatine, IL 60074","$62,000 ",
"919 S White Willow Bay Palatine, IL 60067","$206,000 ",
"381 S Crown Ct Palatine, IL 60074","$143,000 ",
"130 Brandywine Ave Elk Grove Village, IL 60007","$375,000 ",
"1085 N Bluebonnet Ln Hoffman Estates, IL 60169","$325,000 ",
"330 W Terrace Ct Palatine, IL 60067","$43,000 ",
"273 Plymouth Dr Inverness, IL 60067","$519,000 ",
"3211 W 64th St Chicago, IL 60629","$614,000 ",
"34 W 23rd St Chicago Heights, IL 60411","$288,000 ",
"921 Cardiff Ct Schaumburg, IL 60194","$323,500 ",
"3642 W 61st St Chicago, IL 60629","$21,500 ",
"8342 S Kedvale Ave Chicago, IL 60652","$205,000 ",
"5557 S Shields Ave Chicago, IL 60621","$90,000 ",
"2540 Victor Ave Glenview, IL 60025","$145,000 ",
"3801 178th Pl Country Club Hills, IL 60478","$265,000 ",
"10806 S Eggleston Ave Chicago, IL 60628","$229,000 ",
"1812 S Dearborn St Apt 11 Chicago, IL 60616","$292,000 ",
"757 N Orleans St Chicago, IL 60654","$218,500 ",
"2032 W Superior St Apt 2 Chicago, IL 60612","$367,500 ",
"3045 N Greenview Ave Apt 202 Chicago, IL 60657","$285,000 ",
"1537 N Bosworth Ave # 3 Chicago, IL 60642","$178,000 ",
"2814 W Chicago Ave Apt 2 Chicago, IL 60622","$364,000 ",
"6060 W Giddings St Chicago, IL 60630","$395,000 ",
"740 W Fulton St Apt 612 Chicago, IL 60661","$523,000 ",
"2101 N Lawler Ave Chicago, IL 60639","$191,000 ",
"2706 W Chicago Ave Apt 3 Chicago, IL 60622","$350,000 ",
"200 N Dearborn St Unit 4604 Chicago, IL 60601","$700,000 ",
"3141 N Kimball Ave Chicago, IL 60618","$350,000 ",
"520 S State St Chicago, IL 60605","$785,000 ",
"5304 N New England Ave Chicago, IL 60656","$190,000 ",
"4052 N Olcott Ave Norridge, IL 60706","$1,300,000 ",
"6340 W Barry Ave # 1 Chicago, IL 60634","$195,000 ",
"656 E 42nd St Chicago, IL 60653","$45,000 ",
"4507 N Central Ave # 302 Chicago, IL 60630","$300,000 ",
"1709 N Washtenaw Ave Chicago, IL 60647","$210,000 ",
"1454 Woodlawn Ave Glenview, IL 60025","$225,000 ",
"801 Wisconsin Ave Oak Park, IL 60304","$68,000 ",
"645 N Kingsbury St Apt 1406 Chicago, IL 60654","$100,000 ",
"950 W Monroe St Unit 408 Chicago, IL 60607","$208,000 ",
"933 W Van Buren St Apt 504 Chicago, IL 60607","$199,000 ",
"1530 S State St Apt 519 Chicago, IL 60605","$162,000 ",
"1546 N Orleans St Apt 506 Chicago, IL 60610","$350,000 ",
"8409 S Maryland Ave Chicago, IL 60619","$110,000 ",
"2309 W Wabansia Ave Apt 2 Chicago, IL 60647","$126,000 ",
"1740 Oak Ave Unit 602A Evanston, IL 60201","$213,000 ",
"7715 N Hermitage Ave Apt 2C Chicago, IL 60626","$255,000 ",
"3100 W Leland Ave Apt G-1 Chicago, IL 60625","$300,000 ",
"6538 N Onarga Ave Chicago, IL 60631","$195,000 ",
"532 Warren St Calumet City, IL 60409","$255,000 ",
"6223 S Monitor Ave Chicago, IL 60638","$55,000 ",
"9143 S Hoyne Ave Chicago, IL 60643","$372,600 ",
"10033 S Prospect Ave Chicago, IL 60643","$245,000 ",
"1601 N Rosetree Ln Mount Prospect, IL 60056","$319,000 ",
"1126 N Keystone Ave Chicago, IL 60651","$319,000 ",
"532 N Oak Park Ave Oak Park, IL 60302","$127,000 ",
"1243 S Wabash Ave Apt 404 Chicago, IL 60605","$255,000 ",
"247 E Chestnut St Apt 1903 Chicago, IL 60611","$89,000 ",
"2137 Oak Park Ave Berwyn, IL 60402","$760,000 ",
"1328 Ridgeland Ave Berwyn, IL 60402","$1,041,500 ",
"723 N Harding Ave Chicago, IL 60624","$450,000 ",
"440 Drake Cir # 371A Schaumburg, IL 60193","$325,000 ",
"2411 E Michael Manor Ln Arlington Heights, IL 60004","$1,075,000 ",
"1445 Westbury Dr Hoffman Estates, IL 60192","$625,000 ",
"755 Evergreen Ln Hoffman Estates, IL 60169","$396,000 ",
"18511 Ashland Ave Homewood, IL 60430","$1,299,000 ",
"1425 N California Ave # 1 Chicago, IL 60622","$300,000 ",
"3254 W 85th St Chicago, IL 60652","$157,500 ",
"12214 S Michigan Ave Chicago, IL 60628","$350,500 ",
"6308 N Knox Ave Chicago, IL 60646","$665,000 ",
"3525 N Pioneer Ave Chicago, IL 60634","$360,000 ",
"5305 S Sayre Ave Chicago, IL 60638","$412,000 ",
"3626 S Ashland Ave Chicago, IL 60609","$276,000 ",
"1030 N State St Apt 21J Chicago, IL 60610","$420,000 ",
"5336 N Winthrop Ave Apt 3W Chicago, IL 60640","$55,000 ",
"1130 W Armitage Ave Apt C2 Chicago, IL 60614","$288,000 ",
"1211 S Prairie Ave Apt 5302 Chicago, IL 60605","$128,000 ",
"1303 Wyndham Dr Apt 201 Palatine, IL 60074","$124,000 ",
"9335 Harrison St # 2-714 Des Plaines, IL 60016","$137,500 ",
"10 E Ontario St Apt 2508 Chicago, IL 60611","$290,000 ",
"920 W Madison St Apt 904W Chicago, IL 60607","$105,000 ",
"1847 W Warner Ave Chicago, IL 60613","$645,000 ",
"2036 N Humboldt Blvd Apt 3E Chicago, IL 60647","$387,000 ",
"444 W Fullerton Pkwy Apt 709 Chicago, IL 60614","$184,500 ",
"2335 W Montrose Ave Chicago, IL 60618","$675,000 ",
"1807 N Fremont St Chicago, IL 60614","$149,000 ",
"2915 N Clybourn Ave Unit 209 Chicago, IL 60618","$412,000 ",
"1514 E Reynolds Dr Palatine, IL 60074","$156,000 ",
"7537 175th St Apt 534 Tinley Park, IL 60477","$45,000 ",
"8111 S Kolmar Ave Chicago, IL 60652","$330,000 ",
"222 N Columbus Dr Apt 1106 Chicago, IL 60601","$127,000 ",
"1749 W 59th St Chicago, IL 60636","$155,000 ",
"8618 S Carpenter St Chicago, IL 60620","$200,000 ",
"314 Bensley Ave Calumet City, IL 60409","$390,000 ",
"18619 Laramie Rd Country Club Hills, IL 60478","$299,000 ",
"1658 Thorn St Chicago Heights, IL 60411","$287,000 ",
"4844 N Paulina St Apt 2E Chicago, IL 60640","$287,000 ",
"4857 N Drake Ave Apt 1 Chicago, IL 60625","$1,435,000 ",
"1035 S Madison Ave La Grange, IL 60525","$265,000 ",
"1705 Pavilion Way Unit 408 Park Ridge, IL 60068","$744,500 ",
"419 N Prospect Ave Park Ridge, IL 60068","$237,000 ",
"544 S 4th Ave Des Plaines, IL 60016","$251,500 ",
"16321 66th Ct Tinley Park, IL 60477","$557,500 ",
"1520 Petersham Ln Schaumburg, IL 60173","$267,000 ",
"9432 Quail Trl Tinley Park, IL 60487","$320,000 ",
"14216 S 85th Ave Orland Park, IL 60462","$219,000 ",
"10800 S Sangamon St Chicago, IL 60643","$160,000 ",
"7217 S Harvard Ave Chicago, IL 60621","$82,000 ",
"6759 N Ozanam Ave Chicago, IL 60631","$230,000 ",
"8114 N Oketo Ave Niles, IL 60714","$612,000 ",
"12815 S 80th Ave Palos Park, IL 60464","$350,000 ",
"4018 N Harding Ave Chicago, IL 60618","$64,500 ",
"1167 W Madison St Apt 2E Chicago, IL 60607","$280,000 ",
"5917 Cleveland St Morton Grove, IL 60053","$389,000 ",
"1500 W Monroe St Unit 119 Chicago, IL 60607","$1,890,000 ",
"4637 W Waveland Ave Chicago, IL 60641","$80,000 ",
"4120 Terri Lyn Ln Northbrook, IL 60062","$420,000 ",
"6403 Fairfield Ave Berwyn, IL 60402","$330,000 ",
"6900 N Knox Ave Lincolnwood, IL 60712","$335,000 ",
"7032 W Keeney St Niles, IL 60714","$528,000 ",
"3346 N Oak Park Ave Chicago, IL 60634","$190,000 ",
"1635 W Belmont Ave Apt 216 Chicago, IL 60657","$290,000 ",
"1434 W Lunt Ave Apt 3N Chicago, IL 60626","$144,500 ",
"3030 Gregory Ave Wilmette, IL 60091","$115,000 ",
"1531 W Farwell Ave Apt 1S Chicago, IL 60626","$372,000 ",
"6755 S Wolcott Ave Chicago, IL 60636","$148,000 ",
"1919 S Michigan Ave Unit 306 Chicago, IL 60616","$248,000 ",
"15707 Acacia Dr Orland Park, IL 60462","$625,000 ",
"10727 Winterset Dr # D3 Orland Park, IL 60467","$135,000 ",
"13820 Coghill Ln Orland Park, IL 60462","$387,000 ",
"5500 Lincoln Ave Unit 100W Morton Grove, IL 60053","$420,000 ",
"5349 N New England Ave Chicago, IL 60656","$287,000 ",
"12120 S Coach Rd Palos Heights, IL 60463","$1,299,000 ",
"17406 Briar Dr Tinley Park, IL 60487","$386,500 ",
"7720 162nd Pl Tinley Park, IL 60477","$45,000 ",
"245 N Virginia Ave Glenwood, IL 60425","$255,000 ",
"2838 Maple Ave Berwyn, IL 60402","$255,000 ",
"4715 W Gladys Ave # 1 Chicago, IL 60644","$347,000 ",
"2929 N Fairfield Ave Chicago, IL 60618","$1,100,000 ",
"1069 W 14th Pl Unit 123 Chicago, IL 60608","$225,000 ",
"3935 N Sayre Ave Chicago, IL 60634","$215,000 ",
"610 W Oakdale Ave Chicago, IL 60657","$70,000 ",
"2938 Forest Ave Brookfield, IL 60513","$635,000 ",
"4801 Greenwich Ct Rolling Meadows, IL 60008","$157,500 ",
"11207 S Whipple St Chicago, IL 60655","$339,000 ",
"5528 S 72nd Ct Summit, IL 60501","$573,000 ",
"14208 Linder Ave Midlothian, IL 60445","$150,000 ",
"4708 W 20th St Cicero, IL 60804","$96,500 ",
"18601 Becker Ter Country Club Hills, IL 60478","$114,000 ",
"11305 S Lowe Ave Chicago, IL 60628","$160,000 ",
"1812 S Dearborn St Apt 30 Chicago, IL 60616","$417,500 ",
"11250 S Homewood Ave Chicago, IL 60643","$459,500 ",
"3749 N Pine Grove Ave # 2 Chicago, IL 60613","$610,000 ",
"3034 Sherwood Ave Markham, IL 60428","$305,000 ",
"1103 N Claremont Dr Palatine, IL 60074","$605,000 ",
"329 N Brockway St Palatine, IL 60067","$1,575,000 ",
"10028 S Komensky Ave Oak Lawn, IL 60453","$15,500 ",
"204 Forest Edge Dr Palos Park, IL 60464","$875,000 ",
"9106 Falcon Ridge Dr Bridgeview, IL 60455","$312,500 ",
"9100 Beloit Ave Bridgeview, IL 60455","$480,000 ",
"11100 Saratoga Dr Orland Park, IL 60467","$197,500 ",
"744 N May St Unit 3P Chicago, IL 60642","$76,000 ",
"11424 S Racine Ave Chicago, IL 60643","$120,000 ",
"14700 Lorel Ave Oak Forest, IL 60452","$340,000 ",
"2026 Greenwood Ave Wilmette, IL 60091","$182,500 ",
"4000 Huntington Blvd Hoffman Estates, IL 60192","$220,000 ",
"11281 S Roberts Rd Apt J Palos Hills, IL 60465","$217,000 ",
"6537 W Addison St # 101 Chicago, IL 60634","$555,000 ",
"11S487 Carpenter St Lemont, IL 60439","$119,000 ",
"320 Wisteria Dr Streamwood, IL 60107","$232,000 ",
"4327 W McLean Ave Chicago, IL 60639","$400,000 ",
"2136 W 24th St # 1 Chicago, IL 60608","$375,000 ",
"2134 W 24th St # 1 Chicago, IL 60608","$905,000 ",
"3537 N Wilton Ave Apt 1 Chicago, IL 60657","$720,000 ",
"1440 N Lake Shore Dr Apt 5D Chicago, IL 60610","$334,500 ",
"4924 N Keystone Ave Chicago, IL 60630","$191,500 ",
"3405 S Leavitt St # 2 Chicago, IL 60608","$255,000 ",
"3663 N Avers Ave Chicago, IL 60618","$207,000 ",
"14336 Waverly Ave Midlothian, IL 60445","$226,000 ",
"Northbrook, IL 60062","$77,500 ",
"18429 Millennium Dr Tinley Park, IL 60477","$560,000 ",
"3904 Spyglass Cir Palos Heights, IL 60463","$250,000 ",
"904 W Saint James St Apt 2S Arlington Heights, IL 60005","$1,335,000 ",
"927 Enfield Dr # 14-G1 Northbrook, IL 60062","$140,000 ",
"15541 118th Ave Orland Park, IL 60467","$310,000 ",
"1889 Westleigh Dr Glenview, IL 60025","$325,000 ",
"2212 W Augusta Blvd Chicago, IL 60622","$1,675,000 ",
"5325 S Harper Ave # 2 Chicago, IL 60615","$350,000 ",
"2536 S 50th Ave Cicero, IL 60804","$250,000 ",
"11000 S Sangamon St Chicago, IL 60643","$570,000 ",
"6626 S Harvard Ave Chicago, IL 60621","$101,000 ",
"3521 Cleveland Ave Brookfield, IL 60513","$70,000 ",
"14630 Seeley Ave Dixmoor, IL 60426","$1,335,000 ",
"325 W 15th Pl Chicago Heights, IL 60411","$1,335,000 ",
"5936 S Kedvale Ave Chicago, IL 60629","$430,000 ",
"300 Village Cir Willow Springs, IL 60480","$275,000 ",
"1648 W Ohio St # 1W Chicago, IL 60622","$360,000 ",
"1682 Islandview Ct Hoffman Estates, IL 60169","$407,000 ",
"3550 N Lake Shore Dr Apt 1227 Chicago, IL 60657","$530,000 ",
"835 Judson Ave Apt 404 Evanston, IL 60202","$174,000 ",
"1 Chaucer Ln # B Streamwood, IL 60107","$174,000 ",
"21 Clover Cir Streamwood, IL 60107","$293,000 ",
"542 W 15th Pl Chicago Heights, IL 60411","$357,000 ",
"15711 Old Orchard Ct Unit 1N Orland Park, IL 60462","$275,000 ",
"18357 Willow Ln Lansing, IL 60438","$380,000 ",
"6405 S Spaulding Ave Chicago, IL 60629","$336,000 ",
"5706 S Oak Park Ave Chicago, IL 60638","$763,000 ",
"3042 S Avers Ave Chicago, IL 60623","$122,000 ",
"18340 Mulberry Ter Country Club Hills, IL 60478","$1,025,000 ",
"14603 Lexington Ave Harvey, IL 60426","$1,225,000 ",
"7847 W Oakleaf Ave Elmwood Park, IL 60707","$2,350,000 ",
"7537 Sycamore Dr Orland Park, IL 60462","$126,000 ",
"557 1st St Lemont, IL 60439","$2,350,000 ",
"1110 W 15th St Unit 112 Chicago, IL 60608","$1,025,000 ",
"1540 N State Pkwy Apt 10B Chicago, IL 60610","$506,000 ",
"260 E Chestnut St Apt 701 Chicago, IL 60611","$385,000 ",
"211 E Ohio St Apt 1413 Chicago, IL 60611","$105,000 ",
"1344 N Dearborn St Apt 11D Chicago, IL 60610","$270,000 ",
"1300 N Astor St Unit 26C Chicago, IL 60610","$310,000 ",
"2921 Bob O Link Rd Flossmoor, IL 60422","$265,500 ",
"9402 W 141st St Orland Park, IL 60462","$65,000 ",
"9128 Sutton Ct Orland Park, IL 60462","$138,000 ",
"1236 N Hillside Ave Berkeley, IL 60163","$925,000 ",
"410 S Western Ave Unit 410 Des Plaines, IL 60016","$126,000 ",
"9259 S Forest Ave Chicago, IL 60619","$261,500 ",
"9320 W 144th Pl Orland Park, IL 60462","$180,000 ",
"3140 Arthur Ave Brookfield, IL 60513","$375,000 ",
"536 W Cornelia Ave Apt 2S Chicago, IL 60657","$301,000 ",
"1440 W Roscoe St # 2 Chicago, IL 60657","$104,000 ",
"6612 N Ramona Ave Lincolnwood, IL 60712","$725,000 ",
"100 E Walton St Apt 11G Chicago, IL 60611","$15,000 ",
"12152 Ann St Blue Island, IL 60406","$195,000 ",
"20130 Saint Andrews Dr Olympia Fields, IL 60461","$155,000 ",
"6602 Kane Ave Hodgkins, IL 60525","$305,000 ",
"355 W Miner St Apt 3D Arlington Heights, IL 60005","$240,000 ",
"1490 Cooper Rd Hoffman Estates, IL 60169","$1,380,000 ",
"716 W Barry Ave Apt 2 Chicago, IL 60657","$128,500 ",
"2346 S 1st Ave North Riverside, IL 60546","$710,000 ",
"912 S Delphia Ave Park Ridge, IL 60068","$98,000 ",
"220 W Raye Dr Chicago Heights, IL 60411","$560,000 ",
"5117 Greentree Rd Oak Forest, IL 60452","$200,000 ",
"12828 Clinton St Blue Island, IL 60406","$915,000 ",
"2920 W 102nd Pl Evergreen Park, IL 60805","$249,000 ",
"11041 S Westwood Dr Palos Hills, IL 60465","$252,500 ",
"5656 N Prospect Ave Chicago, IL 60631","$387,000 ",
"10810 S Washtenaw Ave Chicago, IL 60655","$289,000 ",
"1277 E Thacker St Apt 305 Des Plaines, IL 60016","$85,000 ",
"737 W Washington Blvd Apt 3607 Chicago, IL 60661","$239,000 ",
"437 W Division St Apt 516 Chicago, IL 60610","$610,000 ",
"11201 S Drake Ave Chicago, IL 60655","$570,000 ",
"8854 S Eggleston Ave Chicago, IL 60620","$405,000 ",
"1719 W Greenleaf Ave Chicago, IL 60626","$532,500 ",
"3910 N Kedzie Ave Chicago, IL 60618","$420,000 ",
"1301 W Madison St Apt 615 Chicago, IL 60607","$215,000 ",
"547 W Addison St Apt 2S Chicago, IL 60613","$212,500 ",
"355 Ridge Rd Kenilworth, IL 60043","$212,500 ",
"2117 Berry Ct Schaumburg, IL 60194","$699,000 ",
"1615 S Miller St Unit 2A Chicago, IL 60608","$240,000 ",
"3946 N Hoyne Ave Apt 1N Chicago, IL 60618","$429,000 ",
"17247 Park Ave Lansing, IL 60438","$130,000 ",
"1935 Tanglewood Dr Unit K Glenview, IL 60025","$125,000 ",
"910 Beau Dr Unit 302 Des Plaines, IL 60016","$240,000 ",
"10925 S Kolmar Ave Oak Lawn, IL 60453","$225,000 ",
"346 Sauk Trl Park Forest, IL 60466","$102,000 ",
"800 N Michigan Ave Apt 2202 Chicago, IL 60611","$251,000 ",
"4321 N Drake Ave Apt 2W Chicago, IL 60618","$575,000 ",
"1854 N Nashville Ave Chicago, IL 60707","$275,000 ",
"9245 Robinson Ave Franklin Park, IL 60131","$399,000 ",
"245 Cottonwood Rd Northbrook, IL 60062","$763,000 ",
"1647 Clinton Ave Berwyn, IL 60402","$490,000 ",
"6776 N Keota Ave Chicago, IL 60646","$55,000 ",
"600 N Dearborn St Apt 1306 Chicago, IL 60654","$360,000 ",
"161 W Harrison St Unit 602 Chicago, IL 60605","$160,000 ",
"856 W Newport Ave # 1 Chicago, IL 60657","$56,500 ",
"3916 N Tripp Ave Chicago, IL 60641","$247,000 ",
"1310 N Ritchie Ct Apt 17D Chicago, IL 60610","$682,500 ",
"59 Cherrywood Dr Palos Park, IL 60464","$682,500 ",
"3509 N Hoyne Ave Chicago, IL 60618","$452,500 ",
"1249 W Melrose St Unit 3E Chicago, IL 60657","$950,000 ",
"303 W Ohio St Apt 3308 Chicago, IL 60654","$140,000 ",
"2311 Euclid Ave Berwyn, IL 60402","$36,000 ",
"1128 W Skylark Dr Palatine, IL 60067","$36,000 ",
"752 W Evergreen Ave # B Chicago, IL 60610","$36,000 ",
"728 W Jackson Blvd Apt 312 Chicago, IL 60661","$36,000 ",
"451 W Huron St Unit 904 Chicago, IL 60654","$36,000 ",
"520 W Huron St Apt 211 Chicago, IL 60654","$36,000 ",
"3507 S Maplewood Ave Unit 4 Chicago, IL 60632","$36,000 ",
"719 W 31st St # 3 Chicago, IL 60616","$36,000 ",
"600 N Kingsbury St Apt 1003 Chicago, IL 60654","$36,000 ",
"1340 W Bryn Mawr Ave Apt 1W Chicago, IL 60660","$143,000 ",
"17044 Ozark Ave Tinley Park, IL 60477","$143,000 ",
"17615 Ridgeland Ave Tinley Park, IL 60477","$65,000 ",
"8147 S Winchester Ave Chicago, IL 60620","$186,000 ",
"11647 S Loomis St Chicago, IL 60643","$180,000 ",
"216 S Evergreen Ave Arlington Heights, IL 60005","$1,837,500 ",
"2004 W Scott Ter Mount Prospect, IL 60056","$125,000 ",
"4334 N Lawndale Ave Chicago, IL 60618","$277,500 ",
"508 E Mulberry Ct Glenwood, IL 60425","$235,000 ",
"30 N Cedar Ln Glenwood, IL 60425","$550,000 ",
"3543 N Bosworth Ave Apt C Chicago, IL 60657","$25,000 ",
"1360 N Sandburg Ter Apt 1211C Chicago, IL 60610","$356,000 ",
"1360 N Sandburg Ter Apt 1105C Chicago, IL 60610","$95,000 ",
"3021 W Armitage Ave Apt 207 Chicago, IL 60647","$176,500 ",
"1309 N Wells St Apt 1001 Chicago, IL 60610","$180,000 ",
"607 N Elmhurst Rd Prospect Heights, IL 60070","$193,500 ",
"8101 W 131st St Palos Park, IL 60464","$280,000 ",
"1326 Scoville Ave Berwyn, IL 60402","$325,000 ",
"6630 S Brainard Ave Apt 209 Countryside, IL 60525","$862,000 ",
"2947 W 38th Pl Chicago, IL 60632","$260,000 ",
"2247 N Nagle Ave Chicago, IL 60707","$115,000 ",
"6739 N Oxford Ave Chicago, IL 60631","$31,000 ",
"310 W 15th St Chicago Heights, IL 60411","$172,500 ",
"726 Walnut St Lemont, IL 60439","$169,000 ",
"1647 Islandview Ct Hoffman Estates, IL 60169","$105,500 ",
"2085 Morningview Dr Hoffman Estates, IL 60192","$245,000 ",
"5475 McDonough Rd Hoffman Estates, IL 60192","$343,000 ",
"5 Reba Ct Morton Grove, IL 60053","$214,000 ",
"2721 N Windsor Dr Arlington Heights, IL 60004","$270,000 ",
"2710 Dove St Rolling Meadows, IL 60008","$415,000 ",
"455 W Wood St Unit 306 Palatine, IL 60067","$380,000 ",
"2354 S Oakley Ave Apt 3D Chicago, IL 60608","$120,000 ",
"2605 S Indiana Ave Unit 606 Chicago, IL 60616","$200,000 ",
"1517 W Ardmore Ave # 1 Chicago, IL 60660","$120,500 ",
"7600 N Waukegan Rd Niles, IL 60714","$20,000 ",
"614 N 3rd Ave Maywood, IL 60153","$790,000 ",
"3917 S Calumet Ave Chicago, IL 60653","$375,000 ",
"3007 W Newport Ave Chicago, IL 60618","$258,000 ",
"2 W Ridge Ave Prospect Heights, IL 60070","$945,000 ",
"104 S WA Pella Ave Mount Prospect, IL 60056","$108,000 ",
"7918 S Richmond St Chicago, IL 60652","$334,000 ",
"5530 S Parkside Ave Chicago, IL 60638","$240,000 ",
"503 Tomah Ave Prospect Heights, IL 60070","$110,000 ",
"834 Heritage Dr Mount Prospect, IL 60056","$245,000 ",
"7065 N Wolcott Ave Chicago, IL 60626","$227,000 ",
"4600 Wolf Rd Western Springs, IL 60558","$135,000 ",
"2621 Mayfair Ave Westchester, IL 60154","$234,500 ",
"9314 Mason Ave Morton Grove, IL 60053","$285,000 ",
"5960 Lake Bluff Dr Unit 701 Tinley Park, IL 60477","$365,000 ",
"558 Lathrop Ave River Forest, IL 60305","$190,000 ",
"1602 Finsbury Ln La Grange Park, IL 60526","$110,000 ",
"259 Home Ave Oak Park, IL 60302","$137,000 ",
"9120 Massasoit Ave Oak Lawn, IL 60453","$375,000 ",
"3343 Ruby St Franklin Park, IL 60131","$228,000 ",
"242 Imperial St Park Ridge, IL 60068","$115,000 ",
"1711 Habberton Ave Park Ridge, IL 60068","$144,000 ",
"2451 W Haddon Ave Chicago, IL 60622","$606,000 ",
"319 Hunterdon Ct # 2319A Schaumburg, IL 60194","$980,000 ",
"2511 Grove Ave Berwyn, IL 60402","$180,000 ",
"61 Adams Ct Unit B Streamwood, IL 60107","$289,000 ",
"5039 W Nelson St Chicago, IL 60641","$781,000 ",
"5755 S Merrimac Ave Chicago, IL 60638","$185,000 ",
"715 Oriole Dr Streamwood, IL 60107","$300,000 ",
"1905 Maureen Dr # 29-4 Hoffman Estates, IL 60192","$172,000 ",
"1737 W 77th St Chicago, IL 60620","$270,000 ",
"10728 S La Salle St Chicago, IL 60628","$190,000 ",
"645 N Kingsbury St Apt 1002 Chicago, IL 60654","$115,000 ",
"6334 W Eddy St Chicago, IL 60634","$150,000 ",
"636 N Ridgeway Ave Chicago, IL 60624","$28,000 ",
"2627 N Washtenaw Ave Chicago, IL 60647","$17,000 ",
"777 N Michigan Ave Apt 3701 Chicago, IL 60611","$18,000 ",
"7001 Oconnell Dr Apt 202 Chicago Ridge, IL 60415","$440,000 ",
"6304 Garden View Ln Matteson, IL 60443","$400,000 ",
"7851 Lake St Morton Grove, IL 60053","$162,000 ",
"2250 W Ohio St Apt 208 Chicago, IL 60612","$234,000 ",
"2944 Harlem Ave Apt 4 Riverside, IL 60546","$225,000 ",
"55 S Hale St Unit 108 Palatine, IL 60067","$52,000 ",
"5040 N California Ave Chicago, IL 60625","$400,000 ",
"2175 W Eastwood Ave Chicago, IL 60625","$137,000 ",
"2527 N Sheffield Ave Apt 3C Chicago, IL 60614","$180,000 ",
"1106 N Dryden Ave Arlington Heights, IL 60004","$25,015,500 ",
"211 E Ohio St Apt 1024 Chicago, IL 60611","$447,500 ",
"7753 S May St Chicago, IL 60620","$95,000 ",
