Address ,List_Price ,
"510 Bridle Trl # 4 Wheeling, IL 60090","$2,100,000 ",
"7709 46th St Lyons, IL 60534","$106,000 ",
"129 Santa Fe Ln Willow Springs, IL 60480","$84,000 ",
"4239 Kathleen Ln Oak Lawn, IL 60453","$85,000 ",
"555 S River Rd Apt 502 Des Plaines, IL 60016","$250,000 ",
"1470 Dennison Rd Hoffman Estates, IL 60169","$250,000 ",
"421 Courtland Ave Park Ridge, IL 60068","$166,000 ",
"Homewood, IL 60430","$195,000 ",
"3510 W Le Moyne St Chicago, IL 60651","$30,000 ",
"1620 Grove Ave Unit B Schaumburg, IL 60193","$278,000 ",
"745 Quail Run Inverness, IL 60067","$192,000 ",
"2446 W 48th St Chicago, IL 60632","$228,000 ",
"11106 S Avenue J Chicago, IL 60617","$261,500 ",
"540 S Brighton Ln Palatine, IL 60067","$425,000 ",
"8819 W 93rd St Hickory Hills, IL 60457","$540,000 ",
"8320 S Wolcott Ave Chicago, IL 60620","$600,000 ",
"370 S Western Ave Apt 506 Des Plaines, IL 60016","$186,000 ",
"7121 W 113th St Worth, IL 60482","$120,000 ",
"11410 S Neenah Ave Worth, IL 60482","$174,000 ",
"4717 W Harrison St Chicago, IL 60644","$260,000 ",
"7739 W Sunset Dr Elmwood Park, IL 60707","$290,000 ",
"6669 N Ionia Ave Chicago, IL 60646","$342,000 ",
"6210 N Keeler Ave Chicago, IL 60646","$200,000 ",
"5834 N Kingsdale Ave Chicago, IL 60646","$190,000 ",
"3660 N Lake Shore Dr Apt 1703 Chicago, IL 60613","$28,000 ",
"3660 N Lake Shore Dr Apt 2707 Chicago, IL 60613","$159,000 ",
"3660 N Lake Shore Dr Apt 3408 Chicago, IL 60613","$225,000 ",
"5320 N Sheridan Rd Apt 2307 Chicago, IL 60640","$195,000 ",
"2814 W Wellington Ave Chicago, IL 60618","$225,000 ",
"1000 W Washington Blvd Unit 338 Chicago, IL 60607","$730,000 ",
"300 S Dee Rd Apt 2C Park Ridge, IL 60068","$430,000 ",
"222 N Columbus Dr Apt 4001 Chicago, IL 60601","$236,000 ",
"8941 Laramie Ave Skokie, IL 60077","$260,000 ",
"2537 Prairie Ave Apt 2E Evanston, IL 60201","$169,500 ",
"3434 Park Pl Evanston, IL 60201","$129,000 ",
"1454 N King George Ct Palatine, IL 60067","$565,500 ",
"13209 Red Dr Lemont, IL 60439","$57,000 ",
"1297 McCarthy Rd Lemont, IL 60439","$112,000 ",
"9226 Aspen Dr Des Plaines, IL 60016","$108,000 ",
"2108 W 19th St Chicago, IL 60608","$215,000 ",
"1214 Homestead Rd La Grange Park, IL 60526","$665,000 ",
"18127 Center Ave Homewood, IL 60430","$505,000 ",
"3008 E 92nd St Chicago, IL 60617","$78,000 ",
"2119 W Touhy Ave Chicago, IL 60645","$335,000 ",
"8400 Paloma Dr Orland Park, IL 60462","$167,000 ",
"632 E Sibley Blvd Dolton, IL 60419","$934,000 ",
"9958 S Claremont Ave Chicago, IL 60643","$400,000 ",
"512 Wood St Chicago Heights, IL 60411","$400,000 ",
"30 Graymoor Ln Olympia Fields, IL 60461","$115,000 ",
"3561 S Prairie Ave # 2 Chicago, IL 60653","$268,000 ",
"1316 Darrow Ave Evanston, IL 60201","$22,500 ",
"2349 N Cleveland Ave Apt 2S Chicago, IL 60614","$462,500 ",
"5230 S Cornell Ave Apt J Chicago, IL 60615","$290,500 ",
"6037 W Eddy St Chicago, IL 60634","$139,000 ",
"1116 S New Wilke Rd Apt 107 Arlington Heights, IL 60005","$485,000 ",
"3243 N Clifton Ave # 1 Chicago, IL 60657","$462,500 ",
"3232 N Halsted St Apt D810 Chicago, IL 60657","$265,000 ",
"448 W Surf St # 3A Chicago, IL 60657","$265,000 ",
"4544 N Knox Ave Chicago, IL 60630","$355,000 ",
"1013 E 194th St Apt 202 Glenwood, IL 60425","$214,000 ",
"838 E Holly Way Palatine, IL 60074","$355,000 ",
"16159 Hackney Dr Orland Park, IL 60467","$750,000 ",
"4109 Picardy Dr Northbrook, IL 60062","$485,000 ",
"6360 N Lowell Ave Chicago, IL 60646","$233,000 ",
"3408 Monroe St Lansing, IL 60438","$35,000 ",
"249 Central Ave Matteson, IL 60443","$150,000 ",
"1845 S State St Chicago, IL 60616","$18,000 ",
"6840 W Winding Trl Oak Forest, IL 60452","$116,000 ",
"2928 Buckingham Ave Westchester, IL 60154","$300,000 ",
"3333 S Lombard Ave Cicero, IL 60804","$442,500 ",
"5212 W 122nd St Apt 1A Alsip, IL 60803","$280,000 ",
"7815 S Avalon Ave Chicago, IL 60619","$1,037,500 ",
"4353 S Shields Ave Chicago, IL 60609","$143,500 ",
"1834 Whittier Ln Schaumburg, IL 60193","$123,000 ",
"515 W Central Rd Apt 2B Mount Prospect, IL 60056","$85,000 ",
"1047 N Grove Ave Oak Park, IL 60302","$27,500 ",
"450 E Waterside Dr Unit 2605 Chicago, IL 60601","$304,000 ",
"2512 W Cullom Ave Chicago, IL 60618","$143,000 ",
"248 W Northwest Hwy Palatine, IL 60067","$158,000 ",
"1201 Wendy Dr Northbrook, IL 60062","$13,000 ",
"842 Highland Ave Oak Park, IL 60304","$138,500 ",
"5555 S Kimbark Ave # 2 Chicago, IL 60637","$515,000 ",
"16041 Lorel Ave Oak Forest, IL 60452","$397,500 ",
"1216 S New Wilke Rd Arlington Heights, IL 60005","$305,000 ",
"2749 W 96th St Evergreen Park, IL 60805","$176,000 ",
"331 Iris Ln # 1 Chicago Heights, IL 60411","$318,000 ",
"3841 214th Pl Matteson, IL 60443","$278,500 ",
"1446 W George St Chicago, IL 60657","$450,000 ",
"50 E Bellevue Pl Apt 1003 Chicago, IL 60611","$619,000 ",
"4315 N Kenmore Ave Apt 1N Chicago, IL 60613","$160,000 ",
"3801 Appian Way Apt 303 Glenview, IL 60025","$145,000 ",
"915 N La Salle Dr Chicago, IL 60610","$1,096,500 ",
"10512 Kedvale Ave Oak Lawn, IL 60453","$320,000 ",
"195 Kingman Ln Hoffman Estates, IL 60169","$520,000 ",
"1300 N Artesian Ave Chicago, IL 60622","$331,000 ",
"1400 E 55th Pl Apt 909S Chicago, IL 60637","$137,500 ",
"1332 W 111th Pl Chicago, IL 60643","$364,500 ",
"3632 N Harding Ave Chicago, IL 60618","$348,000 ",
"9904 S State St # B Chicago, IL 60628","$345,000 ",
"12555 S Wentworth Ave Chicago, IL 60628","$255,000 ",
"428 Beverly Dr Wilmette, IL 60091","$180,000 ",
"2169 N Westmoreland Dr Palatine, IL 60074","$102,000 ",
"4556 N Osage Ave Norridge, IL 60706","$382,000 ",
"11943 Pine Ave Lemont, IL 60439","$99,500 ",
"716 Houston St Lemont, IL 60439","$170,000 ",
"660 Mill Cir Unit 206 Wheeling, IL 60090","$69,000 ",
"1923 N Shenandoah Dr Arlington Heights, IL 60004","$163,000 ",
"1710 E Crabtree Dr Arlington Heights, IL 60004","$255,000 ",
"310 N Owen St Mount Prospect, IL 60056","$213,000 ",
"10330 Kent St Westchester, IL 60154","$152,500 ",
"4020 Dundee Rd Northbrook, IL 60062","$170,000 ",
"11946 S La Salle St Chicago, IL 60628","$215,500 ",
"6626 S Seeley Ave Chicago, IL 60636","$240,000 ",
"506 Uvedale Rd Riverside, IL 60546","$55,000 ",
"450 E Waterside Dr Unit 811 Chicago, IL 60601","$139,000 ",
"11545 Settlers Pond Way Unit 1A Orland Park, IL 60467","$146,000 ",
"5551 S Shields Ave Chicago, IL 60621","$253,000 ",
"1347 Hull Ave Westchester, IL 60154","$605,500 ",
"5709 N Mobile Ave Chicago, IL 60646","$127,500 ",
"1711 W Wrightwood Ave Chicago, IL 60614","$295,000 ",
"1008 E Glavin Ct Apt 4 Palatine, IL 60074","$475,000 ",
"17106 Grant St Lansing, IL 60438","$345,000 ",
"18077 Live Oak Ct # 1615 Tinley Park, IL 60477","$39,000 ",
"2250 Forest Ave North Riverside, IL 60546","$325,000 ",
"709 Roppolo Dr Elk Grove Village, IL 60007","$172,000 ",
"9442 Jackson Ave Brookfield, IL 60513","$365,000 ",
"5300 Caroline Ave Western Springs, IL 60558","$890,000 ",
"2223 N Neva Ave Chicago, IL 60707","$136,500 ",
"6167 N Canfield Ave Chicago, IL 60631","$26,000 ",
"3649 N Pittsburgh Ave Chicago, IL 60634","$77,500 ",
"149 N Ridgeland Ave Apt 1N Oak Park, IL 60302","$291,000 ",
"6161 W Higgins Ave Apt 108 Chicago, IL 60630","$1,145,000 ",
"102 Filbert Dr Streamwood, IL 60107","$310,000 ",
"4924 N Ridgewood Ave Norridge, IL 60706","$185,000 ",
"9435 S Utica Ave Evergreen Park, IL 60805","$95,000 ",
"3344 N Rutherford Ave Chicago, IL 60634","$485,000 ",
"6241 S Ada St Chicago, IL 60636","$360,000 ",
"842 W Grace St Apt 1 Chicago, IL 60613","$470,000 ",
"5445 N Sheridan Rd Apt 3409 Chicago, IL 60640","$60,000 ",
"1952 N Honore St # 1 Chicago, IL 60622","$207,000 ",
"40 E 9th St Apt 905 Chicago, IL 60605","$1,150,000 ",
"1319 W Addison St Apt 1C Chicago, IL 60613","$137,500 ",
"829 E Anderson Dr Palatine, IL 60074","$130,000 ",
"845 Busse Hwy Apt 206 Park Ridge, IL 60068","$430,000 ",
"10904 Kilpatrick Ave Apt 2A Oak Lawn, IL 60453","$10,500,000 ",
"11018 Kingston St Westchester, IL 60154","$10,500,000 ",
"10834 Berkshire St Westchester, IL 60154","$1,350,000 ",
"1021 Manchester Ave Westchester, IL 60154","$205,000 ",
"3105 Spyglass Cir Palos Heights, IL 60463","$276,000 ",
"4653 Oakridge Ave Oak Forest, IL 60452","$142,000 ",
"10019 S 90th Ave Palos Hills, IL 60465","$197,000 ",
"24 Billy Casper Ln Midlothian, IL 60445","$435,000 ",
"3305 Linneman St Glenview, IL 60025","$325,000 ",
"4050 Church St Skokie, IL 60076","$369,000 ",
"415 Forest Ave Oak Park, IL 60302","$130,000 ",
"2537 Indiana Ave Lansing, IL 60438","$115,500 ",
"17052 University Ave South Holland, IL 60473","$80,000 ",
"223 Ruth St Calumet City, IL 60409","$65,000 ",
"303 W Ohio St Apt 3604 Chicago, IL 60654","$155,000 ",
"1212 N Lake Shore Dr Apt 11CS Chicago, IL 60610","$115,500 ",
"8537 S Winchester Ave Chicago, IL 60620","$90,500 ",
"3418 N Tripp Ave Chicago, IL 60641","$152,000 ",
"3100 N Lake Shore Dr Apt 703 Chicago, IL 60657","$150,000 ",
"274 Camel Bend Ct # 4 Schaumburg, IL 60194","$1,030,000 ",
"6014 N Keating Ave Chicago, IL 60646","$1,030,000 ",
"2856 N Nordica Ave Chicago, IL 60634","$631,500 ",
"6252 N Drake Ave Chicago, IL 60659","$60,000 ",
"1701 S Greenwood Ave Park Ridge, IL 60068","$85,000 ",
"4408 N Opal Ave Norridge, IL 60706","$85,000 ",
"8947 Doral Ln Orland Park, IL 60462","$153,000 ",
"3536 Elder Ln Franklin Park, IL 60131","$350,000 ",
"775 W Kenilworth Ave Palatine, IL 60067","$475,000 ",
"2936 Kathleen Ln Flossmoor, IL 60422","$25,000 ",
"1483 Edgewood Ln Winnetka, IL 60093","$322,500 ",
"118 Wellington Rd Northbrook, IL 60062","$139,000 ",
"505 Greenwood Ave Glencoe, IL 60022","$87,000 ",
"1221 Cleveland Ave La Grange Park, IL 60526","$2,782,500 ",
"1913 S Ridgeway Ave Chicago, IL 60623","$180,000 ",
"5917 N Nina Ave Chicago, IL 60631","$193,000 ",
"9219 S 83rd Ave Hickory Hills, IL 60457","$37,150,000 ",
"1334 W Wellington Ave Chicago, IL 60657","$365,000 ",
"1122 W Hubbard St Apt 2W Chicago, IL 60642","$190,000 ",
"8608 Lavergne Ave Burbank, IL 60459","$188,000 ",
"7409 S Princeton Ave # 1 Chicago, IL 60621","$72,000 ",
"4000 S Western Ave Ste 4 Chicago, IL 60609","$72,000 ",
"2956 S Canal St # 2 Chicago, IL 60616","$146,000 ",
"Orland Park, IL 60467","$150,000 ",
"9110 Keating Ave Skokie, IL 60076","$39,500 ",
"1403 Evans Ct Elk Grove Village, IL 60007","$633,000 ",
"2637 N 78th Ct Elmwood Park, IL 60707","$159,000 ",
"9938 S Campbell Ave Chicago, IL 60655","$7,500 ",
"10651 W 154th Pl Orland Park, IL 60462","$194,000 ",
"Arlington Heights, IL 60004","$1,030,000 ",
"2000 S Michigan Ave Apt 209 Chicago, IL 60616","$375,000 ",
"5978 N Lincoln Ave Apt 5B Chicago, IL 60659","$25,500 ",
"6835 Oak View Ct Oak Forest, IL 60452","$137,500 ",
"1204 N 17th Ave Melrose Park, IL 60160","$552,500 ",
"1200 N 17th Ave Melrose Park, IL 60160","$145,000 ",
"2089 W Wabansia Ave Apt 302 Chicago, IL 60647","$690,000 ",
"1743 N Lorel Ave Chicago, IL 60639","$330,000 ",
"9100 S Harding Ave Evergreen Park, IL 60805","$138,000 ",
"4621 Farmington Ave Richton Park, IL 60471","$575,000 ",
"9438 Rich Ln Orland Park, IL 60467","$840,000 ",
"3340 N Sheffield Ave Apt 4 Chicago, IL 60657","$274,000 ",
"116 S Dee Rd Apt D Park Ridge, IL 60068","$105,000 ",
"1281 N Clybourn Ave Apt 3 Chicago, IL 60610","$275,000 ",
"319 W Erie St Apt 1W Chicago, IL 60654","$260,000 ",
"1124 W Adams St Unit 3E Chicago, IL 60607","$100,000 ",
"4088 Garden Ave Western Springs, IL 60558","$316,000 ",
"500 Dogwood Trl Elk Grove Village, IL 60007","$435,000 ",
"4401 Grove Ave Stickney, IL 60402","$125,000 ",
"20501 Hellenic Dr Olympia Fields, IL 60461","$262,000 ",
"1630 Ferndale Ave Northbrook, IL 60062","$180,500 ",
"2901 W 98th Pl Evergreen Park, IL 60805","$228,000 ",
"7836 Sea Pines Rd Orland Park, IL 60462","$215,000 ",
"11011 S Tripp Ave Oak Lawn, IL 60453","$273,000 ",
"9334 Chestnut Trl Tinley Park, IL 60487","$262,000 ",
"3028 W 100th St Evergreen Park, IL 60805","$84,500 ",
"1319 Jeffery Dr Homewood, IL 60430","$399,000 ",
"2026 N Clifton Ave Chicago, IL 60614","$215,000 ",
"3200 N Lake Shore Dr Apt 911 Chicago, IL 60657","$365,000 ",
"1173 Old Mill Ln Hanover Park, IL 60133","$135,500 ",
"9842 S Drexel Ave Chicago, IL 60628","$515,000 ",
"3131 Bellwood Ln Glenview, IL 60026","$2,150,000 ",
"1434 N Tanglewood Ave Palatine, IL 60067","$275,000 ",
"3127 N Nordica Ave Chicago, IL 60634","$375,000 ",
"5211 S Emerald Ave Chicago, IL 60609","$80,000 ",
"8547 S Burnham Ave Chicago, IL 60617","$316,000 ",
"358 Niagara St Park Forest, IL 60466","$520,000 ",
"1333 W 97th Pl Chicago, IL 60643","$622,000 ",
"632 E 90th Pl Chicago, IL 60619","$108,000 ",
"3607 Oriole Ln Rolling Meadows, IL 60008","$424,000 ",
"395 Robinson Rd Riverside, IL 60546","$425,000 ",
"14425 Highland Ave Orland Park, IL 60462","$305,000 ",
"1517 Quaker Ln # 121C Prospect Heights, IL 60070","$985,000 ",
"510 Maple Dr Streamwood, IL 60107","$200,500 ",
"726 Therese Ter Des Plaines, IL 60016","$260,568 ",
"221 University Dr Mount Prospect, IL 60056","$1,157,500 ",
"890 Timothy Ln Des Plaines, IL 60016","$4,500 ",
"712 Dempster St Apt F210 Mount Prospect, IL 60056","$359,000 ",
"615 Circle Ave Forest Park, IL 60130","$248,000 ",
"822 Forest Ave River Forest, IL 60305","$285,000 ",
"3351 W Crystal St Chicago, IL 60651","$162,500 ",
"1821 N Dayton St Chicago, IL 60614","$156,000 ",
"1701 W Augusta Blvd Chicago, IL 60622","$171,000 ",
"4929 W Byron St Chicago, IL 60641","$149,000 ",
"1426 Park Ave River Forest, IL 60305","$155,000 ",
"521 W 87th St Chicago, IL 60620","$240,000 ",
"5258 S Kenneth Ave Chicago, IL 60632","$492,000 ",
"331 S Western Ave Park Ridge, IL 60068","$134,000 ",
"317 W Prospect Ave Mount Prospect, IL 60056","$450,000 ",
"835 W Lawrence Ave Chicago, IL 60640","$380,000 ",
"2035 N Wolcott Ave Chicago, IL 60614","$314,000 ",
"567 W 16th St Chicago Heights, IL 60411","$265,000 ",
"751 N Winchester Dr Palatine, IL 60067","$355,000 ",
"7946 S Yale Ave Chicago, IL 60620","$1,510,000 ",
"1951 Shepherd Dr Des Plaines, IL 60018","$260,000 ",
"1052 S River Rd Des Plaines, IL 60016","$875,000 ",
"2638 W Lake Ave Glenview, IL 60026","$1,030,000 ",
"11941 Bates Ct Orland Park, IL 60467","$1,030,000 ",
"12533 S 73rd Ave Palos Heights, IL 60463","$1,030,000 ",
"409 W 15th St Chicago Heights, IL 60411","$1,030,000 ",
"3647 Clarence Ave Berwyn, IL 60402","$1,030,000 ",
"903 Lathrop Ave Forest Park, IL 60130","$1,030,000 ",
"3641 N Pioneer Ave Chicago, IL 60634","$1,030,000 ",
"1547 N North Park Ave Apt G Chicago, IL 60610","$1,030,000 ",
"1300 N Astor St Unit 11A Chicago, IL 60610","$201,500 ",
"1250 N Dearborn St Apt 8B Chicago, IL 60610","$325,000 ",
"414 E North Water St Chicago, IL 60611","$455,000 ",
"341 Nuttall Rd Riverside, IL 60546","$165,000 ",
"1329 N Sutton Pl Chicago, IL 60610","$195,000 ",
"1441 E Thacker St Apt 202 Des Plaines, IL 60016","$135,000 ",
"1115 W Lunt Ave Apt 3A Chicago, IL 60626","$197,000 ",
"434 W Armitage Ave Unit F Chicago, IL 60614","$292,000 ",
"20542 Greenwood Dr Olympia Fields, IL 60461","$322,500 ",
"1211 N La Salle Dr Apt 303 Chicago, IL 60610","$25,500 ",
"6024 S Major Ave Chicago, IL 60638","$152,000 ",
"229 Westmoreland Dr Wilmette, IL 60091","$8,950,000 ",
"303 N Stevenson Ln Mount Prospect, IL 60056","$452,000 ",
"Chicago, IL 60651","$360,000 ",
"7639 N Greenview Ave Apt A Chicago, IL 60626","$275,000 ",
"5701 N Sheridan Rd Apt 23G Chicago, IL 60660","$176,500 ",
"6318 N Odell Ave Chicago, IL 60631","$395,000 ",
"1817 N Dayton St Chicago, IL 60614","$305,000 ",
"1547 N Leavitt St Apt 3S Chicago, IL 60622","$845,000 ",
"2125 N Humboldt Blvd Apt C Chicago, IL 60647","$290,000 ",
"195 N Harbor Dr Apt 3601 Chicago, IL 60601","$130,000 ",
"1144 W Roscoe St Apt 3W Chicago, IL 60657","$686,000 ",
"5755 N Rockwell St Chicago, IL 60659","$154,000 ",
"8 E Randolph St Unit 2703 Chicago, IL 60601","$167,000 ",
"1349 S Indiana Pkwy Chicago, IL 60605","$225,000 ",
"1632 S Indiana Ave Apt 305 Chicago, IL 60616","$2,782,500 ",
"10519 S Avenue F Chicago, IL 60617","$375,000 ",
"3240 N Osceola Ave Chicago, IL 60634","$37,150,000 ",
"306 S Elmwood Ave Palatine, IL 60074","$5,421,000 ",
"8119 S Sacramento Ave Chicago, IL 60652","$255,000 ",
"1099 Cranbrook Dr Schaumburg, IL 60193","$227,000 ",
"2314 N Lincoln Park W Apt 17S Chicago, IL 60614","$90,000 ",
"1228 W Melrose St # 2 Chicago, IL 60657","$216,000 ",
"1620 S Michigan Ave Unit 911 Chicago, IL 60616","$794,000 ",
"4954 N Kimball Ave Apt 2W Chicago, IL 60625","$635,000 ",
"320 E 21st St Unit 504 Chicago, IL 60616","$450,000 ",
"6166 N Sheridan Rd Apt 24H Chicago, IL 60660","$749,000 ",
"3306 N Clifton Ave Apt 1S Chicago, IL 60657","$162,000 ",
"1447 W Edgewater Ave # 1 Chicago, IL 60660","$430,000 ",
"319 Kedzie St Apt 2E Evanston, IL 60202","$60,000 ",
"6051 N Marmora Ave Chicago, IL 60646","$245,000 ",
"920 N Roberta Ave Melrose Park, IL 60164","$220,500 ",
"6155 N Forest Glen Ave Chicago, IL 60646","$175,000 ",
"4770 N Manor Ave Apt 403 Chicago, IL 60625","$241,500 ",
"3113 W Lawrence Ave Apt A202 Chicago, IL 60625","$211,000 ",
"9151 Sunrise Ln Orland Park, IL 60462","$615,000 ",
"2501 Glenview Ave Park Ridge, IL 60068","$180,000 ",
"8000 S Talman Ave Chicago, IL 60652","$515,000 ",
"2222 S 11th Ave Broadview, IL 60155","$294,000 ",
"1847 Cedar Rd Homewood, IL 60430","$163,500 ",
"251 W 15th Pl Chicago Heights, IL 60411","$175,000 ",
"2343 N Kilbourn Ave Chicago, IL 60639","$70,000 ",
"540 N Park Rd La Grange Park, IL 60526","$722,500 ",
"3216 N Ravenswood Ave Apt 1N Chicago, IL 60657","$295,000 ",
"947 Garden Ln Wheeling, IL 60090","$175,000 ",
"711 S River Rd Apt 711 Des Plaines, IL 60016","$299,000 ",
"10109 S Cicero Ave Apt 303 Oak Lawn, IL 60453","$890,000 ",
"3541 W Irving Park Rd Chicago, IL 60618","$92,000 ",
"1250 N Dearborn St Apt 11A Chicago, IL 60610","$755,000 ",
"1528 S Wabash Ave Apt 506 Chicago, IL 60605","$300,000 ",
"1241 W Ardmore Ave # 3 Chicago, IL 60660","$80,000 ",
"204 W Hyde St Arlington Heights, IL 60005","$218,000 ",
"178 E Farmgate Ln Palatine, IL 60067","$342,000 ",
"3335 W Warren Blvd Chicago, IL 60624","$203,000 ",
"3001 S Michigan Ave Unit 308 Chicago, IL 60616","$300,000 ",
"534 W Brompton Ave Apt 3S Chicago, IL 60657","$307,000 ",
"1352 W 64th St Chicago, IL 60636","$356,500 ",
"729 S Lombard Ave Oak Park, IL 60304","$300,000 ",
"476 Alles St Unit 303 Des Plaines, IL 60016","$212,000 ",
"8344 S Luella Ave Chicago, IL 60617","$430,500 ",
"6645 180th St Apt 1W Tinley Park, IL 60477","$160,000 ",
"8534 W Roseview Dr Niles, IL 60714","$57,500 ",
"1136 Bradford Ln Schaumburg, IL 60193","$470,000 ",
"1201 S Prairie Ave Apt 3702 Chicago, IL 60605","$182,000 ",
"1443 W Victoria St Apt 2F Chicago, IL 60660","$104,000 ",
"600 W Drummond Pl Apt 314 Chicago, IL 60614","$212,000 ",
"439 Wildwood Dr Park Forest, IL 60466","$130,000 ",
"6600 W 87th Pl Oak Lawn, IL 60453","$415,000 ",
"5244 170th St Oak Forest, IL 60452","$50,000 ",
"1053 Riverview Dr South Holland, IL 60473","$362,000 ",
"10830 S Fairfield Ave Chicago, IL 60655","$275,000 ",
"7911 Redondo Ln Orland Park, IL 60462","$367,500 ",
"1327 N Bell Ave Chicago, IL 60622","$335,000 ",
"190 N Milwaukee Ave Apt 503 Wheeling, IL 60090","$228,000 ",
"319 Hibbard Rd Winnetka, IL 60093","$247,000 ",
"2119 N Bissell St Chicago, IL 60614","$134,500 ",
"2019 N Whipple St Apt 1 Chicago, IL 60647","$285,000 ",
"1926 N Hermitage Ave Chicago, IL 60622","$380,000 ",
"9733 Merton Ave Oak Lawn, IL 60453","$290,000 ",
"11445 S Saint Louis Ave Chicago, IL 60655","$539,500 ",
"11156 S Trumbull Ave Chicago, IL 60655","$305,000 ",
"3200 N Lake Shore Dr Apt 505 Chicago, IL 60657","$199,500 ",
"1240 W George St Chicago, IL 60657","$146,000 ",
"2510 N Burling St Chicago, IL 60614","$319,000 ",
"6504 N Oxford Ave Chicago, IL 60631","$475,000 ",
"4343 N Clarendon Ave Apt 904 Chicago, IL 60613","$295,000 ",
"5308 W 102nd St Oak Lawn, IL 60453","$425,000 ",
"1929 N Sedgwick St Apt C Chicago, IL 60614","$217,000 ",
"2315 N Wayne Ave Chicago, IL 60614","$350,000 ",
"22449 Pleasant Dr Apt 2 Richton Park, IL 60471","$829,500 ",
"42 Brook Ln Palos Park, IL 60464","$171,000 ",
"10257 S Leavitt St Chicago, IL 60643","$545,000 ",
"843 S 20th Ave Maywood, IL 60153","$117,500 ",
"15875 135th St Lemont, IL 60439","$480,500 ",
"11920 Lynch Dr Orland Park, IL 60467","$109,000 ",
"16555 Christopher Dr Lemont, IL 60439","$109,000 ",
"7345 W 62nd Pl Summit, IL 60501","$174,000 ",
"5749 S Mobile Ave Chicago, IL 60638","$270,000 ",
"8501 New Castle Ave Burbank, IL 60459","$180,000 ",
"2844 W Touhy Ave Unit B Chicago, IL 60645","$234,000 ",
"229 Southgate Dr Northbrook, IL 60062","$247,500 ",
"4320 Foster St Skokie, IL 60076","$415,000 ",
"5615 N Canfield Ave Chicago, IL 60631","$262,000 ",
"1931 Farnham Ct Schaumburg, IL 60194","$1,060,000 ",
"1422 Sunset Ridge Rd Glenview, IL 60025","$615,000 ",
"722 Iowa St Oak Park, IL 60302","$615,000 ",
"236 Forest Ave River Forest, IL 60305","$82,000 ",
"16412 Francis Ct Orland Park, IL 60467","$510,000 ",
"4423 Edinburg Ln Hanover Park, IL 60133","$206,500 ",
"5558 S Mason Ave Chicago, IL 60638","$533,000 ",
"12910 S 71st Ct Palos Heights, IL 60463","$126,000 ",
"6012 S Tripp Ave Chicago, IL 60629","$1,350,000 ",
"7836 S Carpenter St Chicago, IL 60620","$1,350,000 ",
"3600 N Lake Shore Dr Apt 2206 Chicago, IL 60613","$175,000 ",
"4515 N Harding Ave Chicago, IL 60625","$20,000 ",
"1808 N 17th Ave Melrose Park, IL 60160","$362,000 ",
"812 W Van Buren St Apt 5A Chicago, IL 60607","$295,000 ",
"3903 N Oriole Ave Chicago, IL 60634","$217,000 ",
"4106 N Mozart St Apt 2W Chicago, IL 60618","$262,000 ",
"375 W Erie St Apt 517 Chicago, IL 60654","$249,000 ",
"208 E Olive Ave Prospect Heights, IL 60070","$490,000 ",
"9446 Kelvin Ln Apt 3222 Schiller Park, IL 60176","$239,000 ",
"218 N Cady Dr Palatine, IL 60074","$275,000 ",
"1514 S Fernandez Ave Arlington Heights, IL 60005","$35,000 ",
"1007 W Noyes St Arlington Heights, IL 60005","$142,000 ",
"2144 Ash Ln Northbrook, IL 60062","$213,500 ",
"1967 N Stillwater Rd Arlington Heights, IL 60004","$345,000 ",
"636 Stirling Ln # K Prospect Heights, IL 60070","$350,000 ",
"333 Dorsetshire Dr Steger, IL 60475","$76,000 ",
"3150 N Lake Shore Dr Apt 31D Chicago, IL 60657","$601,500 ",
"4605 N Hermitage Ave Chicago, IL 60640","$669,500 ",
"1516 W Melrose St Chicago, IL 60657","$377,500 ",
"843 W Chalmers Pl Chicago, IL 60614","$365,000 ",
"3336 N Clifton Ave # 2 Chicago, IL 60657","$475,000 ",
"4010 N Hermitage Ave Chicago, IL 60613","$330,000 ",
"4302 N Tripp Ave Chicago, IL 60641","$385,000 ",
"2700 N Hampden Ct Apt 11B Chicago, IL 60614","$347,000 ",
"2150 N Kenmore Ave Chicago, IL 60614","$130,000 ",
"33 W Huron St Apt 809 Chicago, IL 60654","$650,000 ",
"5200 Carriageway Dr Apt 115 Rolling Meadows, IL 60008","$248,500 ",
"9730 Koch Ct Unit 4A Orland Park, IL 60467","$376,000 ",
"7305 173rd St Tinley Park, IL 60477","$25,000 ",
"611 Parkwood Ave Park Ridge, IL 60068","$239,000 ",
"915 Graceland Ave Apt 3C Des Plaines, IL 60016","$92,000 ",
"120 S Elmhurst Ave Mount Prospect, IL 60056","$782,500 ",
"1085 Taunton Ct Schaumburg, IL 60193","$725,000 ",
"2536 Laurel Ln Wilmette, IL 60091","$575,000 ",
"4511 Lilac Ave Glenview, IL 60025","$249,000 ",
"132 E Delaware Pl Apt 5102 Chicago, IL 60611","$225,000 ",
"3729 N Albany Ave Chicago, IL 60618","$7,000 ",
"1018 Dundee Rd Northbrook, IL 60062","$50,000 ",
"637 N Walnut Ln Schaumburg, IL 60194","$78,000 ",
"5519 N Christiana Ave Chicago, IL 60625","$64,500 ",
"6400 N Cicero Ave Apt 215 Lincolnwood, IL 60712","$135,000 ",
"4226 N Melvina Ave Chicago, IL 60634","$277,500 ",
