Address,List_Price ,beds,baths,sq_ft
"2810 Mill Creek Ln Rolling Meadows, IL 60008","$549,000 ",5,2.5,"3,270"
"2510 N Forrest Ln Arlington Heights, IL 60004","$349,900 ",3,2.5,"2,108"
"4141 N Kedzie Ave Apt 204 Chicago, IL 60618","$369,900 ",3,2,2
"226 N Clinton St Apt 716 Chicago, IL 60661","$519,900 ",2,2,"1,200"
"8727 Harding Ave Skokie, IL 60076","$749,900 ",7,4.5,"3,650"
"5527 W 22nd Pl Cicero, IL 60804","$129,900 ",4,2,"3,220"
"403 E North Water St Chicago, IL 60611","$2,250,000 ",3,4,"3,766"
"1901 S Calumet Ave Unit 1012 Chicago, IL 60616","$389,900 ",2,2,"1,070"
"8 Taft Ct # A Streamwood, IL 60107","$133,000 ",2,1.5,"1,200"
"13 Quindel Ave Schaumburg, IL 60193","$435,000 ",2,1.5,"2,058"
"6945 Hickory St Hanover Park, IL 60133","$221,000 ",4,2,"1,517"
"413 N Marion St Oak Park, IL 60302","$650,000 ",3,3,"2,520"
"4243 Linden Tree Ln Glenview, IL 60026","$509,000 ",4,3.5,"2,258"
"800 Elgin Rd Apt 813 Evanston, IL 60201","$259,900 ",1,1,900
"1100 Elder Rd Homewood, IL 60430","$214,900 ",4,2,"1,800"
"11007 W Roosevelt Rd Westchester, IL 60154","$219,000 ",3,1,"1,198"
"8 North Pkwy Prospect Heights, IL 60070","$425,000 ",3,2.5,"2,100"
"6050 N Jersey Ave Chicago, IL 60659","$409,000 ",3,2.5,"1,500"
"17031 Harlem Ave # 7 Tinley Park, IL 60477","$174,500 ",,,
"8420 S Essex Ave Chicago, IL 60617","$169,000 ",3,2,"1,178"
"2700 N Hampden Ct Apt 18E Chicago, IL 60614","$239,900 ",1,1,735
"330 Kemman Ave La Grange Park, IL 60526","$253,900 ",3,1,"1,165"
"1619 S Kaspar Ave Arlington Heights, IL 60005","$450,000 ",5,2.5,"2,405"
"10126 Hiawatha Trl Orland Park, IL 60462","$202,000 ",3,1,"1,044"
"334 153rd St Calumet City, IL 60409","$165,000 ",6,3,"1,858"
"637 N Avers Ave Chicago, IL 60624","$235,000 ",6,,
"3916 Snowbird Ln Northbrook, IL 60062","$635,000 ",4,2.5,"3,412"
"7141 N Kedvale Ave Lincolnwood, IL 60712","$479,000 ",5,3.5,"2,300"
"11861 S Vincennes Ave Chicago, IL 60643","$29,900 ",4,,
"7637 Jackson Blvd Apt 3S Forest Park, IL 60130","$109,500 ",1,1,858
"8044 S Escanaba Ave Chicago, IL 60617","$105,000 ",6,,
"30 W Monterey Ave Schaumburg, IL 60193","$444,900 ",4,3,"2,848"
"450 Howard St Elk Grove Village, IL 60007","$309,250 ",3,2,"1,519"
"12311 W Lady Bar Ln Orland Park, IL 60467","$374,900 ",4,3.5,"2,576"
"5118 S Normandy Ave Chicago, IL 60638","$260,000 ",4,2,"1,008"
"1707 N Paulina St Apt 202 Chicago, IL 60622","$290,000 ",2,1,1
"8137 Hamlin Ave Skokie, IL 60076","$299,900 ",3,2,"1,288"
"5305 S Fairfield Ave Chicago, IL 60632","$240,000 ",4,2.5,"4,250"
"1636 N Claremont Ave Chicago, IL 60647","$725,000 ",4,,
"315 Des Plaines Ave Apt 506 Forest Park, IL 60130","$95,000 ",1,1,1
"10716 S Langley Ave Chicago, IL 60628","$54,900 ",3,1.5,"1,792"
"2753 W Melrose St # 1 Chicago, IL 60618","$193,000 ",2,1,900
"11702 S Oakley Ave Chicago, IL 60643","$324,900 ",3,1.5,"1,440"
"3615 Grove St Skokie, IL 60076","$439,000 ",4,2.5,"1,747"
"10044 S Bell Ave Chicago, IL 60643","$420,000 ",3,3,"3,348"
"1114 Oak Ln Western Springs, IL 60558","$535,000 ",3,3.5,"2,153"
"5816 Laurel Ave La Grange Highlands, IL 60525","$326,000 ",4,2,"2,074"
"7523 Karlov Ave Skokie, IL 60076","$369,000 ",4,3,"2,000"
"11939 S Yale Ave Chicago, IL 60628","$125,000 ",4,3,"1,450"
"10042 S Saint Lawrence Ave Chicago, IL 60628","$159,900 ",2,2,"1,100"
"11727 S Church St Chicago, IL 60643","$165,000 ",7,,
"4240 Arthur Ave Brookfield, IL 60513","$320,000 ",3,2,"1,488"
"9936 S Van Vlissingen Rd Chicago, IL 60617","$79,900 ",3,1,954
"518 Cherry Hill Ct Schaumburg, IL 60193","$329,000 ",3,2.5,"1,846"
"Park Ridge, IL 60068","$275,000 ",,,
"716 1st Ave Des Plaines, IL 60016","$349,900 ",3,3.5,"2,450"
"6214 Misty Pines Dr Unit 4 Tinley Park, IL 60477","$159,900 ",2,2,"1,542"
"1439 N Dearborn St Apt 2 Chicago, IL 60610","$1,375,000 ",3,2.5,2.5
"60 E Monroe St Unit 4102 Chicago, IL 60603","$1,699,000 ",3,2.5,"1,969"
"4745 N Ravenswood Ave Apt 308 Chicago, IL 60640","$389,000 ",2,2,"1,369"
"5126 Arrowhead Trce Oak Forest, IL 60452","$225,000 ",4,3,"3,500"
"1909 S Crescent Ave Park Ridge, IL 60068","$299,000 ",4,2.5,"1,928"
"1641 Robin Ln Glenview, IL 60025","$569,900 ",4,3,"3,112"
"8557 Kedvale Ave Skokie, IL 60076","$380,000 ",4,2,"1,490"
"1614 W Columbia Ave Apt 4 Chicago, IL 60626","$299,900 ",3,2,"1,800"
"1220 Allison Ln Schaumburg, IL 60194","$350,000 ",4,2.5,2.5
"927 E 148th St Dolton, IL 60419","$94,950 ",2,2,900
"6426 S Sangamon St Chicago, IL 60621","$35,000 ",6,,
"1143 E 50th St Apt 3N Chicago, IL 60615","$139,900 ",2,1,950
"100 E Walton St Apt 31E Chicago, IL 60611","$215,000 ",1,1,720
"1129 Pitner Ave Evanston, IL 60202","$389,850 ",5,,
"1122 W Wing St Arlington Heights, IL 60005","$514,900 ",5,3,"3,737"
"3838 N Kenmore Ave Chicago, IL 60613","$1,050,000 ",8,,
"628 Laramie Ave Wilmette, IL 60091","$335,900 ",4,2.5,"2,100"
"4338 W Augusta Blvd Chicago, IL 60651","$320,000 ",6,,
"6228 W 91st St Oak Lawn, IL 60453","$210,000 ",3,2,"1,226"
"417 Cherry Creek Ln Prospect Heights, IL 60070","$769,000 ",7,4.5,"4,621"
"298 S Circle Dr Palatine, IL 60067","$589,900 ",5,3,"3,549"
"1561 Pendelton Ct Palatine, IL 60067","$499,900 ",3,2.5,"3,300"
"1028 W Newport Ave # 3 Chicago, IL 60657","$624,000 ",2,2,"1,400"
"2924 N Sacramento Ave Apt 2E Chicago, IL 60618","$199,000 ",2,1,1
"4510 N Hermitage Ave Chicago, IL 60640","$1,349,000 ",5,6,"5,900"
"8606 S Indiana Ave Chicago, IL 60619","$95,000 ",2,1.5,"1,087"
"12858 S Carondolet Ave Chicago, IL 60633","$173,000 ",3,2,"1,214"
"5936 N Kostner Ave Chicago, IL 60646","$529,000 ",3,3,3
"1854 N Mobile Ave Chicago, IL 60639","$264,900 ",4,1.5,"1,317"
"1152 E 90th St Chicago, IL 60619","$179,900 ",4,2,"1,200"
"4820 156th St Oak Forest, IL 60452","$140,000 ",3,2,"1,159"
"117 W Boardwalk Dr Palatine, IL 60067","$560,000 ",4,2.5,"2,912"
"419 Wisconsin Ave Apt 1W Oak Park, IL 60302","$179,000 ",2,1,1
"21240 Kildare Ave Matteson, IL 60443","$55,500 ",3,2,"3,276"
"8302 Christiana Ave # 1 Skokie, IL 60076","$199,000 ",3,1.5,"1,350"
"7350 N Cicero Ave Lincolnwood, IL 60712","$629,000 ",,,
"6424 151st St Oak Forest, IL 60452","$229,900 ",3,2,"1,800"
"739 E 168th Pl South Holland, IL 60473","$199,900 ",3,2,2
"8031 S Manistee Ave Chicago, IL 60617","$12,900 ",6,2,"2,156"
"716 S Evergreen Ave Arlington Heights, IL 60005","$329,000 ",2,2,"1,030"
"6680 W Albion Ave Niles, IL 60714","$409,995 ",3,2,"2,093"
"18307 Country Ln Lansing, IL 60438","$255,000 ",3,3.5,"2,521"
"7635 Kenton Ave Skokie, IL 60076","$324,900 ",4,2.5,"2,000"
"7951 S Harvard Ave Chicago, IL 60620","$159,000 ",4,2.5,"1,206"
"4329 N Drake Ave Chicago, IL 60618","$430,000 ",3,3,3
"6324 W Bryn Mawr Ave Chicago, IL 60646","$309,900 ",3,1.5,"1,164"
"381 Nancy Ln Wheeling, IL 60090","$156,000 ",4,2,"1,502"
"1307 N Bell Ave Chicago, IL 60622","$550,000 ",,,
"1126 S Humphrey Ave Oak Park, IL 60304","$342,500 ",3,1.5,1.5
"3707 N Lawndale Ave Chicago, IL 60618","$585,000 ",4,3,"2,983"
"8356 S Buffalo Ave # 1 Chicago, IL 60617","$139,900 ",4,2,"2,100"
"5248 N Olcott Ave Chicago, IL 60656","$649,999 ",4,3,"2,293"
"16630 89th Ct Orland Hills, IL 60487","$205,000 ",3,1.5,1.5
"4353 Hampton Ave Western Springs, IL 60558","$699,000 ",4,3,"3,252"
"9440 S 51st Ave Apt 212 Oak Lawn, IL 60453","$139,900 ",1,1,950
"3701 N Oketo Ave Chicago, IL 60634","$338,000 ",4,2,"1,020"
"904 Devon Ave Park Ridge, IL 60068","$299,000 ",3,2,"1,232"
"7040 Olde Gatehouse Rd # 15B Tinley Park, IL 60477","$164,900 ",2,1.5,1.5
"9937 S Cicero Ave Apt 103 Oak Lawn, IL 60453","$77,900 ",1,1,900
"3734 S Rockwell St Chicago, IL 60632","$379,000 ",4,2,"1,880"
"1152 N La Salle Dr Unit D Chicago, IL 60610","$889,000 ",3,3.5,"2,700"
"71 Silo Ridge Rd E Orland Park, IL 60467","$599,900 ",5,5,"4,600"
"112 Belvidere Ave Forest Park, IL 60130","$324,900 ",4,3,"1,978"
"5900 N Kilpatrick Ave Chicago, IL 60646","$1,299,000 ",4,3.5,"3,855"
"1532 W Wolfram St Chicago, IL 60657","$1,550,000 ",5,3.5,"4,500"
"1945 Morningview Dr Hoffman Estates, IL 60192","$449,000 ",4,3.5,"3,600"
"223 W Slade St Palatine, IL 60067","$450,000 ",4,2.5,"2,673"
"4241 N Paulina St Chicago, IL 60613","$1,549,999 ",5,5,"4,500"
"6117 S Rutherford Ave Chicago, IL 60638","$250,900 ",4,2,"1,433"
"1759 N Neva Ave Chicago, IL 60707","$389,900 ",4,3,"1,659"
"3427 Vollmer Rd Unit 104 Flossmoor, IL 60422","$125,000 ",3,2,2
"222 N Columbus Dr Apt 5003 Chicago, IL 60601","$849,900 ",3,2.5,"1,790"
"13921 S Stewart Ave Riverdale, IL 60827","$89,900 ",3,1,"1,089"
"8307 N Oketo Ave Niles, IL 60714","$556,900 ",5,4,4
"1542 State Line Rd Calumet City, IL 60409","$59,900 ",3,2,"1,070"
"273 Rich Rd Park Forest, IL 60466","$127,900 ",3,2,"1,419"
"6410 N New England Ave Chicago, IL 60631","$450,000 ",5,4,"3,300"
"12701 S Misty Harbour Ln Palos Park, IL 60464","$699,900 ",5,4.5,"5,878"
"10801 S Neenah Ave Worth, IL 60482","$244,900 ",3,2,"1,850"
"2311 Forest Ave North Riverside, IL 60546","$299,900 ",3,2,960
"3732 Green St Steger, IL 60475","$134,900 ",2,1.5,"1,512"
"320 Seminole St Park Forest, IL 60466","$39,900 ",2,1,949
"2201 Martin Ln Northfield, IL 60093","$2,100,000 ",6,6,"9,538"
"316 N Harvey Ave Oak Park, IL 60302","$749,000 ",5,3,3
"1502 Ostrander Ave La Grange Park, IL 60526","$319,000 ",3,1.5,"2,717"
"10352 S Wallace St Chicago, IL 60628","$151,000 ",4,3.5,3.5
"113 W Elm St Chicago, IL 60610","$1,199,000 ",4,3.5,3.5
"327 Wildberry Ct Unit C2 Schaumburg, IL 60193","$197,900 ",2,1,1
"1400 E 91st St Chicago, IL 60619","$170,000 ",3,2,"1,398"
"2919 N Harlem Ave Apt 210 Chicago, IL 60707","$210,000 ",2,2,"1,350"
"18228 Burnham Ave Lansing, IL 60438","$122,000 ",2,2,"1,040"
"1143 S Plymouth Ct Apt 404 Chicago, IL 60605","$319,000 ",2,2,"1,250"
"7707 W Irving Park Rd Apt 409 Chicago, IL 60634","$197,500 ",2,2,"1,000"
"1 Horseshoe Ln Lemont, IL 60439","$1,099,999 ",5,5.5,"10,000"
"10330 S Artesian Ave Chicago, IL 60655","$219,000 ",3,2,"1,274"
"1500 Maplewood Ave Hanover Park, IL 60133","$229,900 ",4,2,"1,136"
"1738 W 91st St Apt 2W Chicago, IL 60620","$159,000 ",3,2,"1,011"
"12360 S Nagle Ave Palos Heights, IL 60463","$485,000 ",4,4,"3,414"
"17731 Oakwood Dr Tinley Park, IL 60487","$318,900 ",3,2.5,"2,600"
"139 S Rohlwing Rd Palatine, IL 60074","$369,900 ",3,2,"2,200"
"707 Edgemont Ln Park Ridge, IL 60068","$849,000 ",3,3.5,"4,564"
"20473 N Plum Grove Rd Palatine, IL 60074","$365,000 ",3,3,"1,856"
"1831 S Kildare Ave Chicago, IL 60623","$55,000 ",4,2,"2,362"
"1500 Harbour Dr Apt 4K Wheeling, IL 60090","$129,900 ",2,2,"1,200"
"3323 W Van Buren St Chicago, IL 60624","$179,900 ",4,,
"2862 Meadow Ln Unit W2 Schaumburg, IL 60193","$186,900 ",2,2,2
"6440 W Foster Ave Chicago, IL 60656","$344,900 ",3,1.5,"1,370"
"3809 Johnson Ave Western Springs, IL 60558","$314,900 ",3,2,"2,821"
"5415 N Sheridan Rd Apt 909 Chicago, IL 60640","$195,000 ",1,1,700
"6320 S Bell Ave Chicago, IL 60636","$99,900 ",3,2,2
"12577 S State St Chicago, IL 60628","$54,990 ",2,1,1
"5619 S Albany Ave Chicago, IL 60629","$169,000 ",5,2,2
"6623 N Seeley Ave # 1N Chicago, IL 60645","$169,900 ",3,1,1
"5133 S Laramie Ave Chicago, IL 60638","$350,000 ",5,,
"1940 Monroe Ave Glenview, IL 60025","$373,000 ",3,1,"1,200"
"340 E Randolph St Unit 3502 Chicago, IL 60601","$955,000 ",2,2.5,"1,647"
"1660 N La Salle Dr Apt 1712 Chicago, IL 60614","$309,950 ",1,1,803
"2035 S Indiana Ave Apt 202 Chicago, IL 60616","$250,000 ",1,1,1
"734 W Buckingham Pl # 1 Chicago, IL 60657","$1,275,000 ",4,3.5,"3,600"
"2414 N Janssen Ave # 2 Chicago, IL 60614","$1,195,000 ",3,2.5,"2,450"
"6926 S Marshfield Ave Chicago, IL 60636","$228,000 ",13,,
"4214 S Maplewood Ave Chicago, IL 60632","$229,000 ",4,,
"1630 N Mango Ave Chicago, IL 60639","$269,000 ",4,2,"2,200"
"8851 Knox Ave Skokie, IL 60076","$489,000 ",4,2.5,"2,408"
"3118 N Saint Louis Ave Chicago, IL 60618","$675,500 ",7,3,3
"2237 Lincolnwood Dr Evanston, IL 60201","$510,000 ",4,2,"1,504"
"8556 Kedvale Ave Skokie, IL 60076","$765,000 ",5,4.5,"2,984"
"2145 Dewes St Glenview, IL 60025","$849,000 ",5,4,4
"11019 Deblin Ln Apt 3D Oak Lawn, IL 60453","$150,000 ",2,2,"1,375"
"750 Pearson St Apt 308 Des Plaines, IL 60016","$280,000 ",2,2,"1,493"
"1805 W Hatherleigh Ct Apt 2A Mount Prospect, IL 60056","$118,000 ",2,1,"1,100"
"6700 Old Plank Blvd Matteson, IL 60443","$245,000 ",6,3.5,"3,780"
"13415 S Mackinaw Ave Chicago, IL 60633","$154,900 ",3,2,"1,793"
"439 W Daniels Rd Palatine, IL 60067","$799,000 ",4,3.5,"3,394"
"335 Greenwood Rd Glenview, IL 60025","$219,000 ",,,
"853 Campus Ave Matteson, IL 60443","$164,900 ",3,2.5,"1,800"
"1534 Sycamore Pl Schaumburg, IL 60173","$145,000 ",2,2.5,"1,282"
"9232 Ozark Ave Morton Grove, IL 60053","$399,000 ",3,2.5,2.5
"244 E 164th Pl South Holland, IL 60473","$151,000 ",3,1.5,"1,442"
"3034 N Hamilton Ave # 2 Chicago, IL 60618","$625,000 ",6,2.5,2.5
"1823 Maple Rd Homewood, IL 60430","$189,900 ",3,2,"1,761"
"9501 Karlov Ave Skokie, IL 60076","$344,900 ",3,2,"1,896"
"900 N Harvey Ave Oak Park, IL 60302","$280,000 ",3,1,1
"17 Linda Ln Streamwood, IL 60107","$205,000 ",3,1.5,1.5
"1515 Spencer Ave Wilmette, IL 60091","$1,550,000 ",8,5.5,5.5
"631 N Kedzie Ave Chicago, IL 60612","$96,800 ",3,3.5,3.5
"7958 S Kingston Ave Chicago, IL 60617","$125,000 ",5,2,2
"7033 N Kedzie Ave Apt 1709 Chicago, IL 60645","$78,500 ",1,1,692
"1845 Prairie St # A2 Glenview, IL 60025","$436,500 ",3,2.5,"2,300"
"1743 W Farwell Ave Chicago, IL 60626","$349,900 ",4,3.5,"2,160"
"141 N La Grange Rd Apt 301 La Grange, IL 60525","$185,000 ",2,2,2
"1047 Meadowlark Ln Glenview, IL 60025","$599,000 ",4,2.5,2.5
"11547 S Meadow Lane Dr Merrionette Park, IL 60803","$134,900 ",2,1,"1,200"
"311 S Pine St Mount Prospect, IL 60056","$389,900 ",3,1.5,"2,000"
"1647 N Artesian Ave # 1 Chicago, IL 60647","$549,500 ",3,2.5,"2,200"
"5930 N Manton Ave Chicago, IL 60646","$399,500 ",4,3,3
"913 S School St Mount Prospect, IL 60056","$369,900 ",3,2,"1,692"
"10953 S Westwood Dr Palos Hills, IL 60465","$249,500 ",3,1.5,"1,897"
"15407 Minerva Ave Dolton, IL 60419","$105,000 ",5,2,"1,872"
"2110 Swainwood Dr Glenview, IL 60025","$1,249,000 ",4,3.5,"5,000"
"830 Eastwood Ln Glenview, IL 60025","$1,599,000 ",5,4.5,"6,702"
"1213 Spruce Dr Glenview, IL 60025","$1,150,000 ",5,4,"3,750"
"3166 Valcour Dr Glenview, IL 60026","$599,000 ",3,2,"1,982"
"1834 Stockton Dr Northfield, IL 60093","$549,900 ",4,2.5,2.5
"1914 W Melrose St # 2 Chicago, IL 60657","$1,450,000 ",5,3.5,"4,000"
"1538 Walnut Ave Wilmette, IL 60091","$1,690,000 ",5,5.5,"5,000"
"4101 W Nelson St Chicago, IL 60641","$1,530,000 ",,,
"4528 Gilbert Ave Western Springs, IL 60558","$345,000 ",3,1.5,"1,512"
"7841 White Ave Lyons, IL 60534","$230,000 ",3,2,"1,356"
"1101 South Blvd Unit 204 Oak Park, IL 60302","$159,000 ",2,1,1
"1714 E Maya Ln Mount Prospect, IL 60056","$375,000 ",3,2,"1,625"
"3038 Elm St Franklin Park, IL 60131","$309,900 ",4,3,"3,074"
"12 Woodview Ln # 12 Inverness, IL 60067","$619,900 ",3,2.5,"3,000"
"1327 N Hamlin Ave Chicago, IL 60651","$350,000 ",4,3,"1,346"
"91 Washington Ave Streamwood, IL 60107","$224,900 ",3,2,"1,473"
"4916 N Mulligan Ave Chicago, IL 60630","$344,900 ",4,3,"2,318"
"550 N Saint Clair St Chicago, IL 60611","$399,000 ",1,1,1
"5127 S Honore St Chicago, IL 60609","$40,000 ",4,,
"9642 S 78th Ct Hickory Hills, IL 60457","$260,000 ",,,
"9635 S 78th Ct Hickory Hills, IL 60457","$1,600,000 ",,,
"660 Prestwick Ln Unit 507 Wheeling, IL 60090","$228,000 ",2,2,"1,425"
"1478 S Prairie Ave Unit N Chicago, IL 60605","$998,788 ",4,2.5,"3,400"
"7723 S Aberdeen St Chicago, IL 60620","$250,000 ",6,,
"555 W Cornelia Ave Apt 1603 Chicago, IL 60657","$109,000 ",,1,445
"333 N Canal St Apt 2804 Chicago, IL 60606","$1,074,900 ",3,2.5,"2,603"
"950 W Huron St Unit 604 Chicago, IL 60642","$729,000 ",2,2,"2,772"
"1030 N State St Apt 38M Chicago, IL 60610","$269,000 ",,1,500
"2248 N Wayne Ave Chicago, IL 60614","$2,499,000 ",5,4.5,4.5
"9514 S Ridgeway Ave Evergreen Park, IL 60805","$217,900 ",3,1.5,"1,886"
"14442 Creek Crossing Dr Orland Park, IL 60467","$305,000 ",3,2,"2,140"
"3848 25th Ave Apt 5 Schiller Park, IL 60176","$119,900 ",2,1,1
"2900 W Pope John Paul II Dr Chicago, IL 60632","$258,000 ",9,,
"4818 N Chester Ave Norridge, IL 60706","$369,900 ",3,2.5,"1,325"
"1304 Elm St Park Ridge, IL 60068","$429,000 ",3,2.5,"1,865"
"401 E Ontario St Apt 3804 Chicago, IL 60611","$249,900 ",1,1,775
"2413 Chicago Rd Chicago Heights, IL 60411","$74,900 ",5,,
"2626 N Lakeview Ave Apt 608 Chicago, IL 60614","$362,000 ",2,2,"1,296"
"10551 S Lafayette Ave Chicago, IL 60628","$12,000 ",4,2,"1,116"
"6755 N Milwaukee Ave Apt 206 Niles, IL 60714","$219,900 ",2,2,"1,700"
"520 W Huron St Apt 320 Chicago, IL 60654","$549,900 ",2,2,"1,380"
"3732 N Janssen Ave Apt A Chicago, IL 60613","$599,900 ",3,2,2
"200 E Delaware Pl Apt 16A Chicago, IL 60611","$636,500 ",2,2,"1,550"
"266 Mayfair Ln Unit D2 Schaumburg, IL 60193","$189,900 ",2,2,"1,200"
"8416 S Exchange Ave Chicago, IL 60617","$145,000 ",4,,
"128 W 112th Pl Chicago, IL 60628","$115,000 ",4,,
"401 E 103rd St Chicago, IL 60628","$309,900 ",,,
"6019 S Laflin St Chicago, IL 60636","$75,000 ",4,2,"1,200"
"9828 S Keeler Ave Oak Lawn, IL 60453","$225,000 ",3,2,"1,328"
"505 Hyde Park Ave Bellwood, IL 60104","$98,000 ",2,1,"1,196"
"419 Maple St Winnetka, IL 60093","$599,000 ",3,2.5,"1,685"
"839 N Lombard Ave Oak Park, IL 60302","$359,000 ",3,1.5,"1,862"
"8737 S Marshfield Ave Chicago, IL 60620","$110,000 ",3,1.5,"1,400"
"411 W Ontario St Apt 310 Chicago, IL 60654","$525,000 ",2,2,2
"2147 Claridge Ln Northbrook, IL 60062","$535,000 ",3,2.5,"2,400"
"16 Longmeadow Rd Winnetka, IL 60093","$1,199,000 ",4,4,"3,975"
"2424 Hawthorne Ln Flossmoor, IL 60422","$458,500 ",4,3.5,"4,300"
"703 N East Ave Oak Park, IL 60302","$1,299,900 ",5,4.5,"6,000"
"2441 W Huron St Chicago, IL 60612","$599,900 ",3,1,"1,200"
"947 E Prairie Ave Des Plaines, IL 60016","$139,900 ",2,1,840
"2017 Walnut St Blue Island, IL 60406","$164,000 ",3,2.5,"1,345"
"6947 W Archer Ave Chicago, IL 60638","$279,999 ",,,
"18224 Wentworth Ave Apt 4 Lansing, IL 60438","$69,900 ",2,2,"1,100"
"7330 W 61st Pl Summit, IL 60501","$229,000 ",7,3,"1,447"
"1667 Buckingham Dr Des Plaines, IL 60018","$274,000 ",3,2.5,"1,938"
"7924 S Sacramento Ave Chicago, IL 60652","$175,500 ",4,2,"1,924"
"11 165th St Calumet City, IL 60409","$104,900 ",3,1.5,"1,371"
"7323 N Paulina St Apt 2 Chicago, IL 60626","$182,000 ",2,1,1
"6957 N Western Ave Unit G Chicago, IL 60645","$299,000 ",2,2,"1,596"
"555 S River Rd Apt 601 Des Plaines, IL 60016","$214,900 ",2,2,"1,200"
"1640 Maple Ave Apt 707 Evanston, IL 60201","$420,000 ",2,2,"1,324"
"6815 W Highland Ave Chicago, IL 60631","$365,000 ",3,2,"1,360"
"809 Dempster St Evanston, IL 60201","$575,000 ",,,
"5106 W Fletcher St Chicago, IL 60641","$299,000 ",4,3,"2,750"
"5941 S Paulina St Chicago, IL 60636","$100,000 ",5,2.5,"2,187"
"3431 Oak Park Ave Berwyn, IL 60402","$324,950 ",4,,
"921 Huntington Dr Elk Grove Village, IL 60007","$209,900 ",2,2,"1,305"
"14817 Grant St Dolton, IL 60419","$100,000 ",6,3,"1,804"
"59 Ruffled Feathers Dr Lemont, IL 60439","$875,000 ",4,4.5,"4,300"
"3815 Ashley Ct Rolling Meadows, IL 60008","$219,900 ",2,2.5,"1,372"
"103 W Berkshire Ln Mount Prospect, IL 60056","$509,900 ",4,2.5,"2,500"
"1507 Penrith Pl Schaumburg, IL 60194","$279,000 ",3,2,"1,595"
"1143 S Plymouth Ct Apt 401 Chicago, IL 60605","$289,888 ",2,2,"1,250"
"2906 Stork Ct Rolling Meadows, IL 60008","$228,000 ",4,1,"1,900"
"1813 W Palm Dr Mount Prospect, IL 60056","$314,000 ",4,2.5,"2,369"
"16732 School St South Holland, IL 60473","$169,900 ",3,2.5,"1,638"
"14465 S Ravinia Ave # 6 Orland Park, IL 60462","$159,900 ",2,2,"1,200"
"2350 S 8th Ave North Riverside, IL 60546","$750,000 ",,,
"2134 W Irving Park Rd Apt 2 Chicago, IL 60618","$725,000 ",3,2.5,"2,500"
"127 Bellwood Ave Bellwood, IL 60104","$209,900 ",4,2,"1,058"
"10122 S Karlov Ave Oak Lawn, IL 60453","$274,400 ",4,2,"2,208"
"9606 S Charles St Chicago, IL 60643","$229,900 ",4,1,"2,100"
"1505 Clinton Ave Berwyn, IL 60402","$254,900 ",5,2,"2,000"
"2217 N Hawthorne Ave Melrose Park, IL 60164","$250,000 ",3,2,"1,285"
"41 S Stonington Dr # 191 Palatine, IL 60074","$189,000 ",2,1.5,1.5
"2147 N 74th Ave Elmwood Park, IL 60707","$220,000 ",3,1.5,"1,200"
"2502 South St Rolling Meadows, IL 60008","$190,000 ",2,1,861
"500 S Wolf Rd Wheeling, IL 60090","$239,900 ",3,2,"1,403"
"2636 N Paulina St Chicago, IL 60614","$1,175,000 ",4,3.5,"4,000"
"4170 N Marine Dr Apt 4B Chicago, IL 60613","$400,000 ",2,2,"1,400"
"1427 W Wrightwood Ave Chicago, IL 60614","$850,000 ",3,2.5,2.5
"1439 S Michigan Ave Apt 602 Chicago, IL 60605","$540,000 ",2,2,2
"532 154th Pl Calumet City, IL 60409","$105,000 ",3,2,"1,056"
"8241 S Sangamon St # 1 Chicago, IL 60620","$150,000 ",6,2,2
"2624 Central Dr Apt 1W Flossmoor, IL 60422","$95,000 ",2,2,2
"2624 Central Dr Apt 1E Flossmoor, IL 60422","$79,000 ",2,2,2
"1403 Estate Ln Glenview, IL 60025","$410,000 ",2,2,2
"8010 White Ave Lyons, IL 60534","$164,900 ",3,1,"1,550"
"720 Central St Evanston, IL 60201","$1,545,000 ",5,5.5,"5,481"
"606 Washington Ave Wilmette, IL 60091","$1,849,000 ",5,5.5,"4,700"
"10431 S Eberhart Ave Chicago, IL 60628","$130,000 ",3,1,"1,108"
"30 50th Ave Bellwood, IL 60104","$175,000 ",4,1,"1,696"
"6462 N Nokomis Ave Chicago, IL 60646","$799,000 ",4,4.5,"4,114"
"721 E 89th Pl Chicago, IL 60619","$180,000 ",3,2,"1,350"
"3541 N Wilton Ave Apt 4 Chicago, IL 60657","$539,900 ",2,2,"1,300"
"2536 S 2nd Ave North Riverside, IL 60546","$339,900 ",3,2.5,"1,200"
"722 E 158th St South Holland, IL 60473","$114,900 ",3,1.5,"1,152"
"293 Crandon Ave Calumet City, IL 60409","$240,000 ",6,3,3
"1620 Cambridge Ave Flossmoor, IL 60422","$419,000 ",4,4,"3,989"
"1806 Maple Ave Berwyn, IL 60402","$284,900 ",3,1.5,"1,710"
"7906 164th Ct Tinley Park, IL 60477","$119,900 ",2,1,"1,000"
"443 Chestnut St Winnetka, IL 60093","$1,590,000 ",6,4.5,4.5
"931 Burnham Ct Glenview, IL 60025","$645,000 ",3,2,2
"17515 Bernadine St Lansing, IL 60438","$179,499 ",3,2.5,"1,250"
"1668 State Line Rd Calumet City, IL 60409","$75,000 ",3,2,756
"3836 W 59th St Chicago, IL 60629","$175,000 ",3,1.5,"1,220"
"159 E Walton Pl Apt 13B Chicago, IL 60611","$1,395,000 ",2,2.5,"1,867"
"2550 N Lakeview Ave Unit S2601 Chicago, IL 60614","$3,075,000 ",3,3.5,"2,843"
